Detected CPU features: mmx sse sse2 sse3 ssse3 sse4.1 sse4.2 popcnt avx avx2
bpp v4.8.7_macos_x86_64, 128GB RAM, 36 cores
https://github.com/bpp/bpp

Auto-selected SIMD ISA: AVX2


Starting timer..
Seed: 1156397925 (randomly generated)
Parsing species tree... Done
Parsing phylip file... Done

Summary of alignments *before* phasing sequences:
 Locus | Model | Sequences | Length | Ambiguous sites | Compressed | Base freqs 
   883 |  JC69 |        13 |    184 |               3 |          4 |      Fixed 
   884 |  JC69 |        20 |     53 |               1 |          2 |      Fixed 
   885 |  JC69 |        17 |    159 |              74 |          7 |      Fixed 
   886 |  JC69 |         3 |    112 |               5 |          2 |      Fixed 
   887 |  JC69 |        20 |    148 |               2 |          4 |      Fixed 
   888 |  JC69 |        20 |    198 |              11 |         12 |      Fixed 
   889 |  JC69 |         8 |    724 |             724 |         24 |      Fixed 
   890 |  JC69 |         7 |    235 |              25 |         11 |      Fixed 
   891 |  JC69 |        16 |    292 |              27 |         21 |      Fixed 
   892 |  JC69 |         2 |     75 |               0 |          1 |      Fixed 
   893 |  JC69 |         3 |     72 |              16 |          3 |      Fixed 
   894 |  JC69 |         2 |    285 |               9 |          4 |      Fixed 
   895 |  JC69 |         8 |    344 |             115 |         13 |      Fixed 
   896 |  JC69 |        18 |     64 |               1 |          2 |      Fixed 
   897 |  JC69 |         6 |    275 |              14 |          7 |      Fixed 
   898 |  JC69 |         2 |     42 |               0 |          1 |      Fixed 
   899 |  JC69 |         2 |    134 |               0 |          2 |      Fixed 
   900 |  JC69 |        17 |    794 |             794 |         25 |      Fixed 
   901 |  JC69 |        12 |    250 |              37 |         12 |      Fixed 
   902 |  JC69 |         2 |    289 |               5 |          4 |      Fixed 
   903 |  JC69 |         4 |    122 |               5 |          4 |      Fixed 
   904 |  JC69 |        16 |     75 |               3 |          4 |      Fixed 
   905 |  JC69 |         2 |    225 |              32 |          3 |      Fixed 
   906 |  JC69 |         4 |    254 |               1 |          3 |      Fixed 
   907 |  JC69 |        20 |    314 |              94 |         12 |      Fixed 
   908 |  JC69 |        16 |    169 |              72 |          8 |      Fixed 
   909 |  JC69 |        20 |    147 |               2 |          4 |      Fixed 
   910 |  JC69 |        20 |     82 |               8 |          9 |      Fixed 
   911 |  JC69 |         2 |    128 |               0 |          1 |      Fixed 
   912 |  JC69 |         2 |    277 |              56 |          5 |      Fixed 
   913 |  JC69 |         4 |    170 |               0 |          1 |      Fixed 
   914 |  JC69 |         8 |    225 |              19 |          8 |      Fixed 
   915 |  JC69 |         2 |    301 |             120 |          4 |      Fixed 
   916 |  JC69 |         7 |    265 |              21 |         15 |      Fixed 
   917 |  JC69 |        10 |    207 |              85 |          7 |      Fixed 
   918 |  JC69 |         9 |    210 |               6 |          7 |      Fixed 
   919 |  JC69 |         3 |    284 |              15 |         11 |      Fixed 
   920 |  JC69 |        11 |    285 |             116 |         15 |      Fixed 
   921 |  JC69 |         2 |    280 |               9 |          5 |      Fixed 
   922 |  JC69 |        19 |     42 |               2 |          3 |      Fixed 
   923 |  JC69 |        19 |     91 |               3 |          4 |      Fixed 
   924 |  JC69 |        20 |    212 |              99 |          7 |      Fixed 
   925 |  JC69 |        20 |     84 |               7 |          8 |      Fixed 
   926 |  JC69 |         9 |    143 |              11 |          9 |      Fixed 
   927 |  JC69 |         3 |    284 |              51 |          8 |      Fixed 
   928 |  JC69 |         2 |    282 |              15 |          7 |      Fixed 
   929 |  JC69 |         8 |    280 |              45 |         12 |      Fixed 
   930 |  JC69 |         2 |     98 |               2 |          2 |      Fixed 
   931 |  JC69 |         2 |     72 |               0 |          1 |      Fixed 
   932 |  JC69 |         2 |     52 |               1 |          2 |      Fixed 
   933 |  JC69 |        12 |    538 |             173 |         25 |      Fixed 
   934 |  JC69 |        20 |     77 |              28 |          3 |      Fixed 
   935 |  JC69 |        20 |    343 |              25 |         18 |      Fixed 
   936 |  JC69 |         5 |     72 |               1 |          2 |      Fixed 
   937 |  JC69 |        18 |    252 |               8 |          8 |      Fixed 
   938 |  JC69 |         2 |    280 |               2 |          3 |      Fixed 
   939 |  JC69 |        15 |     75 |              12 |         12 |      Fixed 
   940 |  JC69 |        17 |    259 |             123 |         21 |      Fixed 
   941 |  JC69 |         2 |    261 |              92 |          6 |      Fixed 
   942 |  JC69 |        14 |    255 |             119 |         13 |      Fixed 
   943 |  JC69 |        20 |    281 |              11 |          9 |      Fixed 
   944 |  JC69 |         3 |     39 |               1 |          2 |      Fixed 
   945 |  JC69 |        13 |    188 |              59 |          4 |      Fixed 
   946 |  JC69 |        20 |     78 |               3 |          4 |      Fixed 
   947 |  JC69 |         3 |    173 |               0 |          3 |      Fixed 
   948 |  JC69 |         3 |    130 |               1 |          2 |      Fixed 
   949 |  JC69 |         7 |     64 |               1 |          3 |      Fixed 
   950 |  JC69 |        17 |    292 |              26 |         21 |      Fixed 
   951 |  JC69 |        20 |    161 |               3 |          4 |      Fixed 
   952 |  JC69 |         8 |    150 |               8 |          4 |      Fixed 
   953 |  JC69 |         2 |    113 |              61 |          4 |      Fixed 
   954 |  JC69 |         2 |    133 |               0 |          1 |      Fixed 
   955 |  JC69 |        18 |    149 |              11 |         10 |      Fixed 
   956 |  JC69 |        19 |    142 |               2 |          3 |      Fixed 
   957 |  JC69 |        10 |    446 |             294 |         27 |      Fixed 
   958 |  JC69 |         2 |    276 |               0 |          2 |      Fixed 
   959 |  JC69 |         4 |    280 |             106 |          8 |      Fixed 
   960 |  JC69 |         2 |    146 |               0 |          2 |      Fixed 
   961 |  JC69 |         2 |    280 |               8 |          2 |      Fixed 
   962 |  JC69 |         2 |    152 |               4 |          2 |      Fixed 
   963 |  JC69 |         4 |    400 |             166 |         12 |      Fixed 
   964 |  JC69 |         2 |     71 |               4 |          4 |      Fixed 
   965 |  JC69 |         2 |    277 |               8 |          3 |      Fixed 
   966 |  JC69 |        20 |    114 |               5 |          6 |      Fixed 
   967 |  JC69 |        20 |     84 |              12 |          6 |      Fixed 
   968 |  JC69 |        18 |    372 |             195 |         28 |      Fixed 
   969 |  JC69 |        20 |     99 |               6 |          7 |      Fixed 
   970 |  JC69 |        20 |    238 |              96 |         11 |      Fixed 
   971 |  JC69 |         2 |     90 |               0 |          1 |      Fixed 
   972 |  JC69 |        16 |    148 |              68 |         12 |      Fixed 
   973 |  JC69 |        20 |    174 |               2 |          3 |      Fixed 
   974 |  JC69 |        20 |    283 |              14 |         15 |      Fixed 
   975 |  JC69 |         5 |     96 |               3 |          2 |      Fixed 
   976 |  JC69 |         6 |    210 |               2 |          3 |      Fixed 
   977 |  JC69 |         9 |     91 |              12 |          4 |      Fixed 
   978 |  JC69 |        17 |     60 |               2 |          3 |      Fixed 
   979 |  JC69 |         2 |     77 |               0 |          1 |      Fixed 
   980 |  JC69 |         2 |    228 |              93 |          3 |      Fixed 
   981 |  JC69 |         7 |    171 |              57 |          6 |      Fixed 
   982 |  JC69 |        18 |    271 |             117 |         19 |      Fixed 
   983 |  JC69 |         4 |    117 |               5 |          7 |      Fixed 
   984 |  JC69 |        20 |    181 |               3 |          4 |      Fixed 
   985 |  JC69 |         5 |    219 |               0 |          3 |      Fixed 
   986 |  JC69 |        14 |    554 |             302 |         34 |      Fixed 
   987 |  JC69 |         5 |    282 |              19 |          7 |      Fixed 
   988 |  JC69 |        13 |    401 |             139 |         21 |      Fixed 
   989 |  JC69 |        19 |     58 |               0 |          1 |      Fixed 
   990 |  JC69 |        19 |    146 |              10 |          8 |      Fixed 
   991 |  JC69 |        16 |     87 |               2 |          4 |      Fixed 
   992 |  JC69 |        13 |    288 |              27 |         16 |      Fixed 
   993 |  JC69 |        19 |    158 |               2 |          3 |      Fixed 
   994 |  JC69 |         4 |    285 |              53 |          9 |      Fixed 
   995 |  JC69 |         3 |     50 |               1 |          2 |      Fixed 
   996 |  JC69 |         5 |    223 |               3 |          4 |      Fixed 
   997 |  JC69 |        12 |    448 |             225 |         25 |      Fixed 
   998 |  JC69 |        16 |     93 |               6 |          7 |      Fixed 
   999 |  JC69 |        13 |    179 |               8 |          9 |      Fixed 
  1000 |  JC69 |        16 |    188 |               0 |          1 |      Fixed 
  1001 |  JC69 |         3 |    157 |               5 |          5 |      Fixed 
  1002 |  JC69 |        18 |    148 |               3 |          4 |      Fixed 
  1003 |  JC69 |         9 |     71 |               6 |          3 |      Fixed 
  1004 |  JC69 |         3 |    147 |              63 |          5 |      Fixed 
  1005 |  JC69 |         4 |    142 |               2 |          3 |      Fixed 
  1006 |  JC69 |        19 |    232 |               6 |          5 |      Fixed 
  1007 |  JC69 |        16 |    226 |               4 |          5 |      Fixed 
  1008 |  JC69 |         2 |    264 |               2 |          4 |      Fixed 
  1009 |  JC69 |        14 |    156 |               7 |          6 |      Fixed 
  1010 |  JC69 |         6 |     82 |               6 |          6 |      Fixed 
  1011 |  JC69 |        10 |    283 |              20 |         15 |      Fixed 
  1012 |  JC69 |         6 |     90 |               7 |          3 |      Fixed 
  1013 |  JC69 |         6 |    281 |               7 |          6 |      Fixed 
  1014 |  JC69 |         2 |    273 |               1 |          2 |      Fixed 
  1015 |  JC69 |        15 |    197 |              52 |         12 |      Fixed 
  1016 |  JC69 |         8 |     79 |               1 |          3 |      Fixed 
  1017 |  JC69 |        18 |    144 |               7 |          7 |      Fixed 
  1018 |  JC69 |        20 |    476 |             235 |         16 |      Fixed 
  1019 |  JC69 |         3 |    152 |               0 |          1 |      Fixed 
  1020 |  JC69 |         2 |     69 |               4 |          4 |      Fixed 
  1021 |  JC69 |         2 |    243 |              55 |          5 |      Fixed 
  1022 |  JC69 |        18 |    125 |              12 |          9 |      Fixed 
  1023 |  JC69 |        20 |    161 |               5 |          5 |      Fixed 
  1024 |  JC69 |         2 |    286 |              10 |          4 |      Fixed 
  1025 |  JC69 |         6 |    143 |               4 |          5 |      Fixed 
  1026 |  JC69 |        14 |    146 |              26 |         14 |      Fixed 
  1027 |  JC69 |         6 |    283 |              22 |         14 |      Fixed 
  1028 |  JC69 |         3 |    285 |              22 |          6 |      Fixed 
  1029 |  JC69 |         2 |    203 |               4 |          5 |      Fixed 
  1030 |  JC69 |        10 |    138 |               5 |          6 |      Fixed 
  1031 |  JC69 |        20 |    163 |              12 |         12 |      Fixed 
  1032 |  JC69 |        11 |    282 |              20 |         20 |      Fixed 
  1033 |  JC69 |        20 |     72 |               5 |          5 |      Fixed 
  1034 |  JC69 |         4 |     61 |               0 |          2 |      Fixed 
  1035 |  JC69 |         7 |    412 |             142 |         15 |      Fixed 
  1036 |  JC69 |        11 |    122 |               2 |          3 |      Fixed 
  1037 |  JC69 |        13 |    286 |              25 |         23 |      Fixed 
  1038 |  JC69 |         2 |    221 |              29 |          6 |      Fixed 
  1039 |  JC69 |        11 |     81 |              33 |          9 |      Fixed 
  1040 |  JC69 |         5 |     81 |               0 |          2 |      Fixed 
  1041 |  JC69 |        14 |     74 |               3 |          4 |      Fixed 
  1042 |  JC69 |         6 |    161 |               2 |          3 |      Fixed 
  1043 |  JC69 |         3 |     77 |               0 |          1 |      Fixed 
  1044 |  JC69 |         4 |    104 |               9 |          8 |      Fixed 
  1045 |  JC69 |         2 |    205 |               1 |          3 |      Fixed 
  1046 |  JC69 |        18 |    159 |               7 |          9 |      Fixed 
  1047 |  JC69 |         3 |    280 |               5 |          4 |      Fixed 
  1048 |  JC69 |         5 |     60 |               0 |          1 |      Fixed 
  1049 |  JC69 |         2 |    148 |               8 |          7 |      Fixed 
  1050 |  JC69 |        15 |    193 |               3 |          5 |      Fixed 
  1051 |  JC69 |        19 |    119 |               1 |          2 |      Fixed 
  1052 |  JC69 |        14 |    382 |             127 |         19 |      Fixed 
  1053 |  JC69 |        17 |     76 |               9 |          8 |      Fixed 
  1054 |  JC69 |         3 |    155 |               3 |          4 |      Fixed 
  1055 |  JC69 |        12 |    147 |              73 |         14 |      Fixed 
  1056 |  JC69 |         3 |     65 |               2 |          2 |      Fixed 
  1057 |  JC69 |        20 |    106 |               5 |          6 |      Fixed 
  1058 |  JC69 |        13 |    148 |               7 |          8 |      Fixed 
  1059 |  JC69 |        20 |    246 |             102 |         13 |      Fixed 
  1060 |  JC69 |         5 |    282 |               3 |          4 |      Fixed 
  1061 |  JC69 |         7 |    101 |               2 |          3 |      Fixed 
  1062 |  JC69 |         6 |    176 |               5 |          6 |      Fixed 
  1063 |  JC69 |         2 |    281 |               5 |          4 |      Fixed 
  1064 |  JC69 |        19 |    175 |               6 |          7 |      Fixed 
  1065 |  JC69 |        18 |    126 |               1 |          2 |      Fixed 
  1066 |  JC69 |         4 |    278 |              23 |         13 |      Fixed 
  1067 |  JC69 |        18 |    695 |             695 |         32 |      Fixed 
  1068 |  JC69 |         2 |    206 |              78 |          2 |      Fixed 
  1069 |  JC69 |         9 |    186 |              21 |         14 |      Fixed 
  1070 |  JC69 |        11 |     94 |               6 |          7 |      Fixed 
  1071 |  JC69 |        15 |    106 |               4 |          6 |      Fixed 
  1072 |  JC69 |         2 |    137 |               2 |          2 |      Fixed 
  1073 |  JC69 |        10 |    159 |               7 |          7 |      Fixed 
  1074 |  JC69 |        10 |    162 |              12 |          6 |      Fixed 
  1075 |  JC69 |         4 |    366 |               7 |          7 |      Fixed 
  1076 |  JC69 |         3 |    245 |              30 |          6 |      Fixed 
  1077 |  JC69 |        16 |    207 |              33 |         17 |      Fixed 
  1078 |  JC69 |         4 |    116 |              20 |          4 |      Fixed 
  1079 |  JC69 |         3 |    112 |              46 |          2 |      Fixed 
  1080 |  JC69 |         3 |    190 |               7 |          8 |      Fixed 
  1081 |  JC69 |        17 |     64 |               4 |          4 |      Fixed 
  1082 |  JC69 |         3 |    280 |               5 |          5 |      Fixed 
  1083 |  JC69 |         2 |    113 |              49 |          4 |      Fixed 
  1084 |  JC69 |         9 |    262 |              92 |         28 |      Fixed 
  1085 |  JC69 |        14 |    206 |               9 |          8 |      Fixed 
  1086 |  JC69 |        16 |    164 |               4 |          5 |      Fixed 
  1087 |  JC69 |         4 |    114 |               1 |          2 |      Fixed 
  1088 |  JC69 |         4 |    114 |               0 |          1 |      Fixed 
  1089 |  JC69 |         6 |    161 |               1 |          2 |      Fixed 
  1090 |  JC69 |         6 |     40 |               2 |          3 |      Fixed 
  1091 |  JC69 |        12 |    223 |              61 |          7 |      Fixed 
  1092 |  JC69 |         4 |    190 |              67 |          7 |      Fixed 
  1093 |  JC69 |         3 |    281 |               8 |          7 |      Fixed 
  1094 |  JC69 |         3 |     76 |               0 |          2 |      Fixed 
  1095 |  JC69 |         2 |    236 |               2 |          4 |      Fixed 
  1096 |  JC69 |         5 |     92 |              10 |          3 |      Fixed 
  1097 |  JC69 |         4 |     81 |              36 |          5 |      Fixed 
  1098 |  JC69 |         6 |    120 |              16 |         12 |      Fixed 
  1099 |  JC69 |         2 |    242 |               4 |          3 |      Fixed 
  1100 |  JC69 |         5 |    129 |               1 |          2 |      Fixed 
  1101 |  JC69 |        17 |    100 |               0 |          1 |      Fixed 
  1102 |  JC69 |         6 |    146 |              14 |          8 |      Fixed 
  1103 |  JC69 |         2 |    118 |               0 |          1 |      Fixed 
  1104 |  JC69 |         5 |    135 |              11 |          5 |      Fixed 
  1105 |  JC69 |         6 |     58 |               1 |          2 |      Fixed 
  1106 |  JC69 |         3 |    146 |               0 |          1 |      Fixed 
  1107 |  JC69 |         5 |     58 |               0 |          2 |      Fixed 
  1108 |  JC69 |        10 |    102 |               3 |          2 |      Fixed 
  1109 |  JC69 |         2 |    163 |               0 |          2 |      Fixed 
  1110 |  JC69 |         3 |     76 |               3 |          3 |      Fixed 
  1111 |  JC69 |         6 |    168 |               9 |          6 |      Fixed 
  1112 |  JC69 |         3 |    163 |               3 |          5 |      Fixed 
  1113 |  JC69 |         6 |    113 |              72 |         12 |      Fixed 
  1114 |  JC69 |         2 |    222 |              79 |          5 |      Fixed 
  1115 |  JC69 |         2 |    140 |               2 |          2 |      Fixed 
  1116 |  JC69 |         4 |     61 |               3 |          4 |      Fixed 
  1117 |  JC69 |         3 |    117 |               8 |          6 |      Fixed 
  1118 |  JC69 |         8 |     79 |               9 |          9 |      Fixed 
  1119 |  JC69 |         8 |     85 |              13 |         12 |      Fixed 
  1120 |  JC69 |         7 |    281 |              32 |         16 |      Fixed 
  1121 |  JC69 |         3 |    286 |              12 |          9 |      Fixed 
  1122 |  JC69 |         4 |    157 |               4 |          5 |      Fixed 
  1123 |  JC69 |         2 |     70 |               0 |          1 |      Fixed 
  1124 |  JC69 |        16 |    103 |               1 |          2 |      Fixed 
  1125 |  JC69 |        17 |    147 |               2 |          3 |      Fixed 
  1126 |  JC69 |         2 |    144 |               7 |          4 |      Fixed 
  1127 |  JC69 |         2 |     77 |               3 |          2 |      Fixed 
  1128 |  JC69 |         5 |    401 |              45 |          9 |      Fixed 
  1129 |  JC69 |         4 |    161 |               5 |          6 |      Fixed 
  1130 |  JC69 |         2 |    139 |               0 |          2 |      Fixed 
  1131 |  JC69 |        19 |    462 |             202 |         21 |      Fixed 
  1132 |  JC69 |         2 |     83 |               0 |          1 |      Fixed 
  1133 |  JC69 |        13 |    140 |              18 |         12 |      Fixed 
  1134 |  JC69 |         3 |    262 |              11 |          4 |      Fixed 
  1135 |  JC69 |        15 |     74 |               3 |          4 |      Fixed 
  1136 |  JC69 |         9 |    146 |               8 |          4 |      Fixed 
  1137 |  JC69 |         3 |    111 |               8 |          6 |      Fixed 
  1138 |  JC69 |         2 |    237 |               4 |          2 |      Fixed 
  1139 |  JC69 |         2 |    101 |               0 |          1 |      Fixed 
  1140 |  JC69 |        13 |     76 |              14 |          7 |      Fixed 
  1141 |  JC69 |         2 |     74 |               0 |          1 |      Fixed 
  1142 |  JC69 |         6 |    205 |               0 |          2 |      Fixed 
  1143 |  JC69 |         6 |     66 |               5 |          6 |      Fixed 
  1144 |  JC69 |         9 |    489 |             358 |         22 |      Fixed 
  1145 |  JC69 |         9 |     53 |               2 |          4 |      Fixed 
  1146 |  JC69 |        18 |    208 |              21 |         18 |      Fixed 
  1147 |  JC69 |        20 |    158 |               3 |          4 |      Fixed 
  1148 |  JC69 |         6 |    209 |              11 |          9 |      Fixed 
  1149 |  JC69 |         4 |    186 |              12 |          9 |      Fixed 
  1150 |  JC69 |        18 |     63 |              16 |          7 |      Fixed 
  1151 |  JC69 |        10 |    136 |              19 |          7 |      Fixed 
  1152 |  JC69 |         6 |    131 |              18 |          3 |      Fixed 
  1153 |  JC69 |         3 |     93 |               0 |          2 |      Fixed 
  1154 |  JC69 |         2 |    281 |               9 |          8 |      Fixed 
  1155 |  JC69 |         3 |    280 |               4 |          5 |      Fixed 
  1156 |  JC69 |        20 |    930 |             613 |         30 |      Fixed 
  1157 |  JC69 |        12 |     77 |              10 |          9 |      Fixed 
  1158 |  JC69 |         4 |    257 |               8 |          9 |      Fixed 
  1159 |  JC69 |         7 |    107 |               6 |          5 |      Fixed 
  1160 |  JC69 |        15 |    185 |              14 |         15 |      Fixed 
  1161 |  JC69 |         2 |    241 |               9 |          6 |      Fixed 
  1162 |  JC69 |         6 |     43 |               2 |          3 |      Fixed 
  1163 |  JC69 |         3 |    212 |               4 |          5 |      Fixed 
  1164 |  JC69 |         2 |     84 |               1 |          2 |      Fixed 
  1165 |  JC69 |        20 |    151 |               9 |          3 |      Fixed 
  1166 |  JC69 |         3 |    111 |               5 |          3 |      Fixed 
  1167 |  JC69 |        20 |    158 |               2 |          3 |      Fixed 
  1168 |  JC69 |        11 |     84 |               0 |          1 |      Fixed 
  1169 |  JC69 |        15 |    267 |             126 |          9 |      Fixed 
  1170 |  JC69 |         7 |     64 |              10 |          3 |      Fixed 
  1171 |  JC69 |         4 |     49 |               1 |          2 |      Fixed 
  1172 |  JC69 |        19 |    103 |               5 |          3 |      Fixed 
  1173 |  JC69 |         9 |    157 |               2 |          3 |      Fixed 
  1174 |  JC69 |         2 |    226 |               0 |          1 |      Fixed 
  1175 |  JC69 |         4 |     47 |               1 |          2 |      Fixed 
  1176 |  JC69 |        14 |    246 |             121 |         24 |      Fixed 
  1177 |  JC69 |         5 |    282 |              34 |         10 |      Fixed 
  1178 |  JC69 |         5 |    135 |              45 |          6 |      Fixed 
  1179 |  JC69 |         8 |    125 |               6 |          7 |      Fixed 
  1180 |  JC69 |         2 |    280 |              21 |         11 |      Fixed 
  1181 |  JC69 |        10 |     85 |               0 |          3 |      Fixed 
  1182 |  JC69 |         2 |    231 |               2 |          2 |      Fixed 
  1183 |  JC69 |         2 |    272 |               8 |          7 |      Fixed 
  1184 |  JC69 |         4 |    283 |             147 |          8 |      Fixed 
  1185 |  JC69 |         3 |     93 |               2 |          2 |      Fixed 
  1186 |  JC69 |         3 |     86 |               8 |          5 |      Fixed 
  1187 |  JC69 |         2 |    281 |               4 |          3 |      Fixed 
  1188 |  JC69 |         3 |     74 |               0 |          1 |      Fixed 
  1189 |  JC69 |         4 |     85 |               0 |          1 |      Fixed 
  1190 |  JC69 |         5 |    142 |               5 |          6 |      Fixed 
  1191 |  JC69 |         2 |    103 |               4 |          3 |      Fixed 
  1192 |  JC69 |         2 |    125 |               0 |          1 |      Fixed 
  1193 |  JC69 |         4 |    260 |              24 |         14 |      Fixed 
  1194 |  JC69 |        11 |    135 |               5 |          6 |      Fixed 
  1195 |  JC69 |        16 |     75 |               3 |          5 |      Fixed 
  1196 |  JC69 |        19 |    124 |               7 |          6 |      Fixed 
  1197 |  JC69 |        14 |    193 |              26 |         14 |      Fixed 
  1198 |  JC69 |        13 |    203 |               6 |          6 |      Fixed 
  1199 |  JC69 |        16 |    243 |              20 |         20 |      Fixed 
  1200 |  JC69 |        20 |     67 |               0 |          1 |      Fixed 
  1201 |  JC69 |        14 |    168 |              12 |         13 |      Fixed 
  1202 |  JC69 |         3 |    277 |              77 |          8 |      Fixed 
  1203 |  JC69 |         3 |    222 |              38 |         18 |      Fixed 
  1204 |  JC69 |         2 |    278 |               6 |          4 |      Fixed 
  1205 |  JC69 |        11 |    471 |             161 |         20 |      Fixed 
  1206 |  JC69 |        12 |     48 |               0 |          1 |      Fixed 
  1207 |  JC69 |         4 |    256 |               2 |          3 |      Fixed 
  1208 |  JC69 |         3 |    166 |               5 |          6 |      Fixed 
  1209 |  JC69 |         9 |    256 |             101 |         18 |      Fixed 
  1210 |  JC69 |         7 |    165 |               1 |          2 |      Fixed 
  1211 |  JC69 |         2 |    279 |               8 |          4 |      Fixed 
  1212 |  JC69 |        11 |    165 |              43 |          5 |      Fixed 
  1213 |  JC69 |        12 |    108 |              22 |          4 |      Fixed 
  1214 |  JC69 |        20 |    128 |               1 |          2 |      Fixed 
  1215 |  JC69 |         5 |    278 |              40 |         15 |      Fixed 
  1216 |  JC69 |        18 |    301 |             200 |         10 |      Fixed 
  1217 |  JC69 |         2 |    277 |               5 |          5 |      Fixed 
  1218 |  JC69 |         5 |    282 |              30 |          7 |      Fixed 
  1219 |  JC69 |        16 |    291 |              37 |         25 |      Fixed 
  1220 |  JC69 |        10 |    139 |              40 |         21 |      Fixed 
  1221 |  JC69 |         2 |     93 |               2 |          2 |      Fixed 
  1222 |  JC69 |        15 |    344 |             115 |         26 |      Fixed 
  1223 |  JC69 |         3 |     99 |               1 |          2 |      Fixed 
  1224 |  JC69 |        17 |    115 |               7 |          8 |      Fixed 
  1225 |  JC69 |        17 |    143 |               5 |          7 |      Fixed 
  1226 |  JC69 |         2 |    148 |               4 |          2 |      Fixed 
  1227 |  JC69 |         2 |    105 |               2 |          4 |      Fixed 
  1228 |  JC69 |         8 |    114 |              32 |         10 |      Fixed 
  1229 |  JC69 |         3 |     58 |               3 |          2 |      Fixed 
  1230 |  JC69 |         2 |     40 |               0 |          1 |      Fixed 
  1231 |  JC69 |        19 |    102 |              10 |         10 |      Fixed 
  1232 |  JC69 |         2 |     47 |               0 |          1 |      Fixed 
  1233 |  JC69 |         4 |     92 |               0 |          2 |      Fixed 
  1234 |  JC69 |         2 |     81 |               1 |          2 |      Fixed 
  1235 |  JC69 |        17 |    155 |              13 |         12 |      Fixed 
  1236 |  JC69 |        14 |    160 |              13 |         12 |      Fixed 
  1237 |  JC69 |         3 |    281 |               3 |          3 |      Fixed 
  1238 |  JC69 |         4 |     55 |               0 |          1 |      Fixed 
  1239 |  JC69 |         3 |    140 |               1 |          3 |      Fixed 
  1240 |  JC69 |        12 |    282 |              24 |         19 |      Fixed 
  1241 |  JC69 |        10 |    159 |              45 |          6 |      Fixed 
  1242 |  JC69 |        20 |     94 |               1 |          2 |      Fixed 
  1243 |  JC69 |        20 |     48 |               1 |          2 |      Fixed 
  1244 |  JC69 |        20 |     71 |               2 |          3 |      Fixed 

Parsing map file...
ajan_BABY6724 ajan
ajan_DW655 ajan
ajan_DW663 ajan
ajan_esa36 ajan
ajan_wdb38 ajan
ajan_ODP48916 ajan
ajancf_SLM01 ajan
ajancf_SLM05 ajan
ajancf_SLM10 ajan
alas_BABY422 alas
alas_BABY4577 alas
alas_BABY6558 alas
alas_DW641 alas
alas_DW646 alas
alas_ODP43138 alas
alas_ODP7414 alas
alas_ODP7415 alas
alas_ODP7424 alas
alas_ODP7429 alas
alas_ODP7432 alas
 Done
Writing multilocus alignments with compressed site patterns in fit/output/ch8.compressed-aln.phy

diploid_resolve_locus      1:         6      165        2 ->         2
diploid_resolve_locus      2:        20      130        6 ->         7
diploid_resolve_locus      3:        15       84        3 ->         3
diploid_resolve_locus      4:         3      273       10 ->        10
diploid_resolve_locus      5:         2       81        1 ->         1
diploid_resolve_locus      6:        20       94        3 ->         3
diploid_resolve_locus      7:        12      483        9 ->         9
diploid_resolve_locus      8:        20      185        4 ->         4
diploid_resolve_locus      9:         6      282        4 ->         4
diploid_resolve_locus     10:         4      282        6 ->         6
diploid_resolve_locus     11:        15      104        2 ->         2
diploid_resolve_locus     12:        17      134        7 ->         7
diploid_resolve_locus     13:        19       70        4 ->         4
diploid_resolve_locus     14:        15      150        6 ->         7
diploid_resolve_locus     15:        20      226        6 ->         6
diploid_resolve_locus     16:        10      232        8 ->         9
diploid_resolve_locus     17:        20      673       16 ->        22
diploid_resolve_locus     18:        20      249        5 ->         6
diploid_resolve_locus     19:         9       82        4 ->         6
diploid_resolve_locus     20:         3      173        5 ->         6
diploid_resolve_locus     21:         4      281        7 ->         7
diploid_resolve_locus     22:         9      170        1 ->         1
diploid_resolve_locus     23:         2       88        1 ->         1
diploid_resolve_locus     24:        20      189        6 ->        12
diploid_resolve_locus     25:         7      138        5 ->         5
diploid_resolve_locus     26:        16       92        1 ->         1
diploid_resolve_locus     27:         9      116        3 ->         3
diploid_resolve_locus     28:        15       63        2 ->         2
diploid_resolve_locus     29:        14      661       37 ->        51
diploid_resolve_locus     30:        20      213        4 ->         4
diploid_resolve_locus     31:        10      284       15 ->        22
diploid_resolve_locus     32:        11      183        3 ->         3
diploid_resolve_locus     33:        19      488       12 ->        12
diploid_resolve_locus     34:        20      410       11 ->       172
diploid_resolve_locus     35:         3       47        2 ->         5
diploid_resolve_locus     36:         3      238        8 ->         9
diploid_resolve_locus     37:        18      188        5 ->         5
diploid_resolve_locus     38:         5      285        9 ->         9
diploid_resolve_locus     39:        14       71        3 ->         3
diploid_resolve_locus     40:         4      286        6 ->         6
diploid_resolve_locus     41:        19      439       17 ->        19
diploid_resolve_locus     42:        15      104        5 ->         5
diploid_resolve_locus     43:         5      262       11 ->        11
diploid_resolve_locus     44:        13      120        6 ->         7
diploid_resolve_locus     45:        17     1174       29 ->        50
diploid_resolve_locus     46:        20      188        3 ->         3
diploid_resolve_locus     47:        17       66        5 ->         5
diploid_resolve_locus     48:         4      279        8 ->         8
diploid_resolve_locus     49:         2      277        7 ->        10
diploid_resolve_locus     50:        18      399       22 ->        36
diploid_resolve_locus     51:        18       84        8 ->        24
