Detected CPU features: mmx sse sse2 sse3 ssse3 sse4.1 sse4.2 popcnt avx avx2
bpp v4.8.7_macos_x86_64, 128GB RAM, 36 cores
https://github.com/bpp/bpp

Auto-selected SIMD ISA: AVX2


Starting timer..
Seed: 970579851 (randomly generated)
Parsing species tree... Done
Parsing phylip file... Done

Summary of alignments *before* phasing sequences:
 Locus | Model | Sequences | Length | Ambiguous sites | Compressed | Base freqs 
  1100 |  JC69 |        14 |    292 |              26 |         19 |      Fixed 
  1101 |  JC69 |        20 |    185 |               4 |          5 |      Fixed 
  1102 |  JC69 |         4 |    213 |               5 |          4 |      Fixed 
  1103 |  JC69 |         4 |    280 |              34 |         17 |      Fixed 
  1104 |  JC69 |        19 |    292 |              59 |         23 |      Fixed 
  1105 |  JC69 |        20 |    162 |              28 |          7 |      Fixed 
  1106 |  JC69 |        11 |    138 |              11 |          7 |      Fixed 
  1107 |  JC69 |         9 |    548 |             278 |         16 |      Fixed 
  1108 |  JC69 |         3 |    282 |              14 |          8 |      Fixed 
  1109 |  JC69 |        13 |    229 |               8 |          9 |      Fixed 
  1110 |  JC69 |         3 |    173 |               1 |          2 |      Fixed 
  1111 |  JC69 |         3 |    277 |              12 |          6 |      Fixed 
  1112 |  JC69 |        14 |    149 |              11 |          6 |      Fixed 
  1113 |  JC69 |        20 |    166 |               3 |          4 |      Fixed 
  1114 |  JC69 |        20 |    404 |             129 |         11 |      Fixed 
  1115 |  JC69 |         4 |    280 |               9 |          7 |      Fixed 
  1116 |  JC69 |        12 |    284 |              23 |         14 |      Fixed 
  1117 |  JC69 |         3 |     41 |               0 |          1 |      Fixed 
  1118 |  JC69 |        20 |    319 |              12 |         13 |      Fixed 
  1119 |  JC69 |         3 |    279 |               9 |          5 |      Fixed 
  1120 |  JC69 |        20 |    429 |              13 |         13 |      Fixed 
  1121 |  JC69 |        20 |    220 |              11 |          8 |      Fixed 
  1122 |  JC69 |         2 |    286 |              15 |          6 |      Fixed 
  1123 |  JC69 |         2 |    133 |               0 |          1 |      Fixed 
  1124 |  JC69 |         7 |    284 |              24 |         15 |      Fixed 
  1125 |  JC69 |         8 |    280 |              23 |         13 |      Fixed 
  1126 |  JC69 |        13 |    119 |               9 |          9 |      Fixed 
  1127 |  JC69 |         4 |    323 |              95 |          5 |      Fixed 
  1128 |  JC69 |         3 |     89 |               5 |          4 |      Fixed 
  1129 |  JC69 |        20 |    112 |               8 |          8 |      Fixed 
  1130 |  JC69 |        20 |    319 |             156 |         10 |      Fixed 
  1131 |  JC69 |         2 |    280 |              17 |          3 |      Fixed 
  1132 |  JC69 |        20 |    273 |              79 |         13 |      Fixed 
  1133 |  JC69 |         3 |    281 |              19 |          9 |      Fixed 
  1134 |  JC69 |        17 |    287 |              26 |         21 |      Fixed 
  1135 |  JC69 |        11 |    414 |             158 |         10 |      Fixed 
  1136 |  JC69 |         9 |    118 |               2 |          3 |      Fixed 
  1137 |  JC69 |        20 |     92 |               4 |          5 |      Fixed 
  1138 |  JC69 |         3 |    275 |              16 |          9 |      Fixed 
  1139 |  JC69 |         6 |    226 |              21 |          9 |      Fixed 
  1140 |  JC69 |         8 |    280 |              44 |         14 |      Fixed 
  1141 |  JC69 |         3 |    126 |               0 |          1 |      Fixed 
  1142 |  JC69 |        20 |    152 |               2 |          4 |      Fixed 
  1143 |  JC69 |        20 |    146 |               5 |          3 |      Fixed 
  1144 |  JC69 |         3 |    280 |               9 |          8 |      Fixed 
  1145 |  JC69 |        17 |    289 |              27 |         20 |      Fixed 
  1146 |  JC69 |        20 |    127 |               1 |          2 |      Fixed 
  1147 |  JC69 |        20 |     98 |               1 |          2 |      Fixed 
  1148 |  JC69 |         2 |     43 |               0 |          1 |      Fixed 
  1149 |  JC69 |        18 |    272 |              12 |          9 |      Fixed 
  1150 |  JC69 |         8 |    277 |              26 |         14 |      Fixed 
  1151 |  JC69 |        16 |    146 |              10 |          8 |      Fixed 
  1152 |  JC69 |        20 |    194 |               0 |          1 |      Fixed 
  1153 |  JC69 |         9 |    373 |             135 |         10 |      Fixed 
  1154 |  JC69 |         3 |     42 |               0 |          1 |      Fixed 
  1155 |  JC69 |        19 |    229 |              13 |         10 |      Fixed 
  1156 |  JC69 |         3 |    219 |              12 |          6 |      Fixed 
  1157 |  JC69 |         3 |    276 |              96 |          4 |      Fixed 
  1158 |  JC69 |         3 |    281 |              32 |          4 |      Fixed 
  1159 |  JC69 |        18 |    298 |             250 |         14 |      Fixed 
  1160 |  JC69 |         9 |    284 |              11 |         11 |      Fixed 
  1161 |  JC69 |        17 |    156 |               6 |          9 |      Fixed 
  1162 |  JC69 |         7 |    286 |              30 |         18 |      Fixed 
  1163 |  JC69 |        20 |    137 |               2 |          3 |      Fixed 
  1164 |  JC69 |        16 |    228 |              11 |         10 |      Fixed 
  1165 |  JC69 |        20 |    144 |              21 |         15 |      Fixed 
  1166 |  JC69 |        20 |    101 |               6 |          6 |      Fixed 
  1167 |  JC69 |        17 |    355 |              89 |         22 |      Fixed 
  1168 |  JC69 |        19 |    373 |             238 |         11 |      Fixed 
  1169 |  JC69 |        19 |    184 |               2 |          3 |      Fixed 
  1170 |  JC69 |         5 |    291 |              23 |         18 |      Fixed 
  1171 |  JC69 |        17 |     69 |               4 |          5 |      Fixed 
  1172 |  JC69 |        20 |     82 |               0 |          1 |      Fixed 
  1173 |  JC69 |        10 |    334 |              79 |         20 |      Fixed 
  1174 |  JC69 |        20 |     69 |               5 |          6 |      Fixed 
  1175 |  JC69 |        19 |    168 |               1 |          2 |      Fixed 
  1176 |  JC69 |        20 |    198 |               7 |          8 |      Fixed 
  1177 |  JC69 |        20 |    304 |              29 |          4 |      Fixed 
  1178 |  JC69 |        18 |    669 |             353 |         16 |      Fixed 
  1179 |  JC69 |        16 |     74 |               1 |          2 |      Fixed 
  1180 |  JC69 |        11 |    184 |              11 |          7 |      Fixed 
  1181 |  JC69 |        20 |    490 |             182 |         16 |      Fixed 
  1182 |  JC69 |         5 |     74 |               3 |          2 |      Fixed 
  1183 |  JC69 |        19 |    434 |             173 |         28 |      Fixed 
  1184 |  JC69 |         9 |    144 |               1 |          2 |      Fixed 
  1185 |  JC69 |        18 |    197 |               5 |          6 |      Fixed 
  1186 |  JC69 |        20 |     93 |               0 |          1 |      Fixed 
  1187 |  JC69 |         3 |     51 |               6 |          3 |      Fixed 
  1188 |  JC69 |         3 |     79 |               1 |          2 |      Fixed 
  1189 |  JC69 |        11 |    233 |              21 |         11 |      Fixed 
  1190 |  JC69 |        20 |    165 |              56 |          9 |      Fixed 
  1191 |  JC69 |         6 |    254 |             116 |          6 |      Fixed 
  1192 |  JC69 |        17 |    275 |              83 |         13 |      Fixed 
  1193 |  JC69 |         5 |     40 |               7 |          7 |      Fixed 
  1194 |  JC69 |         5 |    384 |               9 |          9 |      Fixed 
  1195 |  JC69 |         3 |     58 |               2 |          3 |      Fixed 
  1196 |  JC69 |         2 |     40 |               0 |          1 |      Fixed 
  1197 |  JC69 |         3 |    265 |               4 |          4 |      Fixed 
  1198 |  JC69 |         2 |    152 |               8 |          6 |      Fixed 
  1199 |  JC69 |         7 |     78 |              20 |          4 |      Fixed 
  1200 |  JC69 |         8 |    319 |               8 |          6 |      Fixed 
  1201 |  JC69 |         2 |    210 |              45 |          8 |      Fixed 
  1202 |  JC69 |        10 |     75 |              10 |         11 |      Fixed 
  1203 |  JC69 |         3 |    195 |               3 |          5 |      Fixed 
  1204 |  JC69 |        17 |     87 |               0 |          1 |      Fixed 
  1205 |  JC69 |        18 |     76 |               3 |          6 |      Fixed 
  1206 |  JC69 |        19 |    189 |               2 |          3 |      Fixed 
  1207 |  JC69 |        19 |     87 |               5 |          4 |      Fixed 
  1208 |  JC69 |        19 |     69 |               4 |          5 |      Fixed 
  1209 |  JC69 |         2 |    285 |               3 |          3 |      Fixed 
  1210 |  JC69 |        17 |    121 |              11 |         10 |      Fixed 
  1211 |  JC69 |        20 |    174 |               5 |          6 |      Fixed 
  1212 |  JC69 |         2 |    282 |              32 |          8 |      Fixed 
  1213 |  JC69 |         7 |    258 |              13 |          9 |      Fixed 
  1214 |  JC69 |        19 |    192 |               8 |          9 |      Fixed 
  1215 |  JC69 |        15 |     67 |               1 |          2 |      Fixed 
  1216 |  JC69 |         2 |     41 |               0 |          1 |      Fixed 
  1217 |  JC69 |         3 |    278 |               9 |          5 |      Fixed 
  1218 |  JC69 |        20 |    196 |              83 |          8 |      Fixed 
  1219 |  JC69 |        20 |     74 |               5 |          5 |      Fixed 
  1220 |  JC69 |        20 |    247 |               8 |          8 |      Fixed 
  1221 |  JC69 |        20 |    163 |               6 |          7 |      Fixed 
  1222 |  JC69 |        20 |    200 |               2 |          3 |      Fixed 
  1223 |  JC69 |        20 |     61 |               3 |          4 |      Fixed 
  1224 |  JC69 |         9 |    280 |              11 |         10 |      Fixed 
  1225 |  JC69 |        19 |    118 |               6 |          5 |      Fixed 
  1226 |  JC69 |        10 |    140 |               3 |          6 |      Fixed 
  1227 |  JC69 |        19 |     97 |              40 |         12 |      Fixed 
  1228 |  JC69 |         8 |     49 |               0 |          1 |      Fixed 
  1229 |  JC69 |         6 |    279 |              12 |          7 |      Fixed 
  1230 |  JC69 |        12 |     92 |               2 |          3 |      Fixed 
  1231 |  JC69 |         2 |     47 |               2 |          4 |      Fixed 
  1232 |  JC69 |        20 |    249 |              10 |         13 |      Fixed 
  1233 |  JC69 |         2 |    282 |               8 |          4 |      Fixed 
  1234 |  JC69 |        13 |    282 |              36 |         19 |      Fixed 
  1235 |  JC69 |        15 |     55 |               0 |          1 |      Fixed 
  1236 |  JC69 |        15 |    288 |              41 |         24 |      Fixed 
  1237 |  JC69 |        18 |    355 |               9 |          9 |      Fixed 
  1238 |  JC69 |        16 |    415 |             195 |         24 |      Fixed 
  1239 |  JC69 |         2 |    283 |               1 |          2 |      Fixed 
  1240 |  JC69 |         7 |    399 |             184 |          7 |      Fixed 
  1241 |  JC69 |         3 |    278 |              12 |          7 |      Fixed 
  1242 |  JC69 |        20 |    335 |              14 |         15 |      Fixed 
  1243 |  JC69 |         7 |    403 |             181 |         11 |      Fixed 
  1244 |  JC69 |        13 |    105 |               6 |          5 |      Fixed 
  1245 |  JC69 |        20 |    184 |               3 |          4 |      Fixed 
  1246 |  JC69 |         5 |    218 |               4 |          4 |      Fixed 
  1247 |  JC69 |        15 |    481 |             138 |         36 |      Fixed 
  1248 |  JC69 |         3 |     64 |               0 |          1 |      Fixed 
  1249 |  JC69 |        13 |    345 |              99 |         18 |      Fixed 
  1250 |  JC69 |        19 |    583 |             285 |         25 |      Fixed 
  1251 |  JC69 |        17 |    292 |              27 |         20 |      Fixed 
  1252 |  JC69 |        20 |     60 |               1 |          2 |      Fixed 
  1253 |  JC69 |         3 |    140 |               0 |          2 |      Fixed 
  1254 |  JC69 |         3 |    282 |               6 |          4 |      Fixed 
  1255 |  JC69 |         2 |     36 |               2 |          2 |      Fixed 
  1256 |  JC69 |         2 |    209 |               3 |          5 |      Fixed 
  1257 |  JC69 |        20 |    115 |               3 |          3 |      Fixed 
  1258 |  JC69 |        15 |    288 |              65 |         16 |      Fixed 
  1259 |  JC69 |         4 |    279 |              27 |         10 |      Fixed 
  1260 |  JC69 |        17 |     64 |               5 |          6 |      Fixed 
  1261 |  JC69 |        20 |    283 |               3 |          4 |      Fixed 
  1262 |  JC69 |        20 |    239 |             101 |          8 |      Fixed 
  1263 |  JC69 |         5 |    263 |              11 |          4 |      Fixed 
  1264 |  JC69 |        18 |     67 |               0 |          1 |      Fixed 
  1265 |  JC69 |        20 |    129 |              40 |          3 |      Fixed 
  1266 |  JC69 |        12 |     75 |               3 |          3 |      Fixed 
  1267 |  JC69 |         4 |     79 |               1 |          2 |      Fixed 
  1268 |  JC69 |         2 |    254 |              60 |          5 |      Fixed 
  1269 |  JC69 |        20 |    126 |              10 |          9 |      Fixed 
  1270 |  JC69 |        16 |    557 |             335 |         19 |      Fixed 
  1271 |  JC69 |         3 |    400 |               8 |          6 |      Fixed 
  1272 |  JC69 |        16 |    281 |               2 |          4 |      Fixed 
  1273 |  JC69 |        17 |    362 |             107 |          7 |      Fixed 
  1274 |  JC69 |         8 |    500 |             191 |          9 |      Fixed 
  1275 |  JC69 |        20 |    136 |               1 |          3 |      Fixed 
  1276 |  JC69 |         2 |    360 |               4 |          4 |      Fixed 
  1277 |  JC69 |        20 |    230 |              14 |          5 |      Fixed 
  1278 |  JC69 |        11 |    331 |             147 |         17 |      Fixed 
  1279 |  JC69 |        20 |    225 |               3 |          3 |      Fixed 
  1280 |  JC69 |         5 |     59 |               0 |          1 |      Fixed 
  1281 |  JC69 |        20 |    495 |               6 |          7 |      Fixed 
  1282 |  JC69 |        12 |    704 |             704 |         20 |      Fixed 
  1283 |  JC69 |        20 |    132 |               2 |          4 |      Fixed 
  1284 |  JC69 |         8 |    254 |              10 |          9 |      Fixed 
  1285 |  JC69 |        12 |     70 |               6 |          3 |      Fixed 
  1286 |  JC69 |         4 |     57 |               5 |          2 |      Fixed 
  1287 |  JC69 |         6 |    278 |             110 |         11 |      Fixed 
  1288 |  JC69 |        11 |    575 |              87 |         21 |      Fixed 
  1289 |  JC69 |        19 |    142 |               3 |          3 |      Fixed 
  1290 |  JC69 |        20 |    156 |              59 |          6 |      Fixed 
  1291 |  JC69 |         2 |     54 |               0 |          1 |      Fixed 
  1292 |  JC69 |         2 |     83 |              30 |          2 |      Fixed 
  1293 |  JC69 |        20 |    286 |             143 |          6 |      Fixed 
  1294 |  JC69 |        16 |    284 |              10 |          9 |      Fixed 
  1295 |  JC69 |        20 |     94 |               4 |          5 |      Fixed 
  1296 |  JC69 |        18 |     60 |               5 |          6 |      Fixed 
  1297 |  JC69 |        17 |    101 |               2 |          3 |      Fixed 
  1298 |  JC69 |        18 |    201 |               8 |          9 |      Fixed 
  1299 |  JC69 |        16 |    185 |              13 |         13 |      Fixed 
  1300 |  JC69 |         2 |    193 |               2 |          2 |      Fixed 
  1301 |  JC69 |        15 |    827 |             652 |         29 |      Fixed 
  1302 |  JC69 |        20 |    181 |               3 |          4 |      Fixed 
  1303 |  JC69 |        13 |    677 |             231 |         16 |      Fixed 
  1304 |  JC69 |        19 |    640 |             530 |         21 |      Fixed 
  1305 |  JC69 |         2 |    251 |             113 |          3 |      Fixed 
  1306 |  JC69 |         3 |    269 |              22 |          4 |      Fixed 
  1307 |  JC69 |         9 |    280 |              10 |          7 |      Fixed 
  1308 |  JC69 |        17 |    176 |               8 |          7 |      Fixed 
  1309 |  JC69 |        20 |    469 |             183 |         16 |      Fixed 
  1310 |  JC69 |         7 |     72 |               1 |          2 |      Fixed 
  1311 |  JC69 |        10 |    131 |               1 |          2 |      Fixed 
  1312 |  JC69 |        15 |    620 |             513 |         14 |      Fixed 
  1313 |  JC69 |         2 |     47 |               0 |          1 |      Fixed 
  1314 |  JC69 |         2 |    282 |              61 |          7 |      Fixed 
  1315 |  JC69 |         2 |    276 |              14 |          6 |      Fixed 
  1316 |  JC69 |         2 |    286 |              92 |          4 |      Fixed 
  1317 |  JC69 |        14 |    333 |              65 |         11 |      Fixed 
  1318 |  JC69 |         4 |     47 |               0 |          2 |      Fixed 
  1319 |  JC69 |        20 |    214 |              19 |          8 |      Fixed 
  1320 |  JC69 |         3 |    279 |              33 |         12 |      Fixed 
  1321 |  JC69 |         6 |    537 |             269 |         10 |      Fixed 
  1322 |  JC69 |        10 |    404 |             128 |          8 |      Fixed 
  1323 |  JC69 |         2 |    278 |               2 |          3 |      Fixed 
  1324 |  JC69 |        20 |    234 |              11 |          8 |      Fixed 
  1325 |  JC69 |        17 |    237 |               5 |          5 |      Fixed 
  1326 |  JC69 |        20 |     98 |              10 |          9 |      Fixed 
  1327 |  JC69 |         2 |    426 |             161 |          5 |      Fixed 
  1328 |  JC69 |        11 |    286 |              51 |         12 |      Fixed 
  1329 |  JC69 |        14 |    314 |             177 |         13 |      Fixed 
  1330 |  JC69 |        11 |    481 |             231 |         19 |      Fixed 
  1331 |  JC69 |        12 |    203 |              64 |          7 |      Fixed 
  1332 |  JC69 |        20 |    270 |             126 |         11 |      Fixed 
  1333 |  JC69 |        12 |    399 |             214 |         22 |      Fixed 
  1334 |  JC69 |        13 |    263 |             113 |         11 |      Fixed 
  1335 |  JC69 |        15 |    518 |              21 |         18 |      Fixed 
  1336 |  JC69 |         2 |    140 |               6 |          2 |      Fixed 
  1337 |  JC69 |        16 |    137 |              14 |          9 |      Fixed 
  1338 |  JC69 |         3 |    270 |               8 |          3 |      Fixed 
  1339 |  JC69 |         3 |    280 |              12 |          6 |      Fixed 
  1340 |  JC69 |        19 |    335 |             122 |         12 |      Fixed 
  1341 |  JC69 |        20 |    186 |               1 |          3 |      Fixed 
  1342 |  JC69 |        19 |    218 |               9 |          8 |      Fixed 
  1343 |  JC69 |        20 |    139 |               4 |          5 |      Fixed 
  1344 |  JC69 |        13 |    158 |               1 |          2 |      Fixed 
  1345 |  JC69 |        16 |    177 |              40 |          3 |      Fixed 
  1346 |  JC69 |        20 |    417 |             181 |         19 |      Fixed 
  1347 |  JC69 |        20 |     93 |               2 |          3 |      Fixed 
  1348 |  JC69 |        20 |    189 |               4 |          5 |      Fixed 
  1349 |  JC69 |        19 |    256 |              11 |         12 |      Fixed 
  1350 |  JC69 |        19 |    382 |               8 |         10 |      Fixed 
  1351 |  JC69 |        18 |     74 |               0 |          2 |      Fixed 
  1352 |  JC69 |        20 |    127 |               4 |          5 |      Fixed 
  1353 |  JC69 |        14 |    193 |               3 |          4 |      Fixed 
  1354 |  JC69 |        19 |    119 |               6 |          7 |      Fixed 
  1355 |  JC69 |        17 |    454 |             185 |         23 |      Fixed 
  1356 |  JC69 |         8 |    286 |              81 |         13 |      Fixed 
  1357 |  JC69 |         4 |    161 |               0 |          1 |      Fixed 
  1358 |  JC69 |        20 |    112 |               3 |          4 |      Fixed 
  1359 |  JC69 |         6 |     51 |               4 |          3 |      Fixed 
  1360 |  JC69 |        12 |    170 |               5 |          5 |      Fixed 
  1361 |  JC69 |        19 |    107 |               0 |          1 |      Fixed 
  1362 |  JC69 |        18 |    546 |             294 |         34 |      Fixed 
  1363 |  JC69 |        12 |    274 |               8 |          9 |      Fixed 
  1364 |  JC69 |        20 |    117 |               5 |          6 |      Fixed 
  1365 |  JC69 |        16 |     69 |              19 |          4 |      Fixed 
  1366 |  JC69 |        11 |    282 |              16 |         11 |      Fixed 
  1367 |  JC69 |         9 |    280 |              14 |         12 |      Fixed 
  1368 |  JC69 |        10 |    286 |              15 |         14 |      Fixed 
  1369 |  JC69 |         2 |    346 |              73 |          5 |      Fixed 
  1370 |  JC69 |        19 |    146 |               0 |          1 |      Fixed 
  1371 |  JC69 |         7 |    459 |             190 |         16 |      Fixed 
  1372 |  JC69 |        19 |    262 |               0 |          1 |      Fixed 
  1373 |  JC69 |        20 |    325 |             147 |          5 |      Fixed 
  1374 |  JC69 |        20 |    512 |             113 |          7 |      Fixed 
  1375 |  JC69 |        20 |    292 |              27 |         19 |      Fixed 
  1376 |  JC69 |         2 |    280 |              12 |          7 |      Fixed 
  1377 |  JC69 |        20 |    140 |               9 |          7 |      Fixed 
  1378 |  JC69 |        20 |    787 |             312 |         45 |      Fixed 
  1379 |  JC69 |         2 |    187 |              54 |          5 |      Fixed 
  1380 |  JC69 |        18 |     51 |               3 |          4 |      Fixed 
  1381 |  JC69 |        18 |    224 |              10 |          9 |      Fixed 
  1382 |  JC69 |         6 |    284 |              17 |         10 |      Fixed 
  1383 |  JC69 |         7 |    286 |              28 |         10 |      Fixed 
  1384 |  JC69 |        19 |    165 |               2 |          3 |      Fixed 
  1385 |  JC69 |        12 |    121 |               3 |          5 |      Fixed 
  1386 |  JC69 |        17 |    292 |              30 |         23 |      Fixed 
  1387 |  JC69 |        13 |    231 |              15 |          8 |      Fixed 
  1388 |  JC69 |         7 |    281 |              44 |         11 |      Fixed 
  1389 |  JC69 |        20 |    365 |              60 |         15 |      Fixed 
  1390 |  JC69 |         3 |     63 |               0 |          1 |      Fixed 
  1391 |  JC69 |         8 |    430 |              28 |         12 |      Fixed 
  1392 |  JC69 |        19 |     61 |               3 |          4 |      Fixed 
  1393 |  JC69 |        11 |    397 |              19 |         12 |      Fixed 
  1394 |  JC69 |        16 |    181 |               1 |          2 |      Fixed 
  1395 |  JC69 |        19 |    341 |              46 |         25 |      Fixed 
  1396 |  JC69 |         3 |     54 |               0 |          1 |      Fixed 
  1397 |  JC69 |         5 |    260 |              22 |          7 |      Fixed 
  1398 |  JC69 |        17 |     97 |               2 |          3 |      Fixed 
  1399 |  JC69 |        20 |    147 |               2 |          3 |      Fixed 
  1400 |  JC69 |        17 |    363 |              20 |         17 |      Fixed 
  1401 |  JC69 |        19 |    292 |              33 |         27 |      Fixed 
  1402 |  JC69 |        20 |    729 |             301 |         35 |      Fixed 
  1403 |  JC69 |        20 |    274 |             123 |          5 |      Fixed 
  1404 |  JC69 |         4 |    264 |              13 |          8 |      Fixed 
  1405 |  JC69 |        17 |    373 |              33 |         23 |      Fixed 
  1406 |  JC69 |         3 |     52 |               1 |          2 |      Fixed 
  1407 |  JC69 |        19 |    578 |             293 |         28 |      Fixed 
  1408 |  JC69 |        14 |    224 |               4 |          5 |      Fixed 
  1409 |  JC69 |         4 |    182 |               2 |          3 |      Fixed 
  1410 |  JC69 |        20 |     43 |               0 |          1 |      Fixed 
  1411 |  JC69 |        20 |    275 |               5 |          6 |      Fixed 
  1412 |  JC69 |        20 |    565 |             394 |         19 |      Fixed 
  1413 |  JC69 |        20 |    203 |               3 |          4 |      Fixed 
  1414 |  JC69 |        18 |    279 |              24 |         18 |      Fixed 
  1415 |  JC69 |        20 |    120 |               7 |          8 |      Fixed 
  1416 |  JC69 |        14 |    150 |               9 |          6 |      Fixed 
  1417 |  JC69 |         3 |    180 |              77 |          5 |      Fixed 
  1418 |  JC69 |        17 |    223 |              10 |          9 |      Fixed 
  1419 |  JC69 |        15 |    289 |              38 |         19 |      Fixed 
  1420 |  JC69 |        11 |    287 |              25 |         15 |      Fixed 
  1421 |  JC69 |        19 |    292 |              28 |         19 |      Fixed 
  1422 |  JC69 |         4 |    148 |               0 |          1 |      Fixed 
  1423 |  JC69 |        19 |    357 |             162 |          7 |      Fixed 
  1424 |  JC69 |        18 |     74 |               2 |          3 |      Fixed 
  1425 |  JC69 |        19 |    195 |               6 |          6 |      Fixed 
  1426 |  JC69 |        10 |    439 |             182 |         17 |      Fixed 
  1427 |  JC69 |        17 |    406 |              11 |         11 |      Fixed 
  1428 |  JC69 |         3 |    281 |              12 |          6 |      Fixed 
  1429 |  JC69 |        16 |     60 |              10 |          7 |      Fixed 
  1430 |  JC69 |        18 |    635 |             566 |         33 |      Fixed 
  1431 |  JC69 |        18 |    154 |              42 |         13 |      Fixed 
  1432 |  JC69 |         7 |    155 |               0 |          1 |      Fixed 
  1433 |  JC69 |         2 |     69 |              26 |          2 |      Fixed 
  1434 |  JC69 |         4 |     59 |               0 |          1 |      Fixed 
  1435 |  JC69 |         5 |    143 |               2 |          2 |      Fixed 
  1436 |  JC69 |         7 |     73 |               6 |          5 |      Fixed 
  1437 |  JC69 |         4 |    230 |               1 |          2 |      Fixed 
  1438 |  JC69 |         2 |    240 |               1 |          2 |      Fixed 
  1439 |  JC69 |        20 |    298 |              82 |          8 |      Fixed 
  1440 |  JC69 |         2 |    320 |             114 |          5 |      Fixed 
  1441 |  JC69 |        17 |    328 |              94 |         13 |      Fixed 
  1442 |  JC69 |        10 |    265 |               3 |          4 |      Fixed 
  1443 |  JC69 |        18 |    222 |               4 |          5 |      Fixed 
  1444 |  JC69 |         2 |    352 |              77 |          3 |      Fixed 
  1445 |  JC69 |        19 |    802 |             491 |         31 |      Fixed 
  1446 |  JC69 |         3 |    281 |               6 |          4 |      Fixed 
  1447 |  JC69 |         2 |    280 |               7 |          3 |      Fixed 
  1448 |  JC69 |         2 |    106 |              53 |          4 |      Fixed 
  1449 |  JC69 |        16 |     84 |               6 |          7 |      Fixed 
  1450 |  JC69 |        20 |     66 |               2 |          3 |      Fixed 
  1451 |  JC69 |        18 |    465 |             231 |         22 |      Fixed 
  1452 |  JC69 |         4 |    264 |              62 |         13 |      Fixed 
  1453 |  JC69 |        20 |    180 |               2 |          4 |      Fixed 
  1454 |  JC69 |        16 |    658 |             249 |         31 |      Fixed 
  1455 |  JC69 |         7 |    202 |              13 |         12 |      Fixed 
  1456 |  JC69 |        12 |    323 |             217 |         22 |      Fixed 
  1457 |  JC69 |         2 |    276 |              76 |          4 |      Fixed 
  1458 |  JC69 |        12 |    337 |              39 |          7 |      Fixed 
  1459 |  JC69 |        12 |    144 |              13 |          6 |      Fixed 
  1460 |  JC69 |        19 |    351 |              87 |         19 |      Fixed 
  1461 |  JC69 |        12 |    207 |              14 |          9 |      Fixed 
  1462 |  JC69 |        20 |    314 |             137 |         10 |      Fixed 
  1463 |  JC69 |        20 |     73 |               2 |          3 |      Fixed 
  1464 |  JC69 |        10 |    144 |               5 |          6 |      Fixed 
  1465 |  JC69 |         2 |    276 |              10 |          6 |      Fixed 
  1466 |  JC69 |         6 |    226 |              77 |          6 |      Fixed 
  1467 |  JC69 |         3 |    371 |             180 |          5 |      Fixed 
  1468 |  JC69 |        16 |    353 |             195 |          8 |      Fixed 
  1469 |  JC69 |         9 |     59 |               1 |          2 |      Fixed 
  1470 |  JC69 |        13 |     79 |               5 |          2 |      Fixed 
  1471 |  JC69 |         3 |    545 |             274 |          6 |      Fixed 
  1472 |  JC69 |         3 |    199 |               4 |          3 |      Fixed 
  1473 |  JC69 |        20 |    103 |               4 |          5 |      Fixed 
  1474 |  JC69 |         3 |    229 |               1 |          2 |      Fixed 
  1475 |  JC69 |         4 |    277 |              32 |         16 |      Fixed 
  1476 |  JC69 |        11 |    286 |              30 |         18 |      Fixed 
  1477 |  JC69 |        20 |     84 |               1 |          2 |      Fixed 
  1478 |  JC69 |         8 |    288 |              61 |         20 |      Fixed 
  1479 |  JC69 |         3 |     37 |               0 |          1 |      Fixed 
  1480 |  JC69 |         3 |    204 |               6 |          6 |      Fixed 
  1481 |  JC69 |        20 |    292 |              36 |         21 |      Fixed 
  1482 |  JC69 |        15 |    146 |               2 |          3 |      Fixed 
  1483 |  JC69 |         8 |    284 |             134 |         16 |      Fixed 
  1484 |  JC69 |        20 |    178 |               4 |          5 |      Fixed 
  1485 |  JC69 |         2 |     55 |               1 |          2 |      Fixed 
  1486 |  JC69 |        15 |    159 |               2 |          3 |      Fixed 
  1487 |  JC69 |         6 |     55 |               7 |          3 |      Fixed 
  1488 |  JC69 |        19 |    364 |             184 |         18 |      Fixed 
  1489 |  JC69 |        14 |    376 |             209 |         12 |      Fixed 
  1490 |  JC69 |         9 |    901 |             485 |         27 |      Fixed 
  1491 |  JC69 |         8 |     98 |               7 |          3 |      Fixed 
  1492 |  JC69 |         3 |     55 |               1 |          2 |      Fixed 
  1493 |  JC69 |        19 |    235 |               3 |          4 |      Fixed 
  1494 |  JC69 |        20 |    145 |               3 |          4 |      Fixed 
  1495 |  JC69 |        19 |    507 |             169 |         14 |      Fixed 
  1496 |  JC69 |         5 |     62 |              11 |          3 |      Fixed 
  1497 |  JC69 |        17 |    271 |              18 |         11 |      Fixed 
  1498 |  JC69 |        14 |    120 |              15 |          6 |      Fixed 
  1499 |  JC69 |        20 |    208 |              54 |         10 |      Fixed 
  1500 |  JC69 |        11 |    289 |             139 |         35 |      Fixed 
  1501 |  JC69 |         3 |    346 |               9 |          7 |      Fixed 
  1502 |  JC69 |        14 |    182 |              11 |          9 |      Fixed 
  1503 |  JC69 |        15 |    221 |              20 |         10 |      Fixed 
  1504 |  JC69 |        15 |    112 |               2 |          3 |      Fixed 
