Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
2260	10508.6	86.16475	11721.5	95.88223	23496.5	73.09008	4982.0	8.97	4121.0	8.86
2280	10390.7	87.69898	11630.6	95.48711	23705.5	74.28607	4947.0	8.93	3921.0	8.92
2300	10508.5	85.46685	11547.4	92.31487	23670.5	74.20324	4869.0	8.67	3660.0	8.70
2320	9927.0	86.55304	11740.4	93.40873	24059.5	75.89080	4595.0	8.72	3953.0	8.74
2340	9872.2	88.81234	11493.9	98.90045	24361.5	76.18900	4598.0	9.13	3937.0	9.00
2360	10216.6	84.58312	11171.8	95.27442	24338.4	73.60311	5057.0	8.75	4145.0	8.58
2380	10194.4	81.33944	11270.9	97.46915	24261.5	75.65205	4590.0	8.83	4136.0	8.35
2400	10444.4	83.98081	10823.5	100.95019	24459.5	75.20824	4893.0	9.08	3983.0	8.63
2420	10549.0	78.71206	10716.5	100.96017	24461.6	79.03089	4567.0	8.95	3974.0	8.22
2440	10359.4	83.11564	10698.0	106.53699	24670.5	77.59203	4548.0	9.42	4040.0	8.64
2460	10197.4	81.91653	11124.2	100.13212	24405.4	73.36926	4416.0	9.00	3988.0	8.48
2480	10461.3	82.16023	10945.3	99.23118	24320.6	78.07588	4482.0	8.93	3658.0	8.46
2500	10254.4	82.12062	10670.4	99.02041	24802.5	78.35305	4136.0	8.83	3356.0	8.37
2520	9637.2	87.36399	10941.1	96.65344	25149.5	79.50440	4142.0	8.75	3300.0	8.67
2540	9643.0	83.83133	10759.4	99.60156	25325.5	80.29739	3921.0	8.82	3413.0	8.44
2560	10012.8	84.71223	10742.7	103.85870	24972.5	77.41698	4157.0	9.17	3571.0	8.63
2580	9853.1	87.33263	11120.2	100.19493	24754.5	76.49389	4333.0	9.02	3675.0	8.77
2600	9590.0	83.88304	11259.8	95.79434	24877.5	78.38670	4146.0	8.63	3662.0	8.41
2620	9822.7	82.30773	11146.7	93.83498	24757.5	78.25186	3767.0	8.48	3092.0	8.27
2640	9492.3	86.83774	10774.2	97.07248	25461.6	82.38964	4032.0	8.69	3171.0	8.56
2660	9413.3	86.07386	10566.3	96.77281	25748.5	80.60025	3873.0	8.60	3019.0	8.46
2680	9529.2	85.24275	10772.1	96.10093	25426.5	80.99317	3947.0	8.59	3199.0	8.41
2700	9596.3	87.01074	11029.2	99.62742	25102.4	76.44962	4208.0	8.94	3614.0	8.70
2720	9443.3	85.85868	11118.2	99.77127	25166.5	77.60712	4146.0	8.93	3933.0	8.59
2740	9730.0	85.16312	10660.6	101.13112	25337.5	80.58747	4212.0	8.95	3533.0	8.55
2760	9919.3	78.49962	10480.4	96.94153	25327.5	78.81135	4109.0	8.53	3579.0	7.96
2780	10266.2	79.93710	10606.5	99.36016	24854.5	78.57942	4378.0	8.81	3685.0	8.23
2800	10128.2	78.57112	10924.2	97.94398	24674.5	78.44107	3913.0	8.71	3488.0	8.09
2820	10058.4	80.65700	11086.3	101.14979	24582.5	76.74600	3899.0	9.00	3693.0	8.36
2840	9778.7	81.84457	11217.3	102.39313	24731.5	78.49699	3701.0	9.08	3652.0	8.44
2860	9865.7	82.83790	11190.5	104.85142	24671.6	81.30771	3920.0	9.29	3931.0	8.57
2880	9804.5	80.26519	11517.2	103.30778	24405.5	76.62725	3769.0	9.19	4036.0	8.40
2900	9520.5	76.94412	11576.0	100.96443	24630.6	79.79845	3847.0	8.89	4519.0	8.03
2920	9626.5	78.74955	11230.6	106.66794	24870.5	76.95693	3929.0	9.32	4592.0	8.26
2940	9961.1	75.56740	11491.2	104.14127	24274.5	75.00416	3861.0	9.13	4589.0	8.05
2960	10258.9	75.70108	11150.7	106.75521	24317.5	75.88147	4159.0	9.33	4641.0	8.13
2980	10227.1	77.96128	10812.7	104.36249	24687.4	75.03526	4019.0	9.16	4075.0	8.19
3000	9760.4	78.36519	11587.1	102.72137	24379.5	76.65560	3646.0	9.09	4115.0	8.22
3020	9890.5	80.40888	11414.4	105.07965	24422.5	75.72008	3566.0	9.29	3933.0	8.42
3040	9851.6	80.86272	11600.9	100.12791	24274.4	73.94946	3484.0	8.99	3551.0	8.38
3060	9993.7	84.04968	11796.9	101.17438	23936.5	73.73394	3653.0	9.26	3705.0	8.74
3080	9961.6	82.11899	11732.1	104.88076	24033.4	72.01982	3636.0	9.42	3965.0	8.61
3100	10093.4	80.77049	12057.7	100.50093	23575.5	74.06967	3800.0	9.17	4020.0	8.54
3120	9878.6	81.26988	12055.8	103.01081	23792.5	73.96115	3935.0	9.35	4508.0	8.58
3140	9931.8	84.85998	12171.9	105.69095	23623.4	71.02084	4294.0	9.64	4715.0	8.92
3160	9819.6	81.59358	12168.8	103.21712	23738.4	71.55438	4174.0	9.38	4809.0	8.60
3180	9934.5	80.54058	11854.0	104.31175	23938.5	73.76797	4145.0	9.40	4649.0	8.52
3200	9765.4	78.64750	11715.0	103.11923	24246.6	78.27535	4096.0	9.19	4695.0	8.30
3220	9992.4	80.36633	11566.1	102.76773	24168.6	77.90724	4307.0	9.19	4470.0	8.43
3240	9846.6	81.16205	11446.2	103.63080	24434.4	74.42305	4152.0	9.21	4367.0	8.44
3260	9914.8	84.27968	11627.1	103.33229	24185.5	75.66923	4071.0	9.32	4113.0	8.74
3280	10066.8	85.26445	11864.9	103.04058	23795.4	72.78968	4216.0	9.40	4256.0	8.85
3300	9850.7	82.36634	11451.9	98.66589	24424.5	75.20433	4332.0	8.89	4085.0	8.44
3320	9808.8	83.34662	11298.1	100.64907	24620.5	75.90264	4325.0	9.05	4115.0	8.54
3340	9783.7	81.92116	11045.3	100.39059	24898.5	78.93275	4280.0	8.91	4021.0	8.37
3360	9677.1	86.09548	10817.4	100.60771	25233.6	81.33301	4623.0	8.96	4080.0	8.63
3380	9435.1	83.69547	10885.3	99.97094	25407.6	81.86376	4268.0	8.85	4081.0	8.40
3400	9747.6	80.58141	11234.8	95.35077	24744.5	78.86040	4163.0	8.58	3842.0	8.21
3420	9544.0	83.61903	11007.0	96.08992	25176.6	81.52432	4269.0	8.61	3714.0	8.33
3440	9803.7	81.86003	10805.4	100.26141	25118.5	78.42596	4148.0	8.86	3664.0	8.32
3460	9929.7	82.78328	10625.5	100.16066	25172.5	79.85493	3919.0	8.85	3347.0	8.38
3480	9578.1	84.53608	10583.4	98.20301	25566.6	82.49786	4080.0	8.72	3323.0	8.42
3500	9876.5	80.82082	10292.4	95.21163	25558.5	80.47199	4088.0	8.38	3139.0	8.04
3520	10025.5	80.97009	10656.4	98.50315	25045.6	81.50037	4127.0	8.75	3522.0	8.23
3540	9745.5	79.48955	10199.9	100.82003	25782.6	84.22855	4365.0	8.68	3840.0	8.03
3560	9682.7	81.62384	10173.0	102.17496	25872.5	81.74942	4275.0	8.86	3760.0	8.22
3580	9776.8	82.99797	10681.7	103.01518	25269.5	79.72469	4237.0	9.06	3850.0	8.46
3600	10347.3	81.99636	10813.2	97.03187	24566.5	76.57038	4742.0	8.71	3752.0	8.35
3620	10130.5	82.83474	10843.2	97.47593	24753.5	76.14671	4232.0	8.75	3444.0	8.41
3640	9940.1	87.72944	11169.1	99.82825	24618.5	78.44889	4386.0	9.05	3648.0	8.82
3660	9691.8	82.78627	11177.0	97.15800	24858.6	79.89211	4309.0	8.73	3997.0	8.36
3680	9437.2	85.17698	11363.8	96.35202	24926.6	79.90398	4340.0	8.75	4095.0	8.52
3700	9611.0	84.68471	10969.4	101.86406	25147.5	78.56258	4704.0	9.02	4414.0	8.54
3720	9709.9	83.72307	11413.7	96.32871	24603.4	74.80102	4856.0	8.73	4404.0	8.45
3740	10032.8	84.69260	11364.6	94.27272	24329.5	75.32093	5214.0	8.68	4427.0	8.57
3760	9862.1	86.99195	11269.6	92.71748	24595.6	78.96598	4800.0	8.58	3807.0	8.65
3780	9988.9	86.20525	11107.6	91.97924	24630.6	78.66901	5007.0	8.49	3844.0	8.56
3800	9804.8	83.89254	10551.9	90.80150	25370.6	81.66268	4874.0	8.21	3544.0	8.23
3820	9878.1	87.89547	10801.9	93.24637	25047.6	81.30973	4889.0	8.53	3580.0	8.64
3840	9910.8	84.30083	10927.1	97.59403	24889.4	75.52500	4606.0	8.77	3849.0	8.48
3860	10300.5	83.24307	10372.4	96.33058	25054.5	78.11589	4789.0	8.60	3521.0	8.34
3880	10185.5	82.78175	10520.4	96.87410	25021.5	78.71469	4589.0	8.65	3431.0	8.33
3900	10506.5	85.98808	10326.8	100.66360	24894.6	80.31267	4590.0	9.00	3285.0	8.71
3920	10221.6	84.00937	10471.4	97.12704	25034.5	79.64460	4797.0	8.70	3614.0	8.44
3940	10220.1	90.29424	10223.9	101.16564	25284.5	77.84431	5208.0	9.07	3593.0	8.95
3960	10256.4	94.82746	10425.4	96.57745	25046.4	74.67132	5446.0	8.87	3400.0	9.19
3980	10353.4	95.73773	10529.2	94.96599	24845.4	74.68847	5486.0	8.83	3270.0	9.31
4000	10781.6	89.56106	10511.2	94.62782	24434.5	75.89016	5267.0	8.78	3255.0	8.95
4020	10828.4	86.59641	11084.5	90.63680	23813.5	74.21446	5032.0	8.50	3116.0	8.72
4040	10513.9	90.09172	10982.7	91.70474	24230.5	76.86084	5067.0	8.59	3155.0	8.94
4060	10481.6	86.96888	11097.0	97.43661	24148.5	75.62731	4601.0	8.98	3345.0	8.85
4080	10290.5	83.03649	11040.6	91.26643	24395.4	74.47241	4725.0	8.39	3403.0	8.36
4100	10720.1	82.42799	10724.3	97.26472	24282.6	77.76317	4512.0	8.82	3232.0	8.47
4120	10631.6	87.46665	10720.4	99.51651	24375.5	75.66262	4619.0	9.07	3235.0	8.86
4140	10421.4	83.49203	10916.2	98.61271	24389.4	72.93147	4529.0	8.93	3706.0	8.54
4160	10616.4	84.52150	11232.1	100.29923	23878.5	73.60342	4418.0	9.16	3530.0	8.79
4180	10829.4	86.38469	11153.2	99.80697	23744.5	74.83171	4709.0	9.21	3547.0	8.92
4200	10696.6	88.48092	11241.0	97.77874	23789.5	73.95089	4890.0	9.10	3670.0	9.05
4220	10809.3	85.10201	10780.4	99.20734	24137.5	74.27316	5165.0	9.03	3869.0	8.73
4240	11053.3	86.68130	11000.5	103.58919	23673.5	72.71761	5345.0	9.49	4239.0	9.02
4260	10583.6	86.75646	11391.8	96.57027	23751.5	73.29823	5011.0	8.97	3867.0	8.90
4280	10783.6	88.82605	11556.8	98.23108	23386.4	70.17298	5046.0	9.19	3921.0	9.11
4300	10835.6	88.90545	11277.9	97.06456	23613.4	70.80584	5412.0	9.09	3900.0	9.10
4320	10987.7	91.79726	11114.9	96.15923	23624.4	72.07546	5673.0	9.04	3785.0	9.25
4340	10938.5	88.78746	11434.5	92.97902	23353.5	73.28257	5463.0	8.81	3797.0	9.02
4360	11165.3	87.35306	11304.7	94.18026	23256.4	70.53116	5641.0	8.91	3980.0	8.97
4380	10558.7	88.04551	11427.9	98.48988	23740.4	72.36692	5003.0	9.14	3815.0	9.05
4400	10735.7	89.67229	11421.0	99.25023	23570.4	70.31350	5547.0	9.24	4373.0	9.15
4420	10863.6	89.23578	11177.1	99.42025	23686.4	72.13399	5740.0	9.25	4446.0	9.13
4440	11144.3	87.28874	11330.8	96.28805	23251.5	73.35843	6022.0	9.06	4573.0	8.99
4460	10843.6	89.44088	11678.7	98.21779	23204.4	71.06915	5658.0	9.28	4620.0	9.23
4480	10726.4	85.32065	11487.9	98.83262	23512.4	70.22100	5608.0	9.14	4722.0	8.84
4500	10281.8	87.00704	11659.0	102.41506	23786.5	73.92528	5050.0	9.41	4543.0	9.03
4520	10117.5	81.87570	11578.8	98.65777	24030.4	72.92615	4809.0	8.99	4603.0	8.48
4540	10338.3	81.49093	11274.0	98.54327	24114.5	74.47226	5296.0	8.91	4734.0	8.41
4560	10528.3	82.58261	10982.5	102.93986	24216.5	76.45713	4947.0	9.21	4222.0	8.60
4580	10371.3	81.60105	11721.8	99.28380	23633.5	72.86565	4802.0	9.08	4497.0	8.55
4600	10204.5	83.11895	11104.0	97.67120	24418.5	77.70067	5012.0	8.88	4389.0	8.49
4620	9888.7	83.30348	10711.9	105.25982	25127.5	79.72130	5089.0	9.26	4734.0	8.55
4640	9897.5	80.46465	10988.4	102.12403	24841.5	79.08720	4944.0	9.03	4885.0	8.29
4660	9929.4	79.19569	11116.9	96.14153	24680.5	77.97897	4889.0	8.62	4541.0	8.11
4680	9992.4	80.07588	11300.0	99.06303	24434.5	76.89731	4624.0	8.87	4455.0	8.28
4700	10530.1	80.17739	11007.4	101.62731	24189.6	77.25767	4661.0	9.09	4223.0	8.40
4720	10271.3	80.47477	10696.4	98.43580	24759.6	80.98470	4483.0	8.77	3781.0	8.24
4740	9810.7	82.23756	10838.0	94.46133	25078.7	83.43126	4477.0	8.49	3646.0	8.27
4760	9673.2	86.53419	11100.0	96.52099	24954.5	78.85278	4652.0	8.77	3889.0	8.64
4780	10411.7	87.28409	10605.4	97.95227	24710.5	77.76242	5140.0	8.89	3747.0	8.75
4800	9982.7	83.86955	10992.0	96.22579	24752.6	79.18863	4588.0	8.69	3792.0	8.44
4820	10214.7	86.00430	10999.0	96.58864	24513.5	76.59531	4899.0	8.84	3878.0	8.69
4840	10786.2	83.86391	11175.9	96.92928	23764.5	74.99768	4960.0	8.91	3809.0	8.65
4860	10148.9	87.02777	11553.8	98.34756	24024.5	75.96400	4668.0	9.06	3997.0	8.89
4880	10002.7	84.14419	11315.9	97.91668	24408.5	76.72656	4491.0	8.88	3913.0	8.57
4900	9893.8	84.15207	11485.6	95.23062	24347.6	77.66264	4592.0	8.75	4088.0	8.54
4920	10123.9	87.78404	11078.1	98.87862	24525.5	77.16767	4662.0	9.00	3613.0	8.88
4940	9845.9	85.53793	11264.8	96.14507	24616.5	77.00740	4527.0	8.73	3762.0	8.58
4960	9815.2	88.28337	11185.3	102.26409	24727.5	77.50668	4320.0	9.26	3840.0	8.94
4980	10174.7	85.22934	11379.8	96.93761	24172.6	77.30197	4531.0	8.89	3780.0	8.69
5000	10350.6	85.44744	11218.8	95.65645	24157.5	74.17407	4990.0	8.81	3884.0	8.68
5020	10596.4	85.42245	11033.8	93.38697	24096.6	77.70461	4941.0	8.64	3486.0	8.63
5040	10795.3	84.40281	10986.7	91.85060	23944.6	76.86066	5036.0	8.52	3562.0	8.51
5060	10875.1	82.92949	10826.0	94.21248	24025.5	75.13383	5171.0	8.67	3739.0	8.49
5080	11027.2	84.91986	10579.3	97.11404	24120.5	76.30909	5262.0	8.88	3556.0	8.69
5100	10386.9	89.84282	11103.7	92.73392	24236.5	74.37270	5320.0	8.66	3624.0	8.93
5120	10325.2	92.37964	11022.4	88.34127	24379.5	75.78551	5219.0	8.40	3167.0	9.01
5140	10800.1	96.42223	10854.2	84.09453	24072.5	75.25317	5853.0	8.18	2846.0	9.22
5160	10634.1	94.49566	10616.8	90.50865	24476.5	77.12139	5381.0	8.54	2781.0	9.17
5180	10178.4	94.80386	10966.3	86.83151	24582.5	76.47755	5237.0	8.27	2835.0	9.06
5200	10650.2	96.40854	10775.5	87.49564	24301.4	72.31534	5390.0	8.41	2582.0	9.30
5220	10989.0	95.92988	10689.7	89.59529	24048.3	70.51824	5296.0	8.57	2384.0	9.34
5240	10347.7	99.61183	10134.1	89.52124	25246.6	80.79758	5224.0	8.42	2032.0	9.38
5260	10329.1	92.22948	10478.5	85.05268	24919.5	77.81961	5192.0	8.01	2341.0	8.78
5280	10497.0	91.55891	10232.6	84.94300	24997.5	78.80047	5074.0	7.95	2111.0	8.70
5300	10479.0	91.93004	10210.8	87.13638	25037.6	81.46957	5002.0	8.15	2153.0	8.82
5320	9990.3	91.46323	10654.3	84.38268	25082.6	82.92240	5004.0	7.95	2565.0	8.68
5340	10503.3	95.99210	10184.9	87.68390	25039.6	80.56421	5313.0	8.24	2244.0	9.10
5360	10349.4	96.03699	10354.5	84.02930	25023.6	81.21664	5521.0	7.99	2350.0	9.00
5380	10366.4	96.53986	10006.9	86.61118	25354.5	78.08392	5811.0	8.13	2546.0	9.06
