Gen	theta:1:ajan	theta:2:alas	theta:3:R	tau:3:R	W:1->2:ajan->alas	W:2->1:alas->ajan	lnL
560	0.008096	0.008672	0.003169	0.000486	466.609267	612.356931	-729980.588
580	0.008192	0.007924	0.003144	0.000493	478.036239	660.956198	-729896.346
600	0.008207	0.008385	0.003312	0.000518	455.207920	629.803926	-730018.774
620	0.008036	0.008139	0.003153	0.000512	467.823119	606.930139	-729945.227
640	0.007434	0.008435	0.003225	0.000528	463.420041	573.839563	-730005.206
660	0.007874	0.008660	0.003233	0.000533	437.841544	609.145509	-729961.165
680	0.007575	0.008472	0.003123	0.000532	445.000821	590.629170	-729891.962
700	0.008280	0.008387	0.002971	0.000545	449.727972	537.064223	-730003.764
720	0.008206	0.008494	0.003045	0.000543	502.478269	586.866816	-730042.163
740	0.008065	0.008567	0.003056	0.000512	562.039477	567.748220	-730014.581
760	0.007809	0.009043	0.002996	0.000506	538.078775	571.715679	-730118.805
780	0.008494	0.009161	0.003026	0.000515	502.636672	571.741005	-730141.296
800	0.007801	0.009313	0.003172	0.000514	489.659868	591.411890	-729980.524
820	0.008008	0.009557	0.003164	0.000511	480.996623	593.113750	-730022.003
840	0.007537	0.009287	0.003217	0.000499	477.442908	664.583278	-730025.277
860	0.007354	0.009285	0.003121	0.000497	476.956844	610.404447	-729969.792
880	0.007526	0.009182	0.003119	0.000518	437.568662	574.322362	-730015.115
900	0.007357	0.008839	0.003204	0.000503	486.171082	661.502661	-729886.804
920	0.007615	0.008645	0.003182	0.000499	494.850344	636.824853	-730053.193
940	0.007907	0.008579	0.003123	0.000513	485.737419	633.402595	-730118.150
960	0.007928	0.008943	0.003116	0.000522	486.324196	685.089331	-730035.362
980	0.007623	0.009152	0.003103	0.000497	521.820886	758.742083	-730011.502
1000	0.008053	0.009131	0.003149	0.000511	545.371957	724.576122	-729969.997
1020	0.007559	0.008982	0.003094	0.000501	540.354078	654.112495	-730147.905
1040	0.007658	0.008858	0.002947	0.000520	534.756705	628.211700	-729956.295
1060	0.008083	0.009035	0.002940	0.000552	474.056402	639.454770	-730058.207
1080	0.007665	0.008238	0.003007	0.000533	535.376452	714.623639	-730020.548
1100	0.007934	0.008145	0.003095	0.000556	577.166851	645.040441	-730070.139
1120	0.007489	0.008279	0.003107	0.000542	613.073766	633.100883	-729932.511
1140	0.007707	0.008248	0.003054	0.000544	606.717889	623.368699	-729940.498
1160	0.007970	0.008546	0.003011	0.000547	562.675526	604.500671	-730108.581
1180	0.007866	0.008215	0.003152	0.000559	500.213216	658.503113	-730004.484
1200	0.007420	0.008488	0.003143	0.000525	574.353447	605.987643	-730094.227
1220	0.007987	0.008564	0.002946	0.000524	580.837677	568.383641	-729947.055
1240	0.008144	0.008123	0.003034	0.000520	577.635562	625.182795	-730019.121
1260	0.007869	0.008010	0.003091	0.000516	609.699342	640.977633	-729897.272
1280	0.008018	0.008437	0.003015	0.000521	598.465362	588.930932	-729907.704
1300	0.008313	0.007540	0.003032	0.000523	604.266683	569.484635	-729961.085
1320	0.008131	0.008137	0.003003	0.000553	570.251233	567.731628	-730073.167
1340	0.008311	0.008493	0.003066	0.000542	581.618581	543.002131	-729973.002
1360	0.007819	0.008456	0.003097	0.000534	576.757787	564.354343	-730042.255
1380	0.007728	0.008707	0.003034	0.000533	558.332082	596.807479	-730135.043
1400	0.007568	0.008503	0.003070	0.000531	564.720028	567.050038	-730014.795
1420	0.007559	0.008496	0.003123	0.000524	582.120002	555.892225	-730079.255
1440	0.008185	0.007984	0.003132	0.000508	621.308789	615.479769	-730125.085
1460	0.008229	0.008184	0.003125	0.000558	536.742090	515.908202	-730110.226
1480	0.008270	0.008280	0.002994	0.000546	495.560244	500.590809	-730161.663
1500	0.008306	0.008471	0.003049	0.000548	523.879030	504.772765	-729998.457
1520	0.008149	0.008430	0.002943	0.000535	499.880250	503.792763	-730075.827
1540	0.008088	0.007754	0.003113	0.000532	483.770630	544.219720	-729973.827
1560	0.007858	0.008241	0.003068	0.000530	504.715215	508.506728	-729954.859
1580	0.007692	0.008522	0.003055	0.000532	517.704952	514.907932	-729933.377
1600	0.008047	0.008352	0.003002	0.000524	554.842522	555.076370	-730100.634
1620	0.007510	0.008475	0.003113	0.000539	524.366448	517.525103	-730077.168
1640	0.007636	0.008552	0.003209	0.000534	554.522243	549.104211	-730042.602
1660	0.008244	0.008104	0.003174	0.000528	549.173241	573.835790	-729978.014
1680	0.007119	0.007949	0.003109	0.000499	611.735869	563.119144	-730007.706
1700	0.007545	0.008269	0.003150	0.000518	574.950756	514.694715	-729857.159
1720	0.007255	0.008373	0.003111	0.000514	580.641171	500.075524	-729952.409
1740	0.007647	0.008893	0.003033	0.000530	545.853121	497.033411	-729883.543
1760	0.007729	0.008874	0.003132	0.000528	542.670923	471.189198	-730017.481
1780	0.008037	0.008904	0.003093	0.000527	587.364259	440.671185	-729985.328
1800	0.008018	0.008905	0.003024	0.000541	601.633761	415.476753	-730009.278
1820	0.008318	0.008579	0.003049	0.000532	630.481903	405.301152	-729932.492
1840	0.008115	0.008731	0.003061	0.000533	687.229267	427.073798	-730049.895
1860	0.007722	0.008335	0.003173	0.000517	662.831646	489.902507	-729937.661
1880	0.007786	0.008017	0.003197	0.000498	665.844878	494.832449	-730033.740
1900	0.007703	0.007454	0.003274	0.000488	650.323596	509.938554	-730003.558
1920	0.007887	0.008378	0.003165	0.000534	584.237714	481.591621	-730003.614
1940	0.007645	0.008537	0.003093	0.000537	602.654733	490.153383	-730156.485
1960	0.007854	0.008254	0.003038	0.000535	623.963044	477.760413	-730067.810
1980	0.007984	0.008127	0.003008	0.000524	654.372596	529.031749	-730060.421
2000	0.007743	0.008789	0.003070	0.000542	611.616619	511.078630	-730008.510
2020	0.007183	0.008317	0.003106	0.000538	651.253537	548.605876	-729996.679
2040	0.007612	0.009045	0.003016	0.000554	651.554709	520.002358	-729890.021
2060	0.007507	0.008377	0.003098	0.000526	622.114578	505.252131	-729987.816
2080	0.007619	0.008217	0.003037	0.000517	654.487906	474.306344	-729836.056
2100	0.007779	0.008093	0.003104	0.000518	641.475785	468.802713	-730066.000
2120	0.007115	0.008570	0.003133	0.000513	599.697727	463.691404	-729872.043
2140	0.007735	0.009320	0.002931	0.000526	583.065583	474.826399	-730063.590
2160	0.007938	0.008715	0.003040	0.000531	580.355656	460.265173	-730048.381
2180	0.007366	0.008705	0.003074	0.000513	578.340892	518.265268	-730055.481
2200	0.007502	0.008419	0.003169	0.000500	571.418869	561.663052	-730022.871
2220	0.008216	0.008417	0.003161	0.000507	577.316765	508.148771	-730159.569
2240	0.007774	0.008140	0.003022	0.000509	601.364190	512.363172	-729934.538
2260	0.008172	0.008127	0.003073	0.000516	551.775586	456.096901	-729959.340
2280	0.008346	0.008106	0.003174	0.000519	561.366262	440.355463	-729982.067
2300	0.008126	0.008024	0.003139	0.000505	556.571664	429.502527	-729979.163
2320	0.008692	0.007898	0.003166	0.000504	533.722987	444.212238	-730000.876
2340	0.008931	0.008472	0.003091	0.000517	505.883122	442.561718	-730211.723
2360	0.008540	0.008680	0.003106	0.000508	572.207277	467.167594	-729954.081
2380	0.008177	0.008962	0.003206	0.000504	510.791495	477.252213	-729992.765
2400	0.007995	0.009239	0.003066	0.000507	540.409598	456.007044	-730001.083
2420	0.007547	0.009382	0.003199	0.000492	503.879485	477.085211	-729937.099
2440	0.008019	0.009878	0.003180	0.000515	479.174071	480.235465	-730231.833
2460	0.008056	0.008887	0.002982	0.000501	482.359013	475.798204	-729890.872
2480	0.007786	0.009122	0.003242	0.000499	494.568273	434.101527	-729999.343
2500	0.007976	0.009303	0.003152	0.000487	471.340110	399.300045	-730056.710
2520	0.009080	0.008847	0.003163	0.000492	470.198134	389.882996	-730093.058
2540	0.008650	0.009480	0.003243	0.000491	429.930792	410.584019	-730014.135
2560	0.008445	0.009830	0.003107	0.000503	461.311254	408.407496	-729985.471
2580	0.008943	0.009041	0.003109	0.000505	477.766849	421.011716	-730214.082
2600	0.008799	0.008492	0.003158	0.000483	475.408021	435.561958	-730184.636
2620	0.008422	0.008362	0.003183	0.000476	436.753478	371.698057	-729953.997
2640	0.009171	0.008989	0.003194	0.000483	466.311829	367.191673	-730060.413
2660	0.009055	0.009158	0.003113	0.000475	450.185278	341.912226	-730328.834
2680	0.008758	0.009027	0.003209	0.000476	477.907620	383.587368	-730145.903
2700	0.009316	0.009082	0.003047	0.000498	464.544308	420.849238	-730160.363
2720	0.009326	0.009201	0.003150	0.000503	458.439361	456.263377	-730112.300
2740	0.008497	0.009016	0.003053	0.000471	493.880234	438.549175	-729858.655
2760	0.008047	0.009561	0.003188	0.000473	481.466422	434.562093	-730113.227
2780	0.007739	0.009215	0.003174	0.000483	494.980664	441.816308	-730064.317
2800	0.007727	0.008914	0.003155	0.000478	438.923551	427.232088	-729974.965
2820	0.008126	0.009097	0.003159	0.000504	426.006099	436.499389	-730001.074
2840	0.008425	0.009144	0.003192	0.000494	411.021891	436.712008	-730146.095
2860	0.008271	0.009147	0.003194	0.000495	430.572113	482.673928	-730016.806
2880	0.008228	0.009017	0.003132	0.000504	399.274849	490.728506	-730019.081
2900	0.008081	0.008739	0.003268	0.000482	443.894230	564.871375	-730047.961
2920	0.008164	0.009387	0.003090	0.000499	417.965476	553.993364	-730023.495
2940	0.007686	0.009193	0.003104	0.000493	429.059364	576.921998	-730030.889
2960	0.007111	0.009412	0.003055	0.000490	449.633635	593.172070	-730023.081
2980	0.007674	0.009514	0.003040	0.000495	447.378465	494.564845	-730194.166
3000	0.007792	0.008885	0.003145	0.000495	405.449279	493.267218	-730085.793
3020	0.008131	0.009190	0.003092	0.000506	387.812976	468.049843	-730064.140
3040	0.008656	0.008942	0.003164	0.000515	371.646755	409.084322	-730131.612
3060	0.008379	0.008765	0.003096	0.000525	397.740161	418.324805	-730034.186
3080	0.008330	0.009015	0.003021	0.000528	385.348107	446.139771	-730125.452
3100	0.007967	0.008113	0.003048	0.000504	435.158497	479.501751	-730074.537
3120	0.008281	0.008648	0.003117	0.000522	435.512114	519.760465	-730106.612
3140	0.008481	0.008829	0.003017	0.000543	457.483450	538.646484	-730130.552
3160	0.008410	0.008493	0.003009	0.000523	434.765723	570.317769	-730032.575
3180	0.008025	0.008634	0.003074	0.000519	438.639024	541.542045	-730117.959
3200	0.008069	0.008856	0.003222	0.000503	442.810693	557.327493	-730034.592
3220	0.008079	0.008896	0.003185	0.000508	476.987482	520.142059	-729979.870
3240	0.008291	0.008906	0.003046	0.000504	449.200427	523.756934	-730004.828
3260	0.008393	0.008987	0.003133	0.000519	430.654069	472.954758	-730124.157
3280	0.008550	0.008716	0.003032	0.000528	458.087467	472.301340	-730119.538
3300	0.008324	0.008603	0.003102	0.000496	493.144183	491.241615	-729975.433
3320	0.008290	0.008950	0.003090	0.000502	490.314838	472.016666	-730048.675
3340	0.008463	0.009093	0.003163	0.000489	486.602167	461.817854	-730055.163
3360	0.008997	0.009420	0.003224	0.000495	512.836233	478.924308	-730157.098
3380	0.008643	0.008845	0.003143	0.000472	496.303240	491.843815	-730103.424
3400	0.008345	0.008503	0.003172	0.000477	482.327882	463.123443	-730012.969
3420	0.008585	0.008830	0.003240	0.000476	496.254981	437.756594	-730073.391
3440	0.008354	0.009180	0.003108	0.000485	455.923204	434.113082	-729912.139
3460	0.008276	0.009287	0.003118	0.000478	454.367131	403.849654	-730114.509
3480	0.008912	0.009417	0.003283	0.000487	466.335470	382.426522	-730013.431
3500	0.008130	0.009177	0.003160	0.000458	490.248812	385.466788	-730086.687
3520	0.007872	0.009103	0.003221	0.000473	478.627160	432.481946	-730064.990
3540	0.008098	0.009855	0.003219	0.000465	516.020774	475.820292	-730124.924
3560	0.008443	0.009955	0.003150	0.000474	473.424415	457.663589	-730008.535
3580	0.008395	0.009754	0.003157	0.000494	472.307422	451.065762	-729965.418
3600	0.007823	0.009012	0.003106	0.000486	552.612298	442.864953	-729940.619
3620	0.008467	0.009304	0.003143	0.000500	472.050167	397.721466	-730017.581
3640	0.008765	0.008941	0.003200	0.000509	486.412565	426.002338	-730107.488
3660	0.008266	0.008532	0.003174	0.000476	499.908109	474.811359	-729953.001
3680	0.009134	0.008557	0.003197	0.000490	480.501755	487.616720	-730002.178
3700	0.008785	0.009148	0.003055	0.000487	523.364594	523.903938	-730051.560
3720	0.008705	0.008689	0.003112	0.000501	548.209490	509.432747	-730050.599
3740	0.008805	0.008595	0.003186	0.000511	597.060319	497.159857	-730092.033
3760	0.008715	0.008269	0.003219	0.000492	564.306741	438.827231	-729955.296
3780	0.008970	0.008481	0.003308	0.000501	586.541782	440.882995	-729823.604
3800	0.008506	0.008684	0.003204	0.000461	592.445032	428.278782	-730040.168
3820	0.009261	0.008803	0.003325	0.000492	557.926780	397.857705	-730056.359
3840	0.008524	0.008925	0.003068	0.000489	526.678847	461.646440	-730009.174
3860	0.008212	0.009423	0.003176	0.000487	551.063371	411.630559	-730158.907
3880	0.008201	0.009198	0.003159	0.000479	526.536738	419.919200	-729883.072
3900	0.008054	0.009765	0.003203	0.000498	507.923725	386.135651	-730035.778
3920	0.008400	0.009273	0.003159	0.000484	549.256276	436.416385	-729891.904
3940	0.008802	0.010039	0.003077	0.000506	578.999490	396.462347	-730075.790
3960	0.009285	0.009186	0.002981	0.000510	615.354175	372.631979	-730077.900
3980	0.009167	0.009009	0.002999	0.000515	616.548051	352.071258	-730063.554
4000	0.008302	0.009012	0.003101	0.000508	594.238885	354.676696	-729994.850
4020	0.007922	0.008129	0.003121	0.000500	578.755652	354.590913	-729953.521
4040	0.008608	0.008367	0.003210	0.000505	600.773483	358.590349	-729874.945
4060	0.008412	0.008915	0.003130	0.000514	526.164909	382.546560	-729968.038
4080	0.008352	0.008450	0.003108	0.000491	542.149651	405.561669	-730023.712
4100	0.007642	0.009142	0.003218	0.000496	519.448709	375.340756	-730111.470
4120	0.008289	0.009307	0.003109	0.000514	507.119880	365.746789	-729967.432
4140	0.008084	0.009218	0.003078	0.000511	508.604061	439.175539	-729926.303
4160	0.008041	0.008963	0.003095	0.000520	492.244625	403.811233	-730048.026
4180	0.007982	0.008950	0.003180	0.000526	501.074101	399.557243	-730058.786
4200	0.008203	0.008432	0.003048	0.000511	565.916771	422.265724	-730042.154
4220	0.007878	0.009275	0.003047	0.000512	567.195761	443.197649	-730055.026
4240	0.007691	0.009155	0.003032	0.000527	561.018155	477.970254	-730165.493
4260	0.008176	0.008635	0.003104	0.000519	561.136756	422.684496	-730058.735
4280	0.008261	0.008435	0.002991	0.000535	562.327367	431.431493	-729961.015
4300	0.008211	0.008484	0.002990	0.000531	593.373041	421.211312	-729887.518
4320	0.008414	0.008623	0.003035	0.000532	642.108335	406.202923	-730171.886
4340	0.008246	0.008069	0.003137	0.000523	616.149298	421.371987	-729914.316
4360	0.007903	0.008327	0.003066	0.000530	639.952917	437.876977	-730072.808
4380	0.008244	0.008615	0.003049	0.000529	539.727926	418.079258	-729978.633
4400	0.008315	0.008766	0.003005	0.000535	588.253129	484.925928	-730032.601
4420	0.008130	0.008855	0.003066	0.000534	621.056242	487.638180	-730143.757
4440	0.007689	0.008125	0.003060	0.000518	682.579318	519.187295	-730027.978
4460	0.008021	0.008166	0.003027	0.000534	621.431010	517.767760	-730007.094
4480	0.007935	0.008592	0.003004	0.000524	620.591002	546.449561	-730054.005
4500	0.008122	0.008501	0.002959	0.000515	555.070277	532.760202	-729908.575
4520	0.007987	0.008330	0.003033	0.000504	538.858751	542.577733	-730030.225
4540	0.007844	0.008731	0.003060	0.000499	596.410367	563.461649	-730130.513
4560	0.007774	0.009269	0.003155	0.000505	546.117290	502.065651	-729919.197
4580	0.007752	0.008348	0.003092	0.000513	530.700792	540.957195	-729988.314
4600	0.008169	0.008597	0.003128	0.000490	570.613655	523.655205	-729971.382
4620	0.008206	0.009805	0.003084	0.000493	563.861315	572.897983	-730065.497
4640	0.008119	0.009288	0.003142	0.000491	543.615901	600.018188	-730014.305
4660	0.007831	0.008706	0.003156	0.000476	560.689092	566.498892	-729868.299
4680	0.008029	0.008909	0.003103	0.000491	523.022162	528.594756	-729870.691
4700	0.007762	0.009189	0.003230	0.000503	530.887699	502.491549	-730029.044
4720	0.007809	0.009197	0.003313	0.000483	504.998353	450.190564	-729924.780
4740	0.008466	0.008700	0.003309	0.000474	529.274091	437.063313	-730115.346
4760	0.009004	0.008563	0.003165	0.000493	527.874175	451.919182	-730076.578
4780	0.008362	0.009224	0.003139	0.000501	573.566909	425.634124	-730008.125
4800	0.008337	0.008742	0.003206	0.000486	534.685286	445.102272	-730041.711
4820	0.008492	0.008858	0.003096	0.000502	569.020266	434.227946	-730007.753
4840	0.007819	0.008787	0.003201	0.000513	549.110889	431.346405	-729994.874
4860	0.008407	0.008410	0.003106	0.000508	528.450611	461.489346	-730103.362
4880	0.008367	0.008729	0.003105	0.000500	496.797028	470.398479	-729911.417
4900	0.008543	0.008308	0.003210	0.000496	524.867166	477.238994	-729909.149
4920	0.008613	0.008956	0.003126	0.000508	525.426561	414.626727	-730063.588
4940	0.008737	0.008647	0.003114	0.000493	520.632511	434.243331	-729920.556
4960	0.008967	0.009212	0.003123	0.000518	464.652166	432.303647	-730156.724
4980	0.008216	0.008457	0.003181	0.000506	502.399183	438.739455	-730100.064
5000	0.008555	0.008843	0.003161	0.000519	545.683380	440.501359	-729940.854
5020	0.008063	0.008532	0.003210	0.000497	590.226080	412.130418	-729918.973
5040	0.007739	0.008374	0.003200	0.000493	596.210349	420.357666	-729994.127
5060	0.007912	0.009061	0.003267	0.000514	584.169968	424.951698	-730123.223
5080	0.007690	0.009019	0.003148	0.000506	603.765606	408.984394	-730016.405
5100	0.008797	0.008161	0.003014	0.000505	632.422665	395.932672	-730036.779
5120	0.009331	0.008271	0.003196	0.000513	608.794027	343.369352	-730049.891
5140	0.008894	0.007680	0.003124	0.000502	711.689731	306.933676	-730009.992
5160	0.008851	0.008211	0.003089	0.000495	645.076678	319.302313	-730065.293
5180	0.009292	0.008011	0.003116	0.000494	641.414486	310.535679	-730103.956
5200	0.009320	0.008309	0.003063	0.000525	612.291310	262.025660	-730041.744
5220	0.008787	0.008285	0.002923	0.000517	627.840474	264.015487	-729941.510
5240	0.009711	0.008829	0.003198	0.000501	630.577353	210.969965	-730030.581
5260	0.008909	0.008197	0.003132	0.000475	656.786312	254.343374	-730098.060
5280	0.009057	0.008680	0.003258	0.000487	624.377709	240.681501	-729924.518
5300	0.008883	0.008438	0.003244	0.000480	614.157301	244.818221	-730024.497
5320	0.009097	0.007896	0.003293	0.000469	626.348129	295.725391	-729922.613
5340	0.009211	0.008671	0.003248	0.000490	656.171954	248.360423	-729965.843
5360	0.008858	0.007912	0.003177	0.000467	707.770281	267.686979	-729858.735
5380	0.009402	0.008475	0.003080	0.000482	721.314547	279.402259	-729843.573
5400	0.009106	0.008281	0.003073	0.000470	734.088808	283.954226	-730197.749
5420	0.009116	0.008382	0.003077	0.000474	740.685109	309.181306	-729967.786
5440	0.009296	0.007937	0.003162	0.000478	754.338614	324.736213	-729986.442
5460	0.009118	0.008578	0.003176	0.000489	708.886701	300.393569	-730003.340
5480	0.008538	0.008738	0.003294	0.000468	718.015822	296.477326	-729991.692
5500	0.008815	0.008215	0.003218	0.000480	656.913318	344.813405	-729965.630
5520	0.008487	0.008633	0.003104	0.000482	708.600323	324.225500	-729969.463
5540	0.008433	0.008676	0.003118	0.000485	679.993947	354.012008	-729902.707
5560	0.008842	0.008527	0.003168	0.000492	692.817850	387.088757	-729908.489
5580	0.008975	0.009150	0.003022	0.000514	656.678059	333.559291	-730145.893
5600	0.008843	0.007841	0.003182	0.000504	693.899172	352.347820	-729962.508
5620	0.008437	0.008549	0.003163	0.000513	637.580785	393.429456	-729988.586
5640	0.008383	0.008668	0.003168	0.000489	687.058995	376.629017	-730006.106
5660	0.008130	0.008798	0.003080	0.000476	668.816227	413.907583	-730130.472
5680	0.008481	0.009092	0.003085	0.000517	639.638797	339.353058	-730001.772
5700	0.008728	0.008910	0.003099	0.000528	633.181367	351.071146	-730135.559
5720	0.008366	0.008449	0.003038	0.000514	647.360005	368.505511	-730020.833
5740	0.008565	0.008455	0.003182	0.000514	645.752324	417.142577	-730050.649
5760	0.008226	0.008929	0.003079	0.000525	669.841220	422.939543	-730023.734
5780	0.008491	0.008894	0.003041	0.000523	714.140685	433.080520	-730078.420
5800	0.008086	0.008887	0.003087	0.000514	771.754089	438.137690	-729930.379
5820	0.008622	0.008471	0.003264	0.000516	789.737747	430.438016	-729952.368
5840	0.008560	0.007988	0.003029	0.000509	837.538282	430.032305	-730024.566
5860	0.008607	0.008421	0.003083	0.000531	785.128381	414.085836	-730108.143
5880	0.008279	0.008269	0.003063	0.000522	736.391656	404.047315	-729938.644
5900	0.008576	0.008386	0.003124	0.000505	744.917506	436.949405	-730029.249
5920	0.008458	0.008160	0.003170	0.000522	763.064947	433.999278	-729924.267
5940	0.008638	0.008143	0.003172	0.000527	729.254088	411.295192	-730080.604
5960	0.008105	0.008167	0.003070	0.000529	729.042921	437.933535	-730096.186
5980	0.008688	0.008337	0.003158	0.000529	693.309452	415.602735	-730078.838
6000	0.008501	0.007557	0.003013	0.000526	739.213067	436.891149	-730021.676
6020	0.007658	0.008408	0.003049	0.000534	709.124274	477.289739	-730085.092
6040	0.007859	0.008081	0.003086	0.000545	657.254429	482.969012	-730027.834
6060	0.008162	0.008348	0.003022	0.000552	639.541831	488.150403	-729886.812
6080	0.008002	0.008266	0.002943	0.000549	638.404117	426.033487	-729999.748
6100	0.008149	0.008463	0.002991	0.000556	690.096460	392.301015	-729965.617
6120	0.008384	0.008389	0.002999	0.000530	707.423612	417.570570	-730162.343
6140	0.008255	0.007868	0.003004	0.000519	759.821798	442.534961	-730043.310
6160	0.008397	0.007327	0.003106	0.000532	770.964832	410.928432	-729880.660
6180	0.008004	0.007822	0.003106	0.000523	687.120908	441.567978	-729975.270
6200	0.008130	0.008160	0.003185	0.000523	719.945707	452.750206	-729927.851
6220	0.007997	0.007742	0.003104	0.000520	759.998512	423.594561	-730158.747
6240	0.008786	0.008112	0.003026	0.000546	770.843085	399.431138	-730033.769
6260	0.008892	0.008029	0.002981	0.000541	807.009917	379.469020	-730250.591
6280	0.009443	0.007925	0.002995	0.000524	813.086871	398.097499	-730030.326
6300	0.008617	0.007847	0.003048	0.000519	783.187935	406.581108	-729991.147
6320	0.008453	0.007819	0.003093	0.000526	717.526572	441.966125	-730017.141
6340	0.008198	0.007841	0.003010	0.000515	780.436813	393.958795	-730102.000
6360	0.008574	0.008242	0.003213	0.000530	739.532786	370.754403	-729973.567
6380	0.008117	0.007803	0.003089	0.000517	778.694412	408.927866	-730047.520
6400	0.008926	0.008151	0.003000	0.000560	762.825799	378.754125	-730196.456
6420	0.008680	0.007418	0.003058	0.000544	785.466290	375.185073	-730153.665
6440	0.007991	0.007801	0.003178	0.000535	783.528078	375.777799	-729872.356
6460	0.008374	0.007814	0.003044	0.000525	782.226083	388.518562	-729960.348
6480	0.008521	0.007636	0.003065	0.000530	769.236956	432.113600	-730108.196
6500	0.007755	0.007749	0.003165	0.000526	756.470342	403.482175	-729919.702
6520	0.008073	0.008352	0.003009	0.000539	757.247230	385.366129	-729935.462
6540	0.008290	0.007828	0.002964	0.000520	834.731435	385.748478	-730142.522
6560	0.008741	0.007514	0.002915	0.000527	854.930646	383.178344	-730131.237
6580	0.008714	0.007952	0.002972	0.000527	804.890526	397.641400	-730044.087
6600	0.008820	0.008233	0.003097	0.000541	762.253332	367.550870	-730059.855
6620	0.008538	0.008401	0.003185	0.000539	725.156099	390.030941	-730110.624
6640	0.007984	0.007596	0.003074	0.000519	746.245151	415.490046	-729877.565
6660	0.008106	0.007824	0.003064	0.000524	751.717094	349.258317	-729933.698
6680	0.008554	0.007552	0.003123	0.000520	751.965354	367.300104	-729930.283
6700	0.008203	0.007693	0.003188	0.000506	799.059824	375.974222	-729780.664
6720	0.008367	0.007638	0.003280	0.000494	723.824801	396.307168	-729905.865
6740	0.008651	0.007427	0.003183	0.000496	706.763825	443.571357	-729944.001
6760	0.008940	0.008322	0.003159	0.000516	653.104441	431.413303	-730043.355
6780	0.008817	0.008120	0.003221	0.000516	696.741714	423.250457	-730031.456
6800	0.008285	0.008350	0.003115	0.000520	605.055340	445.011049	-730113.299
6820	0.008588	0.008930	0.003066	0.000520	605.325731	474.566504	-730007.486
6840	0.008065	0.009002	0.003091	0.000517	595.074329	467.855095	-729946.636
6860	0.007703	0.008698	0.003030	0.000489	675.785567	477.223626	-730017.691
6880	0.008132	0.008534	0.003139	0.000494	626.577591	532.566293	-729893.983
6900	0.008221	0.009016	0.003160	0.000485	597.770870	519.763057	-730050.702
6920	0.008312	0.008793	0.003101	0.000497	628.410461	509.923918	-729997.618
6940	0.008486	0.008967	0.003135	0.000501	635.781477	453.658776	-730103.414
6960	0.008685	0.008697	0.003198	0.000505	602.910717	442.627736	-729921.011
6980	0.008738	0.008602	0.003091	0.000499	649.139575	466.015685	-730060.470
7000	0.008918	0.008074	0.003237	0.000501	647.261966	444.234357	-730033.733
7020	0.009189	0.008223	0.003191	0.000516	630.824210	437.363216	-730026.839
7040	0.008348	0.008740	0.003035	0.000533	586.100641	444.696435	-730020.146
7060	0.008392	0.008740	0.003135	0.000525	632.262697	425.399566	-730039.622
7080	0.008160	0.008560	0.003199	0.000500	663.548246	446.372117	-730084.482
7100	0.009031	0.008511	0.003101	0.000527	590.022288	436.936067	-730197.222
7120	0.008104	0.008187	0.003107	0.000500	684.019692	462.900222	-730002.353
