Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
2580	7974.5	54.66086	9141.1	92.02909	17265.8	61.10476	5297.0	8.15	6142.0	6.40
2600	7646.7	54.90574	9265.3	95.68323	17469.7	58.46007	4818.0	8.43	6093.0	6.45
2620	7838.6	54.73440	9194.9	91.12415	17347.7	58.19974	5153.0	8.11	6103.0	6.38
2640	7399.7	52.84062	9678.5	90.61753	17302.8	60.67609	4890.0	8.02	6496.0	6.19
2660	7257.9	53.92160	9676.5	91.30281	17446.8	62.06215	4787.0	8.04	6388.0	6.26
2680	7368.1	55.80669	9795.3	89.08782	17217.8	60.88478	4936.0	8.04	6330.0	6.45
2700	7303.0	54.42582	9713.8	94.29000	17364.9	62.10058	4879.0	8.34	6585.0	6.41
2720	7279.8	52.87085	9898.3	89.92316	17202.7	58.91383	5225.0	7.99	6958.0	6.19
2740	6930.4	55.84049	10330.9	89.32328	17119.7	57.57074	4417.0	8.09	6514.0	6.42
2760	7126.4	57.05587	10144.1	89.64005	17110.7	57.30181	4779.0	8.13	6470.0	6.54
2780	7421.7	53.33722	9807.7	94.07693	17151.9	61.20312	4783.0	8.31	6535.0	6.31
2800	7564.8	54.83287	9870.5	92.71731	16945.8	58.43838	5106.0	8.38	6764.0	6.46
2820	7289.6	51.26661	10136.5	95.68377	16954.8	58.35174	4633.0	8.44	6865.0	6.22
2840	7356.6	51.25567	10172.8	99.80467	16851.8	58.92591	4459.0	8.72	6855.0	6.26
2860	7174.7	50.76059	10407.5	97.87693	16798.8	58.73102	4192.0	8.62	6899.0	6.20
2880	7318.3	48.07318	10713.2	96.84130	16348.8	57.16999	3955.0	8.58	6761.0	6.01
2900	7567.0	47.34909	10268.7	99.20768	16544.9	59.13940	4263.0	8.68	6835.0	5.98
2920	7328.3	48.56520	10177.9	100.95253	16874.8	58.65844	3870.0	8.72	6549.0	6.02
2940	7332.6	51.46699	9992.9	98.38871	17055.8	59.43731	3994.0	8.64	6354.0	6.24
2960	7032.9	51.59044	9525.3	99.30767	17823.8	62.79836	4092.0	8.40	6358.0	6.10
2980	7350.5	50.99896	9367.1	94.59578	17663.8	61.18181	4406.0	8.13	6232.0	6.03
3000	7509.4	50.58531	8978.5	95.06107	17893.8	63.38001	4517.0	8.09	6050.0	5.98
3020	7036.1	53.91736	9212.3	95.80607	18133.8	62.41734	4909.0	8.22	6765.0	6.21
3040	7067.0	53.34279	8994.6	97.04028	18320.9	66.07018	4582.0	8.23	6394.0	6.16
3060	6874.6	48.49588	8895.6	95.89252	18612.0	69.38666	4147.0	7.91	6365.0	5.68
3080	6929.8	50.05313	8958.6	95.92961	18493.9	67.91318	4199.0	7.99	6248.0	5.83
3100	7441.4	50.70431	8776.7	95.70010	18163.9	66.33562	4255.0	8.08	5787.0	5.95
3120	7162.6	50.60357	8823.7	95.75229	18395.8	65.26732	4089.0	8.05	5899.0	5.91
3140	7449.2	48.48275	8912.5	95.06147	18019.9	64.31143	4162.0	8.02	5995.0	5.76
3160	7576.2	48.85058	9339.1	94.22240	17465.9	62.71031	3860.0	8.09	5771.0	5.87
3180	7247.2	46.94151	9490.9	93.50619	17642.9	63.98502	3941.0	7.93	6302.0	5.63
3200	7094.6	49.24943	9418.1	94.98857	17868.9	64.96673	4142.0	8.09	6401.0	5.83
3220	6994.9	51.22771	9790.0	97.61364	17596.7	60.37778	4080.0	8.38	6565.0	6.08
3240	6647.7	47.17934	9967.6	95.28309	17765.8	61.23607	3729.0	8.06	6800.0	5.65
3260	7040.4	47.73870	9940.1	100.29136	17400.8	60.16413	3564.0	8.49	6419.0	5.85
3280	7086.2	46.33400	10230.2	104.35620	17064.8	58.80445	3187.0	8.78	6459.0	5.83
3300	6705.7	47.54938	10256.5	108.67241	17419.9	64.23605	3311.0	9.07	6942.0	5.92
3320	6424.2	50.00337	10338.2	106.35508	17619.9	63.79158	3529.0	8.97	7025.0	6.12
3340	6938.4	46.43441	10340.5	97.09682	17101.8	59.43864	3642.0	8.34	6781.0	5.75
3360	6753.1	43.03532	10325.1	104.82344	17302.8	60.82854	3517.0	8.68	7375.0	5.47
3380	7039.2	46.04609	10095.6	108.11611	17246.8	59.82300	3901.0	9.03	7274.0	5.86
3400	7008.0	43.76985	10227.8	112.39559	17145.7	58.46820	3678.0	9.30	7562.0	5.70
3420	7019.1	44.91897	10328.8	113.30118	17033.7	58.27196	3526.0	9.39	7323.0	5.84
3440	7283.4	40.45295	10387.3	108.44787	16709.8	58.30656	3578.0	8.99	7447.0	5.39
3460	7358.6	42.54933	10199.5	108.71261	16822.8	59.69862	3937.0	9.04	7467.0	5.58
3480	6776.4	45.38738	10209.4	107.15677	17395.8	60.78083	4167.0	8.89	7840.0	5.70
3500	6943.3	46.24100	10080.3	104.10765	17357.9	62.52680	4226.0	8.73	7547.0	5.78
3520	7024.0	44.04610	10451.2	107.51087	16905.9	61.27188	4028.0	9.04	7723.0	5.71
3540	6780.6	47.36197	10433.3	108.28830	17167.8	60.38187	3997.0	9.11	7638.0	5.97
3560	6399.2	49.93086	10611.8	103.12730	17370.6	57.25714	4201.0	8.79	7701.0	6.06
3580	6476.9	48.19417	10857.0	108.33933	17047.7	58.56952	3856.0	9.21	7759.0	6.06
3600	6253.7	44.35058	10998.3	100.95695	17128.9	61.81507	3659.0	8.52	7915.0	5.53
3620	6521.7	46.74661	10698.6	101.17313	17160.9	61.83094	3706.0	8.63	7484.0	5.78
3640	6729.1	43.25452	10059.5	106.55089	17592.9	62.82503	4040.0	8.75	7719.0	5.52
3660	6790.3	44.81953	10008.8	109.66725	17582.9	62.97373	3661.0	8.99	7345.0	5.68
3680	6730.1	42.97080	10045.6	108.51989	17605.8	60.84947	3435.0	8.85	7352.0	5.52
3700	6895.2	44.41752	10308.8	113.52389	17177.8	60.06670	3234.0	9.36	7176.0	5.78
3720	6868.3	45.32602	10450.7	113.31873	17062.8	60.80767	3330.0	9.42	7259.0	5.86
3740	6693.4	45.44327	10557.3	109.49200	17130.8	59.84728	3417.0	9.13	7419.0	5.77
3760	6794.2	44.31028	10564.4	111.27580	17022.6	55.76578	3753.0	9.25	7772.0	5.74
3780	7008.0	43.61036	10527.5	111.88723	16845.7	56.65971	3468.0	9.29	7469.0	5.70
3800	6544.2	42.49296	11216.7	107.29839	16619.9	60.09296	3403.0	9.02	7981.0	5.56
3820	6719.0	42.27684	10762.3	111.64545	16899.8	59.04881	3475.0	9.24	7911.0	5.57
3840	6729.9	41.24884	11063.1	112.40994	16587.7	56.09262	3588.0	9.32	8176.0	5.51
3860	6436.0	40.07668	10946.0	109.36482	16998.7	57.78436	3308.0	8.93	8089.0	5.30
3880	6634.3	44.00176	10919.8	106.96578	16826.6	55.71488	3214.0	8.95	7381.0	5.66
3900	6482.6	45.41933	10358.0	116.19820	17541.8	60.68004	3162.0	9.45	7454.0	5.80
3920	6615.3	43.90912	10130.7	110.34754	17635.8	60.73639	3287.0	8.98	7289.0	5.59
3940	6791.2	44.06681	9923.9	110.93601	17666.8	62.44754	3233.0	9.02	7063.0	5.62
3960	6899.9	42.58165	10027.8	109.81786	17453.7	59.88243	3271.0	8.94	7177.0	5.48
3980	6635.2	43.52312	9885.9	109.69015	17860.8	61.99689	3279.0	8.83	7234.0	5.48
4000	6605.1	42.05496	9944.5	105.87750	17831.9	65.56756	3166.0	8.51	7131.0	5.32
4020	6442.5	44.06251	10298.9	102.30877	17639.8	61.21922	3113.0	8.47	7037.0	5.47
4040	6768.3	44.44333	10438.5	97.79268	17173.9	61.52817	3181.0	8.27	6667.0	5.54
4060	6167.2	47.63640	10606.6	101.30361	17607.8	62.52621	2996.0	8.52	6777.0	5.79
4080	6387.2	49.38615	10751.6	101.99305	17242.8	60.72130	3014.0	8.75	6682.0	6.02
4100	6781.4	45.66721	10139.8	99.06516	17459.8	61.87074	3050.0	8.35	6296.0	5.65
4120	6764.7	48.53272	9830.2	101.01205	17786.8	61.22184	3467.0	8.48	6445.0	5.86
4140	6472.2	50.06525	10089.5	107.18972	17820.8	63.34277	3254.0	8.95	6746.0	6.05
4160	6841.5	46.83277	9999.2	101.91180	17540.9	62.79223	3222.0	8.54	6446.0	5.75
4180	7057.3	46.47411	10028.2	102.83076	17295.9	62.54747	3157.0	8.63	6301.0	5.79
4200	7025.2	45.38200	9845.5	104.61205	17510.9	64.02875	3234.0	8.69	6418.0	5.68
4220	6659.2	43.45280	9587.1	108.79857	18135.9	65.52957	3197.0	8.77	7022.0	5.46
4240	7087.0	43.93806	9356.4	110.07998	17938.9	64.77803	3049.0	8.90	6450.0	5.55
4260	6890.2	44.77148	9415.2	108.83052	18076.8	64.18024	3405.0	8.78	6725.0	5.61
4280	6973.9	42.84496	9451.6	101.88777	17955.8	62.97975	3334.0	8.32	6624.0	5.37
4300	7054.9	43.53235	9447.7	102.34102	17878.8	63.01304	3429.0	8.40	6573.0	5.44
4320	6833.1	43.37827	9511.0	106.72586	18037.8	62.55111	3455.0	8.62	6911.0	5.47
4340	6747.2	44.19637	9709.5	103.47606	17924.9	65.04787	3111.0	8.47	6601.0	5.50
4360	6764.3	45.12906	9611.7	104.01380	18005.9	64.74564	3400.0	8.49	6735.0	5.58
4380	7021.4	47.62899	9693.9	95.16861	17665.9	64.76916	3572.0	8.06	6148.0	5.72
4400	6488.1	49.13630	10019.7	97.04717	17873.9	64.41028	3312.0	8.23	6427.0	5.84
4420	6987.5	48.41989	9825.9	96.63021	17567.8	62.23200	3254.0	8.25	5916.0	5.85
4440	6763.6	47.77575	9840.7	106.43368	17777.8	62.86139	3348.0	8.83	6646.0	5.88
4460	6779.6	47.64485	9951.4	104.12548	17650.7	60.39437	3563.0	8.67	6736.0	5.85
4480	6842.7	48.66241	10063.8	97.77369	17474.7	58.45304	3471.0	8.35	6362.0	5.87
4500	6839.8	49.43364	9815.4	102.86379	17726.8	62.52445	3460.0	8.66	6448.0	5.97
4520	6685.9	49.04760	9348.7	102.01832	18347.8	64.19378	3246.0	8.45	6023.0	5.86
4540	6847.7	48.58419	9399.9	104.92162	18134.8	63.29412	3364.0	8.63	6287.0	5.88
4560	6833.9	50.01248	9957.3	103.01738	17590.8	62.23739	3430.0	8.71	6342.0	6.07
4580	6913.7	49.48777	10157.0	101.50555	17310.8	61.46368	3590.0	8.69	6548.0	6.05
4600	6680.9	49.08905	10075.0	100.60558	17625.8	61.82880	3381.0	8.55	6514.0	5.93
4620	6790.9	50.25497	10420.7	100.45600	17169.8	61.12911	3594.0	8.68	6684.0	6.12
4640	6720.2	51.88161	10115.9	100.25849	17545.8	61.36335	4063.0	8.63	6923.0	6.20
4660	6576.2	51.35439	10112.1	102.60848	17693.9	64.81124	3658.0	8.71	6698.0	6.15
4680	6891.7	48.85158	9708.3	101.31591	17781.8	62.91831	3744.0	8.50	6635.0	5.88
4700	6391.4	50.81057	9874.1	100.34507	18116.9	64.79202	3367.0	8.46	6408.0	6.01
4720	6647.8	48.45215	10029.8	97.20775	17703.9	65.06274	3482.0	8.25	6440.0	5.82
4740	6865.6	47.78331	9692.5	103.01614	17823.8	63.14150	3304.0	8.57	6331.0	5.83
4760	6653.6	46.28252	9395.2	108.10168	18333.9	66.61323	3210.0	8.73	6554.0	5.68
4780	6895.1	44.01387	9343.8	102.65712	18143.0	67.89621	3089.0	8.28	6309.0	5.40
4800	6537.4	44.06180	9369.6	100.64052	18475.0	68.35346	3176.0	8.09	6484.0	5.35
4820	6483.6	45.18301	9780.9	96.82971	18116.9	66.63714	3085.0	8.04	6426.0	5.46
4840	6462.7	46.27011	9284.8	102.10632	18634.9	67.86169	3041.0	8.27	6355.0	5.54
4860	6580.5	45.02855	9131.5	96.95384	18669.9	68.50909	3490.0	7.91	6414.0	5.39
4880	6948.3	46.38804	8968.0	100.37816	18465.9	67.00985	3560.0	8.19	6268.0	5.56
4900	6626.4	44.54240	9201.1	104.90999	18555.0	69.23529	3234.0	8.40	6535.0	5.46
4920	6678.2	43.53477	9325.2	107.39149	18379.0	68.06464	2989.0	8.55	6623.0	5.40
4940	6628.5	45.40599	9451.7	102.87444	18301.9	67.02541	3279.0	8.33	6538.0	5.52
4960	6733.5	46.03035	9282.2	106.58718	18366.8	64.58772	3289.0	8.62	6533.0	5.63
4980	6996.1	44.89375	9256.3	107.86509	18130.0	67.02638	3578.0	8.72	6761.0	5.60
5000	6861.5	46.95675	9948.4	104.37956	17571.8	61.97068	3624.0	8.75	6837.0	5.83
5020	6831.6	47.77708	9809.6	106.09683	17740.8	62.82216	3692.0	8.79	6825.0	5.89
5040	6822.5	46.66379	9728.2	99.51804	17830.9	63.71136	3810.0	8.31	6831.0	5.66
5060	6731.7	48.15537	9781.6	105.55001	17868.8	62.20689	3827.0	8.74	6990.0	5.90
5080	6625.5	45.86929	10113.1	102.51866	17642.9	64.15857	3555.0	8.53	7082.0	5.65
5100	6640.4	44.66098	10119.2	104.02084	17621.8	62.22976	3183.0	8.58	6947.0	5.56
5120	6457.4	43.29544	10054.7	109.21552	17869.8	63.68124	3053.0	8.80	7187.0	5.46
5140	6523.1	41.34484	9897.8	109.12551	17960.8	63.40300	3223.0	8.72	7539.0	5.26
5160	6804.2	44.17876	9430.7	114.86102	18147.8	63.86537	3149.0	9.13	6957.0	5.59
5180	6412.5	43.84500	10132.8	111.22814	17836.8	63.19305	3137.0	8.99	7353.0	5.56
5200	6263.8	45.20623	9673.9	107.59208	18444.7	62.62087	3111.0	8.68	7033.0	5.55
5220	6617.6	46.15838	9836.0	110.39988	17928.8	63.28237	3163.0	9.01	6846.0	5.77
5240	6159.9	45.71559	10476.4	109.74560	17745.8	62.16567	3079.0	8.92	7337.0	5.69
5260	6249.6	43.41876	10414.1	104.93887	17717.8	61.90680	3152.0	8.57	7343.0	5.44
5280	6294.6	43.70864	10155.4	106.53512	17932.0	66.44593	2974.0	8.61	7136.0	5.43
5300	6379.2	41.64722	10026.3	103.63346	17976.0	67.63306	2921.0	8.36	7013.0	5.25
5320	6270.8	45.52899	9665.5	102.69655	18445.9	66.07806	3052.0	8.30	6656.0	5.51
5340	6045.7	43.07737	9131.0	102.76838	19206.0	71.46197	2707.0	8.04	6578.0	5.17
5360	5941.7	42.55947	9790.4	103.14565	18649.9	68.77593	2645.0	8.21	6882.0	5.21
5380	6144.6	43.29472	9900.4	104.58505	18336.9	66.18131	2691.0	8.40	6800.0	5.36
