Gen	theta:1:ajan	theta:2:alas	theta:3:R	tau:3:R	W:1->2:ajan->alas	W:2->1:alas->ajan	lnL
1720	0.005736	0.008857	0.003209	0.000617	368.747967	748.373556	-475336.597
1740	0.005871	0.008623	0.003008	0.000589	370.700380	796.070304	-475386.013
1760	0.005752	0.009232	0.002952	0.000619	392.393168	722.952378	-475502.862
1780	0.005456	0.008971	0.003075	0.000581	427.794601	729.411411	-475428.407
1800	0.005332	0.009665	0.003186	0.000566	457.890703	798.099293	-475354.877
1820	0.005737	0.009895	0.003186	0.000584	437.311488	825.059162	-475358.333
1840	0.005833	0.008637	0.003108	0.000563	463.167269	823.352192	-475451.915
1860	0.005778	0.009088	0.003180	0.000578	423.797192	809.953214	-475492.339
1880	0.005269	0.009447	0.003194	0.000578	438.787980	893.267750	-475421.321
1900	0.004948	0.009448	0.003242	0.000573	505.724606	898.959150	-475421.889
1920	0.005184	0.009433	0.003099	0.000585	472.869162	893.058422	-475463.873
1940	0.005247	0.009329	0.003224	0.000594	426.902841	833.620695	-475484.653
1960	0.005184	0.008618	0.003187	0.000574	463.512133	792.201621	-475335.034
1980	0.005422	0.008824	0.003066	0.000579	455.601037	792.716893	-475372.641
2000	0.005668	0.008215	0.003310	0.000545	476.193851	811.364167	-475335.946
2020	0.005874	0.008433	0.003209	0.000560	461.910953	759.033673	-475372.048
2040	0.005810	0.008547	0.003295	0.000575	440.908866	676.378611	-475320.140
2060	0.005609	0.007961	0.003276	0.000559	457.849979	737.602766	-475289.435
2080	0.006004	0.009219	0.003240	0.000618	382.445650	719.848151	-475380.186
2100	0.005921	0.008270	0.003116	0.000623	399.948716	700.204229	-475318.158
2120	0.005719	0.008409	0.002972	0.000610	439.621312	694.744762	-475374.104
2140	0.005479	0.008363	0.003060	0.000597	414.784198	832.941943	-475481.441
2160	0.005517	0.008191	0.003060	0.000601	416.034205	812.435983	-475526.186
2180	0.005497	0.009244	0.003127	0.000624	402.059488	834.348650	-475485.356
2200	0.005428	0.008718	0.003181	0.000657	379.566123	765.357171	-475324.674
2220	0.005488	0.008947	0.003027	0.000640	383.838279	831.021847	-475358.991
2240	0.005153	0.008682	0.003165	0.000633	390.770207	869.075821	-475311.665
2260	0.005240	0.008628	0.003161	0.000628	465.437764	862.112552	-475487.880
2280	0.004937	0.008363	0.003047	0.000631	468.403934	896.458909	-475313.217
2300	0.004923	0.008271	0.003132	0.000638	447.147178	877.732890	-475405.901
2320	0.005129	0.008435	0.003146	0.000630	471.898511	868.246072	-475355.646
2340	0.005195	0.008458	0.003084	0.000622	466.226100	883.320223	-475438.349
2360	0.004925	0.008429	0.003236	0.000631	477.534987	852.812555	-475357.197
2380	0.005057	0.008725	0.003069	0.000624	418.762016	871.219726	-475267.224
2400	0.005256	0.008245	0.003025	0.000620	460.279850	875.131297	-475360.058
2420	0.005260	0.008140	0.003094	0.000627	428.545724	805.495035	-475399.741
2440	0.005457	0.008350	0.003200	0.000615	426.216592	769.925475	-475314.615
2460	0.005178	0.008873	0.003271	0.000603	415.315751	856.165264	-475410.238
2480	0.005357	0.009329	0.003245	0.000606	356.665085	840.119745	-475390.084
2500	0.005349	0.008947	0.003264	0.000624	348.194715	760.395917	-475251.826
2520	0.005027	0.008498	0.003075	0.000615	402.628769	854.619391	-475475.956
2540	0.005279	0.009154	0.003060	0.000650	438.801188	822.060956	-475382.605
2560	0.004935	0.008607	0.003161	0.000616	434.240387	869.848474	-475205.414
2580	0.005260	0.008588	0.003155	0.000589	509.274469	819.866245	-475308.089
2600	0.005367	0.008809	0.003079	0.000570	510.832321	806.478729	-475334.544
2620	0.005433	0.008377	0.003169	0.000591	446.752099	707.727961	-475320.150
2640	0.005515	0.008801	0.003263	0.000587	449.753297	707.493214	-475332.874
2660	0.005278	0.008830	0.003090	0.000627	402.337428	655.789252	-475368.017
2680	0.005194	0.008540	0.003046	0.000616	390.540205	674.157220	-475481.668
2700	0.005250	0.008662	0.003003	0.000623	397.165152	676.069179	-475398.452
2720	0.005448	0.009120	0.002985	0.000620	411.770188	725.363856	-475403.135
2740	0.005334	0.008110	0.003156	0.000583	528.124747	713.705056	-475296.725
2760	0.005492	0.008593	0.003096	0.000615	507.896689	729.374303	-475421.756
2780	0.005688	0.008547	0.003189	0.000639	506.623733	729.304479	-475363.719
2800	0.006044	0.007995	0.002967	0.000618	573.233097	745.307710	-475314.268
2820	0.005887	0.008046	0.003122	0.000613	508.872515	764.422476	-475381.307
2840	0.006299	0.008440	0.003073	0.000649	476.292052	709.839405	-475400.545
2860	0.005652	0.007753	0.003048	0.000619	458.998374	683.617424	-475276.967
2880	0.005648	0.008528	0.003020	0.000629	458.158818	726.182445	-475400.398
2900	0.005453	0.008619	0.003180	0.000625	444.689661	810.771183	-475391.665
2920	0.005220	0.008665	0.003151	0.000631	464.348502	785.875721	-475405.244
2940	0.005056	0.008481	0.003122	0.000617	483.415477	791.291145	-475345.365
2960	0.005001	0.009180	0.003053	0.000638	453.345072	809.301555	-475463.520
2980	0.004680	0.009061	0.002971	0.000636	454.569764	799.797450	-475415.272
3000	0.004758	0.008713	0.002909	0.000646	459.580168	793.964999	-475458.112
3020	0.005137	0.008984	0.003002	0.000664	459.292865	841.054455	-475402.433
3040	0.005097	0.008661	0.003125	0.000664	443.992524	878.848002	-475311.204
3060	0.004909	0.008526	0.002996	0.000638	442.970830	858.319060	-475393.978
3080	0.005182	0.008037	0.002955	0.000632	426.489485	894.036966	-475270.858
3100	0.004850	0.007974	0.003072	0.000607	425.548329	963.508927	-475357.638
3120	0.004804	0.008945	0.003097	0.000656	407.540980	1004.087187	-475390.216
3140	0.004528	0.008991	0.003222	0.000639	398.963027	970.159006	-475317.748
3160	0.004584	0.008901	0.002983	0.000651	393.052674	956.214414	-475334.422
3180	0.004307	0.008931	0.003126	0.000622	387.793476	1046.574807	-475350.396
3200	0.004544	0.008465	0.003039	0.000624	410.430776	1070.577441	-475340.563
3220	0.004811	0.009257	0.002923	0.000624	408.150813	1083.763333	-475404.244
3240	0.004899	0.009132	0.003012	0.000645	387.633041	1019.639094	-475295.210
3260	0.005042	0.008653	0.003004	0.000660	354.678120	935.409265	-475494.901
3280	0.005279	0.009003	0.002992	0.000671	359.702202	897.552574	-475384.853
3300	0.005008	0.008708	0.003179	0.000623	376.701710	913.842783	-475350.921
3320	0.005288	0.008566	0.003194	0.000642	391.377788	843.064594	-475293.196
3340	0.005396	0.008692	0.003110	0.000639	382.179735	851.307971	-475361.814
3360	0.004524	0.008402	0.003077	0.000640	371.377387	914.095622	-475205.134
3380	0.004829	0.008315	0.002954	0.000628	399.765994	959.790695	-475444.415
3400	0.005039	0.008904	0.002971	0.000660	390.874658	913.508379	-475316.721
3420	0.004961	0.008467	0.002945	0.000648	388.995206	961.167480	-475287.424
3440	0.004912	0.008737	0.003054	0.000658	370.261648	893.571845	-475364.979
3460	0.005351	0.008636	0.002998	0.000639	367.021773	937.660889	-475403.354
3480	0.005204	0.008566	0.002941	0.000629	355.143868	944.822194	-475360.683
3500	0.005260	0.008490	0.003131	0.000658	344.213118	865.507086	-475401.914
3520	0.004974	0.008436	0.003016	0.000640	347.343881	902.226848	-475405.295
3540	0.005020	0.008603	0.002943	0.000678	326.210354	888.839266	-475297.562
3560	0.005008	0.008549	0.003031	0.000659	332.380519	875.046476	-475395.852
3580	0.004788	0.009426	0.002948	0.000647	345.060669	970.771441	-475379.666
3600	0.004965	0.009038	0.002985	0.000642	338.796628	878.570421	-475446.628
3620	0.004763	0.008960	0.003032	0.000642	352.958353	896.418464	-475426.034
3640	0.004685	0.008670	0.003064	0.000621	341.838981	919.839983	-475351.462
3660	0.004767	0.009370	0.002968	0.000647	361.964482	932.355571	-475309.002
3680	0.004801	0.009829	0.003016	0.000636	378.187674	963.904828	-475400.203
3700	0.004605	0.009239	0.003060	0.000615	350.738417	982.057859	-475443.603
3720	0.004876	0.009281	0.002967	0.000642	373.603214	1004.684052	-475449.081
3740	0.004920	0.009208	0.003152	0.000666	408.847208	956.074714	-475421.327
3760	0.004665	0.008702	0.003189	0.000638	348.300143	967.207421	-475290.507
3780	0.005017	0.007850	0.003259	0.000618	364.133580	854.679893	-475190.871
3800	0.005328	0.008789	0.003020	0.000652	353.234251	854.259089	-475429.983
3820	0.004744	0.007755	0.003183	0.000616	337.932970	865.435595	-475350.488
3840	0.005054	0.008378	0.003079	0.000605	375.963453	836.944576	-475295.338
3860	0.005433	0.008381	0.003140	0.000622	387.334934	802.544213	-475365.142
3880	0.005972	0.008869	0.002957	0.000627	402.328790	748.911479	-475407.991
3900	0.005516	0.008825	0.003029	0.000607	436.382299	787.952716	-475473.678
3920	0.005263	0.008425	0.003093	0.000604	412.002854	815.849413	-475323.567
3940	0.005243	0.008553	0.003083	0.000588	375.480679	876.664860	-475403.943
3960	0.005155	0.009017	0.003160	0.000588	393.314222	847.435837	-475279.553
3980	0.004916	0.009108	0.003226	0.000560	394.226461	920.127957	-475415.060
4000	0.005111	0.008513	0.003243	0.000569	370.742906	878.913640	-475351.911
4020	0.005332	0.008902	0.003166	0.000576	337.508244	855.411531	-475410.928
4040	0.005108	0.009013	0.003136	0.000591	376.773253	852.387242	-475331.271
4060	0.005474	0.009177	0.003031	0.000604	363.176101	784.006636	-475475.127
4080	0.005101	0.009002	0.002953	0.000605	363.317757	943.920892	-475338.005
4100	0.005113	0.009048	0.002998	0.000603	371.290318	974.828329	-475422.016
4120	0.005021	0.008306	0.003093	0.000617	372.584645	925.200378	-475377.864
4140	0.005505	0.008447	0.003089	0.000631	377.411554	870.738734	-475404.933
4160	0.005229	0.007954	0.003038	0.000599	359.240653	845.478375	-475381.159
4180	0.005673	0.007946	0.003145	0.000608	381.757073	778.466199	-475412.557
4200	0.004986	0.008035	0.003003	0.000572	357.817437	825.708849	-475372.753
4220	0.005427	0.008643	0.003189	0.000615	321.071223	747.761076	-475494.989
4240	0.005199	0.007965	0.003216	0.000602	327.959362	737.022462	-475318.792
4260	0.005483	0.008245	0.003010	0.000623	323.089892	764.374753	-475393.050
4280	0.005151	0.008363	0.003181	0.000618	343.720085	835.505572	-475365.006
4300	0.005427	0.008476	0.003175	0.000598	375.195200	820.548679	-475367.771
4320	0.004958	0.009061	0.003300	0.000583	399.396492	837.870245	-475383.219
4340	0.005276	0.008721	0.003318	0.000578	415.690938	833.114373	-475332.671
4360	0.005201	0.009134	0.003162	0.000564	375.903942	832.729588	-475257.400
4380	0.005503	0.009254	0.003153	0.000586	368.175564	856.943976	-475408.451
4400	0.005666	0.009721	0.003253	0.000585	371.413856	809.929200	-475435.165
4420	0.005615	0.008532	0.003334	0.000543	404.855256	795.556322	-475406.438
4440	0.005441	0.009196	0.003415	0.000529	376.668360	800.764166	-475410.192
4460	0.005765	0.009766	0.003177	0.000547	356.017216	729.716656	-475341.165
4480	0.005183	0.009333	0.003188	0.000533	367.528359	881.073694	-475325.917
4500	0.004933	0.009578	0.003229	0.000540	312.618195	841.033452	-475289.199
4520	0.005330	0.009847	0.003219	0.000555	318.832145	826.289838	-475405.589
4540	0.005468	0.010105	0.003120	0.000573	308.015618	806.447774	-475362.573
4560	0.005185	0.009947	0.003239	0.000537	381.427823	925.759668	-475395.049
4580	0.005544	0.009842	0.003109	0.000557	379.246732	885.734578	-475383.524
4600	0.005389	0.009153	0.003107	0.000555	388.213959	866.177553	-475363.668
4620	0.005856	0.009388	0.003209	0.000557	380.161771	877.228335	-475515.606
4640	0.005817	0.009086	0.003285	0.000562	398.027197	856.755912	-475349.935
4660	0.005612	0.009117	0.003104	0.000580	384.724577	846.960223	-475301.186
4680	0.005150	0.008836	0.003165	0.000599	378.663686	723.843589	-475314.112
4700	0.005561	0.008869	0.003143	0.000606	387.147429	676.571470	-475364.318
4720	0.005504	0.008721	0.003141	0.000600	352.285214	754.068724	-475329.353
4740	0.005357	0.008741	0.003167	0.000584	341.200952	749.276520	-475344.380
4760	0.005207	0.008955	0.003123	0.000583	344.527415	717.080782	-475378.578
4780	0.005488	0.008170	0.003168	0.000569	388.672565	681.301446	-475256.116
4800	0.005739	0.008962	0.003162	0.000593	366.238205	708.147901	-475453.830
4820	0.005539	0.008296	0.003401	0.000558	378.693136	636.494138	-475315.343
4840	0.005890	0.008377	0.003183	0.000560	397.702066	709.458324	-475377.546
4860	0.005457	0.008348	0.003222	0.000567	330.723344	719.425213	-475350.345
4880	0.005309	0.008926	0.003200	0.000586	339.302829	654.540771	-475385.967
4900	0.005467	0.008510	0.003112	0.000567	355.775867	664.786899	-475400.021
4920	0.005405	0.008320	0.003232	0.000557	374.967645	749.328191	-475370.894
4940	0.005712	0.008789	0.003173	0.000574	359.440213	753.318418	-475458.579
4960	0.005866	0.009186	0.003188	0.000570	363.436550	690.558755	-475439.106
4980	0.005703	0.008975	0.003151	0.000566	399.173451	627.961393	-475260.869
5000	0.005867	0.009744	0.003128	0.000623	393.384909	543.255677	-475435.511
5020	0.005118	0.008475	0.003306	0.000571	427.758532	579.253512	-475424.456
5040	0.005424	0.008805	0.003105	0.000575	440.801080	599.872018	-475268.673
5060	0.005262	0.008916	0.003176	0.000592	409.137242	629.675044	-475330.988
5080	0.005346	0.009915	0.002895	0.000617	364.586125	610.342983	-475421.376
5100	0.005361	0.009313	0.003061	0.000594	365.375888	632.553144	-475416.663
5120	0.005307	0.009174	0.003260	0.000586	340.909404	627.602933	-475352.591
5140	0.005400	0.009332	0.003078	0.000580	348.262281	640.589924	-475361.001
5160	0.005493	0.009897	0.003184	0.000588	310.236408	552.432268	-475421.124
5180	0.005325	0.008965	0.003157	0.000576	325.549667	575.976580	-475269.940
5200	0.005717	0.009073	0.003177	0.000581	321.549465	602.082368	-475398.600
5220	0.006051	0.008436	0.003200	0.000555	364.099944	580.238764	-475360.886
5240	0.006025	0.008901	0.003170	0.000542	384.162422	631.509139	-475531.240
5260	0.005582	0.009063	0.003347	0.000537	407.297824	678.274710	-475374.386
5280	0.005476	0.009365	0.003372	0.000566	364.442925	645.403160	-475446.885
5300	0.005505	0.009164	0.003322	0.000556	382.827059	650.429609	-475524.809
5320	0.005503	0.009996	0.003199	0.000563	380.993947	689.366182	-475312.611
5340	0.005398	0.009276	0.003160	0.000536	390.003652	656.615933	-475481.712
5360	0.005740	0.009071	0.003315	0.000562	405.199224	605.291215	-475386.308
5380	0.005660	0.008936	0.003002	0.000586	433.837887	593.464970	-475243.993
5400	0.005568	0.008980	0.003057	0.000574	443.004489	593.618144	-475422.446
5420	0.005610	0.009156	0.003241	0.000597	451.403971	611.976694	-475301.989
5440	0.004984	0.009175	0.003216	0.000569	494.104739	664.085171	-475324.519
5460	0.005546	0.009053	0.003122	0.000577	436.601854	612.796925	-475335.922
5480	0.005554	0.009203	0.003139	0.000553	423.226593	613.552827	-475464.258
5500	0.005713	0.009387	0.003229	0.000559	436.713257	604.806752	-475421.678
5520	0.005432	0.010004	0.003104	0.000538	435.401761	634.949457	-475525.293
5540	0.005837	0.009051	0.003065	0.000563	460.815646	594.956158	-475355.725
5560	0.005665	0.008941	0.003219	0.000572	432.945382	676.591670	-475295.651
5580	0.005615	0.008892	0.003171	0.000572	445.487922	574.687390	-475457.149
5600	0.005901	0.008869	0.003320	0.000549	415.414168	645.204911	-475380.983
5620	0.005942	0.008931	0.003314	0.000556	441.151676	619.437831	-475436.267
5640	0.005456	0.008813	0.003132	0.000569	453.402284	589.287962	-475278.222
5660	0.006064	0.009993	0.003148	0.000579	379.479358	646.529941	-475343.387
5680	0.005786	0.009303	0.003355	0.000558	391.250272	613.143568	-475409.377
5700	0.005862	0.009500	0.003247	0.000544	392.085808	572.011537	-475364.044
5720	0.006304	0.009223	0.003260	0.000547	367.713563	550.596855	-475364.141
5740	0.005904	0.009141	0.003204	0.000536	343.027253	625.187798	-475367.243
5760	0.005814	0.009406	0.003325	0.000532	334.343924	629.016620	-475350.023
5780	0.005691	0.009274	0.003157	0.000520	363.928797	563.079267	-475388.255
5800	0.005857	0.009837	0.003124	0.000553	379.427873	521.764315	-475414.432
5820	0.005838	0.009440	0.003189	0.000538	423.278273	541.973671	-475455.938
5840	0.005938	0.009032	0.003216	0.000553	344.556551	610.720591	-475420.699
5860	0.006086	0.009467	0.003212	0.000564	345.577557	569.181802	-475307.802
5880	0.006057	0.008623	0.003247	0.000521	412.159923	581.971014	-475410.185
5900	0.005765	0.009747	0.003272	0.000544	439.927806	642.637873	-475339.335
5920	0.006014	0.010171	0.003312	0.000585	420.719486	553.173680	-475347.520
5940	0.005814	0.009302	0.003184	0.000538	425.707213	632.585005	-475461.781
5960	0.005794	0.009249	0.003215	0.000557	407.930206	551.220072	-475334.266
5980	0.005702	0.008522	0.003146	0.000576	375.897666	582.210920	-475331.578
6000	0.005611	0.008488	0.003114	0.000549	409.145861	599.900088	-475421.249
6020	0.005775	0.008284	0.003234	0.000546	412.812806	598.966300	-475410.243
6040	0.006335	0.009492	0.003046	0.000598	396.999396	588.779609	-475400.370
6060	0.006463	0.008637	0.003111	0.000591	438.166862	611.715276	-475377.969
6080	0.005776	0.008507	0.003297	0.000542	479.093651	634.540624	-475334.559
6100	0.005899	0.008968	0.003353	0.000572	442.385153	572.101342	-475355.976
6120	0.006337	0.009288	0.003197	0.000579	411.953284	567.969868	-475330.641
6140	0.006018	0.007608	0.003126	0.000545	465.271561	591.173635	-475320.075
6160	0.005858	0.008140	0.003314	0.000566	494.352362	624.045225	-475434.436
6180	0.005953	0.008598	0.003172	0.000591	458.541039	546.985060	-475459.897
6200	0.005968	0.008460	0.003132	0.000600	529.623074	479.781130	-475392.669
6220	0.006086	0.008442	0.003129	0.000601	524.116377	507.015274	-475324.742
6240	0.005761	0.007684	0.003117	0.000580	534.238123	546.742177	-475381.995
6260	0.005580	0.008039	0.003145	0.000586	474.758763	557.138362	-475240.567
6280	0.005647	0.008296	0.003087	0.000616	475.510953	566.326857	-475445.547
6300	0.006099	0.008272	0.003172	0.000603	515.788238	599.680727	-475339.161
6320	0.005435	0.008377	0.003121	0.000574	501.314444	641.324687	-475318.471
6340	0.005370	0.008639	0.003138	0.000602	517.405285	694.113760	-475301.695
6360	0.005358	0.007830	0.003242	0.000590	495.157508	672.847917	-475344.723
6380	0.005068	0.007926	0.003173	0.000568	479.258016	697.673164	-475212.928
6400	0.005053	0.008365	0.003223	0.000569	463.271356	706.176863	-475275.924
6420	0.005286	0.008319	0.003267	0.000597	510.693566	680.785013	-475354.887
6440	0.005577	0.008322	0.003214	0.000597	464.189187	654.811274	-475449.137
6460	0.005742	0.008949	0.003146	0.000607	455.673385	659.624182	-475423.293
6480	0.005714	0.008820	0.003171	0.000606	439.438099	646.260123	-475263.224
6500	0.005590	0.008734	0.003143	0.000615	458.372118	628.444592	-475345.750
6520	0.005142	0.008697	0.003238	0.000579	399.319789	663.554850	-475280.331
6540	0.005667	0.008234	0.003216	0.000600	449.532075	624.487282	-475330.896
6560	0.005856	0.008503	0.003151	0.000609	416.526110	566.366616	-475408.875
6580	0.005532	0.008352	0.003130	0.000566	438.616100	592.202004	-475314.186
6600	0.005780	0.009073	0.003185	0.000592	436.848927	580.852296	-475285.695
6620	0.005490	0.008666	0.003135	0.000588	420.236199	662.419750	-475402.205
6640	0.005858	0.008970	0.003089	0.000608	458.000726	594.694865	-475376.380
6660	0.005381	0.009788	0.003080	0.000602	454.549613	622.901801	-475377.476
6680	0.005438	0.008610	0.002968	0.000561	513.910238	644.193478	-475436.751
6700	0.005539	0.008667	0.003199	0.000577	496.506049	640.313034	-475470.387
6720	0.005821	0.008788	0.003168	0.000585	491.305307	555.570595	-475440.392
6740	0.005510	0.008518	0.003276	0.000577	535.814859	590.112299	-475546.709
6760	0.005647	0.008420	0.003314	0.000586	480.168178	515.840589	-475471.223
6780	0.005677	0.009084	0.003142	0.000601	498.593743	547.358537	-475352.050
6800	0.005229	0.008568	0.003091	0.000582	513.147594	532.979543	-475444.021
6820	0.005641	0.008917	0.003196	0.000606	491.600244	529.404390	-475512.898
6840	0.005709	0.008904	0.003246	0.000588	565.488914	521.379262	-475497.535
6860	0.005887	0.009599	0.003212	0.000582	554.317155	542.068373	-475522.315
6880	0.005736	0.009678	0.002999	0.000586	552.538935	553.441945	-475447.424
6900	0.005690	0.009327	0.003091	0.000603	442.790807	559.791050	-475463.882
6920	0.005526	0.009622	0.003033	0.000595	461.130234	642.397948	-475430.948
6940	0.006041	0.008717	0.003064	0.000596	482.001998	572.683360	-475443.680
6960	0.005956	0.009124	0.003088	0.000595	511.854188	609.332891	-475333.018
6980	0.005470	0.008919	0.003260	0.000570	522.308770	642.044264	-475387.949
7000	0.005405	0.008706	0.003161	0.000578	579.862418	588.742972	-475451.801
7020	0.005904	0.009040	0.003163	0.000594	552.565860	633.137563	-475438.758
7040	0.005297	0.008895	0.003142	0.000579	539.401167	706.502595	-475311.047
7060	0.005670	0.009233	0.003120	0.000582	548.539093	645.370177	-475408.058
7080	0.005622	0.009183	0.003132	0.000603	560.199075	654.762806	-475284.829
7100	0.005660	0.008601	0.003033	0.000606	560.792340	717.463540	-475425.322
7120	0.005642	0.008812	0.003121	0.000617	506.993106	701.349040	-475415.758
