Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
920	8729.3	47.11151	9268.8	78.55056	12581.5	38.91696	3801.0	7.47	4242.0	5.89
940	8940.3	47.70994	9171.5	75.01981	12467.4	37.02493	4220.0	7.25	4300.0	5.89
960	8708.4	47.81518	9322.6	76.35859	12548.4	37.58769	4058.0	7.34	4406.0	5.90
980	8775.1	45.19537	9437.4	75.26319	12366.5	38.17019	3835.0	7.22	4362.0	5.70
1000	8688.2	45.61891	9316.5	75.68472	12574.4	37.62886	4036.0	7.20	4515.0	5.68
1020	8309.4	45.49544	9419.4	75.19040	12850.4	38.89593	4135.0	7.14	4943.0	5.63
1040	8535.5	48.26528	9183.7	77.24868	12860.4	38.89682	4380.0	7.31	4787.0	5.89
1060	8610.4	47.22332	9130.0	79.38685	12839.4	38.52047	4226.0	7.45	4781.0	5.82
1080	8637.2	45.41905	9220.8	78.89039	12721.3	37.04683	4090.0	7.41	4711.0	5.71
1100	8756.9	42.94569	9229.5	75.02443	12592.5	40.12385	4038.0	7.04	4598.0	5.42
1120	8722.2	45.38498	9343.9	80.43096	12513.5	39.81827	3917.0	7.54	4548.0	5.76
1140	8904.1	45.21747	9137.8	77.36099	12537.5	38.98350	3891.0	7.31	4272.0	5.70
1160	8842.0	44.49454	9080.6	74.45101	12656.5	39.36550	3637.0	7.03	3906.0	5.54
1180	8456.1	43.68455	9331.7	78.59195	12791.4	38.59568	3472.0	7.33	4411.0	5.52
1200	8271.2	43.30517	9448.7	79.74759	12859.4	39.24216	3477.0	7.36	4723.0	5.46
1220	8303.1	42.44256	9305.9	80.53748	12970.5	41.21490	3207.0	7.34	4440.0	5.37
1240	8576.8	40.95000	9149.0	80.08755	12853.4	38.50370	3177.0	7.27	4199.0	5.27
1260	8374.0	42.19411	9416.5	77.02452	12788.5	39.67589	3079.0	7.13	4116.0	5.33
1280	8291.2	43.75168	9353.9	80.85007	12934.4	38.63316	3243.0	7.43	4363.0	5.53
1300	8315.0	41.25879	9315.0	81.61491	12949.4	38.84020	3222.0	7.41	4531.0	5.30
1320	8186.0	40.72519	9572.6	78.78850	12820.5	40.43063	2996.0	7.21	4471.0	5.22
1340	7822.1	39.65472	9604.6	79.47467	13152.5	41.78199	2721.0	7.11	4639.0	5.02
1360	7995.8	38.48981	9234.5	86.76290	13349.6	42.70418	2369.0	7.52	4300.0	5.02
1380	7864.2	41.05145	9031.3	82.38595	13684.4	41.79052	2642.0	7.27	4195.0	5.15
1400	7481.4	41.60276	9040.6	85.96024	14058.5	44.74031	2531.0	7.40	4388.0	5.19
1420	7616.2	39.74762	9176.3	83.69484	13787.6	43.99050	2668.0	7.28	4696.0	5.02
1440	7643.1	38.96339	9441.6	78.29451	13494.6	43.10199	2420.0	6.93	4373.0	4.89
1460	7736.2	40.44658	9073.3	82.52140	13770.5	42.58556	2556.0	7.17	4332.0	5.06
1480	7694.2	40.54524	9032.7	86.46814	13853.4	42.38412	2529.0	7.43	4417.0	5.12
1500	7724.1	39.92038	9581.2	85.96284	13274.3	38.37894	2211.0	7.58	4428.0	5.14
1520	7843.1	40.19495	9328.4	85.85151	13408.4	40.45601	2048.0	7.54	4055.0	5.17
1540	8076.8	38.74253	8955.5	84.05156	13547.5	41.79362	2468.0	7.31	4174.0	4.98
1560	8149.7	38.13456	9169.4	84.52375	13260.4	39.79765	2369.0	7.39	4189.0	4.97
1580	7708.4	42.22670	9411.5	88.27132	13460.4	40.56705	2337.0	7.73	4331.0	5.37
1600	7669.7	45.10089	9261.6	87.62684	13649.4	40.53697	2499.0	7.72	4253.0	5.58
1620	7933.2	42.01426	9343.0	82.30126	13303.4	39.94721	2486.0	7.35	4107.0	5.28
1640	7869.4	43.50615	9261.3	84.35692	13449.4	40.11578	2607.0	7.54	4193.0	5.45
1660	7917.1	41.03175	9674.5	78.32331	12987.5	40.22072	2341.0	7.15	4108.0	5.19
1680	7840.6	44.65493	9853.5	79.56787	12885.5	39.56977	2441.0	7.39	4009.0	5.57
1700	7671.5	43.63443	9652.5	78.77447	13255.5	42.11803	2623.0	7.15	4205.0	5.38
1720	7862.6	45.07646	9245.1	81.63632	13472.5	42.73372	2717.0	7.39	4085.0	5.56
1740	7645.7	44.81003	9239.1	81.51632	13695.4	41.80055	2751.0	7.26	4230.0	5.44
1760	7932.6	46.07257	9031.4	83.37596	13616.4	40.82650	2999.0	7.48	4147.0	5.62
1780	8110.5	45.23951	8696.4	80.52196	13773.5	43.90027	2954.0	7.21	3883.0	5.48
1800	8023.2	42.54232	8385.7	81.12549	14171.5	45.15950	3206.0	7.06	4189.0	5.17
1820	7726.4	42.58496	8512.7	82.00470	14341.5	44.07647	3199.0	7.07	4446.0	5.18
1840	7626.6	44.18484	8808.1	78.03222	14145.5	44.25078	3153.0	6.89	4331.0	5.26
1860	7715.5	43.19289	8843.3	80.44682	14021.5	44.66135	2956.0	7.11	4248.0	5.26
1880	7816.3	42.08203	8763.6	82.82155	14000.6	45.23155	3193.0	7.21	4657.0	5.19
1900	8135.0	40.64588	8620.5	80.76775	13824.6	44.43869	3480.0	7.08	4637.0	5.08
1920	8023.2	42.11231	8705.5	82.14554	13851.5	43.23174	3443.0	7.21	4618.0	5.23
1940	8139.2	43.04857	8847.4	81.85292	13593.6	43.76539	3186.0	7.25	4324.0	5.32
1960	8126.2	42.18139	8906.0	78.28415	13547.6	43.68612	3208.0	6.97	4185.0	5.20
1980	8084.2	42.96453	8900.0	78.41073	13595.5	42.07050	3123.0	6.99	4177.0	5.25
2000	7746.5	43.34657	8915.5	72.97423	13917.6	45.74433	3100.0	6.56	4108.0	5.13
2020	7708.8	45.84188	8805.7	74.09572	14065.5	44.68652	3154.0	6.70	4023.0	5.35
2040	7990.6	46.10915	8733.9	75.33235	13855.6	45.32512	3088.0	6.83	3724.0	5.46
2060	8029.4	43.85588	9032.4	71.91257	13517.6	43.81761	3055.0	6.58	3871.0	5.23
2080	7762.7	46.07997	9041.3	82.83950	13776.5	43.36093	2879.0	7.38	4131.0	5.60
2100	8039.7	47.41564	9396.6	77.86104	13143.5	41.23608	2953.0	7.23	3971.0	5.71
2120	8103.6	47.00627	9118.7	76.68629	13357.4	40.47072	3187.0	7.10	3976.0	5.65
2140	7846.5	44.18531	9396.8	80.30498	13336.5	41.00438	2947.0	7.29	4422.0	5.44
2160	7774.5	43.29753	9509.6	78.40000	13295.4	40.41742	2893.0	7.16	4361.0	5.36
2180	7984.3	43.05033	9307.3	84.81794	13288.5	40.86659	2982.0	7.58	4516.0	5.43
2200	8126.4	44.87673	9658.0	84.43590	12795.5	40.24619	2989.0	7.75	4427.0	5.69
2220	8037.3	42.91336	9429.1	84.15563	13113.4	39.33089	3036.0	7.60	4574.0	5.44
2240	8159.0	40.37002	9579.8	81.31066	12840.5	39.78749	3005.0	7.37	4658.0	5.19
2260	8219.2	42.92769	9422.9	80.99805	12937.5	40.62320	3456.0	7.43	4759.0	5.46
2280	8371.0	41.40970	9632.6	80.07167	12575.5	38.61059	3381.0	7.39	4773.0	5.36
2300	8383.9	40.53140	9713.5	79.28370	12481.5	38.50778	3319.0	7.35	4720.0	5.29
2320	8336.1	42.77844	9622.6	79.67209	12620.5	39.74088	3451.0	7.38	4724.0	5.44
2340	8176.2	43.06989	9488.9	81.50539	12914.5	40.63077	3379.0	7.48	4800.0	5.46
2360	8427.0	41.93134	9480.8	80.26450	12671.6	40.79012	3503.0	7.42	4652.0	5.39
2380	8237.0	41.13016	9392.0	82.44685	12950.5	39.80755	3182.0	7.48	4635.0	5.32
2400	8105.3	43.78048	9607.7	80.96500	12866.5	40.35487	3348.0	7.46	4733.0	5.54
2420	8237.2	43.57574	9564.6	78.45923	12777.5	39.49026	3150.0	7.30	4331.0	5.50
2440	8129.3	44.06233	9384.7	78.83507	13065.5	41.36127	3089.0	7.25	4297.0	5.47
2460	8072.1	41.45437	9310.0	81.45451	13197.6	42.20467	3077.0	7.29	4528.0	5.24
2480	7881.3	41.97390	9121.5	85.29507	13577.6	44.23375	2731.0	7.48	4359.0	5.30
2500	7994.3	43.07516	9369.1	83.68230	13216.6	42.31968	2598.0	7.53	4065.0	5.44
2520	8129.0	41.03649	9537.8	81.13983	12912.4	39.18599	2935.0	7.37	4516.0	5.26
2540	8301.2	44.10993	9414.2	84.35040	12864.5	39.53091	3304.0	7.72	4611.0	5.61
2560	8373.8	39.86838	9359.6	77.33586	12845.5	39.44336	3222.0	7.08	4522.0	5.10
2580	8367.3	44.48081	8979.1	79.95114	13233.6	42.55830	3548.0	7.22	4350.0	5.48
2600	8139.4	45.14575	8658.2	78.05898	13782.5	43.61374	3534.0	7.02	4194.0	5.44
2620	8181.3	44.44217	9028.8	76.56458	13369.6	42.75439	3113.0	7.01	3934.0	5.44
2640	8207.3	44.28975	8694.2	78.19752	13678.6	44.13775	3069.0	7.03	3820.0	5.38
2660	8403.3	44.71144	9047.1	80.02302	13129.5	40.65573	3008.0	7.35	3768.0	5.59
2680	8334.2	43.78058	9171.9	79.27800	13073.4	39.71621	2849.0	7.23	3731.0	5.49
2700	8397.3	44.80995	9076.1	80.20548	13106.4	39.87213	2794.0	7.36	3757.0	5.55
2720	8347.2	43.72754	8993.0	79.20266	13239.3	38.79698	3075.0	7.19	3919.0	5.43
2740	8489.3	45.75336	8879.7	74.17143	13210.6	42.31425	3505.0	6.88	3859.0	5.53
2760	8451.3	45.75786	9045.8	77.21755	13082.5	40.19020	3599.0	7.14	4167.0	5.61
2780	8364.5	47.56461	9213.8	78.06056	13001.5	41.38195	3735.0	7.33	4334.0	5.83
2800	8225.8	49.52914	9216.5	74.59100	13137.4	39.58339	3939.0	7.05	4401.0	5.88
2820	8159.6	47.19630	9240.5	74.54967	13179.5	40.96782	3584.0	7.02	4301.0	5.69
2840	8038.0	50.05739	9437.6	78.45704	13104.5	40.25975	3516.0	7.39	4268.0	6.03
2860	8319.5	47.29055	9436.2	73.62001	12823.4	38.87490	3242.0	7.00	3942.0	5.71
2880	8299.5	46.86649	9181.8	78.16129	13098.4	39.47624	3346.0	7.29	4117.0	5.73
2900	8117.4	44.62054	9320.9	80.90114	13141.5	41.76567	3287.0	7.40	4519.0	5.54
2920	8451.2	43.96250	9184.0	80.31014	12944.5	40.32113	3407.0	7.36	4296.0	5.52
2940	8545.1	43.50337	9145.0	79.61527	12889.5	40.71863	3550.0	7.28	4397.0	5.46
2960	8628.0	42.72486	9067.4	84.08469	12884.5	39.96222	3468.0	7.61	4407.0	5.48
2980	8750.8	41.30009	9084.3	82.41147	12744.4	37.64908	3381.0	7.51	4317.0	5.37
3000	8818.8	42.42938	9324.0	81.35238	12436.4	36.65115	3436.0	7.52	4285.0	5.50
3020	8587.1	44.05874	9413.1	83.51902	12579.4	37.22595	3561.0	7.76	4726.0	5.67
3040	8400.9	41.21850	9667.7	81.01893	12510.4	37.64801	3472.0	7.51	4879.0	5.36
3060	8490.0	42.60167	9456.9	81.68403	12632.4	38.69053	3333.0	7.51	4564.0	5.46
3080	8144.1	41.43106	9861.4	79.28326	12573.4	37.48988	3171.0	7.36	4748.0	5.34
3100	7977.9	38.92090	9919.4	79.43786	12681.4	38.68930	3003.0	7.26	4926.0	5.07
3120	8171.8	39.12532	9766.3	89.47624	12641.5	39.48056	3267.0	7.99	5305.0	5.27
3140	8364.7	38.35845	9515.3	87.29130	12699.5	40.31243	3180.0	7.79	4963.0	5.16
3160	8437.8	40.27918	9720.3	88.91000	12421.4	37.66819	3114.0	8.05	4923.0	5.41
3180	8286.5	35.90198	9704.1	85.93588	12588.5	39.86778	2939.0	7.64	5048.0	4.90
3200	8166.7	38.15106	9977.0	86.98644	12435.5	39.05089	3128.0	7.82	5351.0	5.14
3220	7861.9	38.15949	9694.4	89.33121	13023.4	38.42951	3156.0	7.80	5498.0	5.06
3240	8038.9	39.21877	9725.4	89.46154	12815.4	38.79427	3114.0	7.96	5296.0	5.22
3260	7966.0	40.08832	10164.9	87.89125	12448.4	37.81466	2688.0	7.97	5004.0	5.33
3280	7929.1	40.54810	9903.1	87.37941	12747.3	36.62032	2869.0	7.85	5011.0	5.33
3300	7932.1	40.49688	9693.0	85.28302	12954.5	41.06565	2829.0	7.62	4812.0	5.25
3320	7981.1	40.86977	9780.6	80.85658	12817.5	39.50762	2901.0	7.41	4678.0	5.29
3340	7941.2	41.43866	9716.8	82.18427	12921.4	38.62922	2976.0	7.43	4716.0	5.30
3360	8369.7	38.44127	9866.8	83.51251	12342.5	38.46439	2807.0	7.63	4682.0	5.16
3380	8153.9	39.28312	9884.7	82.61033	12540.4	37.25618	3015.0	7.52	4825.0	5.17
3400	8165.0	41.16402	9804.1	87.29526	12610.3	37.06111	3154.0	7.91	4962.0	5.43
3420	7993.0	39.63616	10026.8	85.79233	12559.4	37.08824	2932.0	7.79	5104.0	5.27
3440	8228.9	40.13299	9916.0	87.14090	12434.4	37.58315	2943.0	7.89	4829.0	5.36
3460	7828.2	41.10987	9912.9	85.41533	12838.4	38.44301	2823.0	7.72	4951.0	5.35
3480	7750.2	41.10690	9930.2	89.23641	12899.4	39.06370	2690.0	7.97	5041.0	5.37
3500	7856.3	42.32944	10114.8	85.75913	12608.5	39.38391	2695.0	7.85	4845.0	5.50
3520	8093.0	40.31007	9858.9	85.25247	12627.4	38.30918	2790.0	7.70	4742.0	5.31
3540	8054.0	40.50097	10293.8	88.02490	12231.4	36.03321	2619.0	8.03	4869.0	5.41
3560	8087.0	40.16597	10121.8	86.44088	12370.4	37.50015	2527.0	7.88	4641.0	5.35
3580	8038.8	38.68197	9729.5	91.11532	12811.4	37.82154	2689.0	8.02	4931.0	5.18
3600	8002.0	39.83420	9783.1	87.31152	12794.4	38.42626	2629.0	7.84	4712.0	5.27
3620	8122.8	38.25290	9779.9	84.88092	12676.4	37.46630	2682.0	7.58	4674.0	5.09
3640	8182.8	38.95711	9690.2	87.32573	12706.5	40.33771	2569.0	7.82	4651.0	5.20
3660	8292.8	39.41494	9437.6	89.73978	12849.4	38.04421	2887.0	7.97	4811.0	5.24
3680	8137.7	37.87998	9294.7	88.95106	13147.4	38.87836	3009.0	7.74	5035.0	5.03
3700	8057.8	38.20320	9574.5	89.64349	12947.5	41.21749	2723.0	7.88	4897.0	5.09
3720	8099.8	38.25110	9710.4	89.75287	12769.4	38.13694	3023.0	7.92	5167.0	5.15
3740	8232.0	41.08493	9631.5	90.14948	12716.5	40.20512	3282.0	8.09	5095.0	5.47
3760	8080.8	38.09776	9923.0	86.75559	12575.5	39.92269	2683.0	7.78	4940.0	5.11
3780	8023.0	40.11952	10021.3	78.40638	12534.6	40.92619	2641.0	7.26	4516.0	5.20
3800	8071.2	42.54152	9790.0	85.35271	12718.4	38.15342	2772.0	7.77	4533.0	5.50
3820	8059.0	40.04319	10100.4	80.80339	12419.6	40.50110	2490.0	7.44	4452.0	5.24
3840	8030.1	40.84978	9483.8	80.29849	13065.5	41.17737	2731.0	7.27	4342.0	5.23
3860	8010.3	43.22009	9668.7	80.60457	12900.5	39.88647	2845.0	7.37	4367.0	5.43
3880	7848.7	46.11633	9291.1	82.53218	13440.4	39.72255	2961.0	7.48	4292.0	5.67
3900	8126.4	44.81285	9007.2	80.57505	13446.4	40.81035	3194.0	7.27	4256.0	5.49
3920	8028.4	43.71505	9560.8	81.32730	12990.6	41.96945	2932.0	7.41	4289.0	5.49
3940	7776.1	40.31338	9420.9	80.74349	13382.5	41.28543	2692.0	7.17	4520.0	5.09
3960	7983.1	41.18511	9069.2	81.71207	13527.5	42.20748	2810.0	7.22	4305.0	5.16
3980	7808.1	39.59521	8998.4	83.24811	13773.6	45.48551	2803.0	7.19	4569.0	4.97
4000	7672.1	39.81750	9178.0	79.99788	13729.6	44.60471	2641.0	7.04	4426.0	4.99
4020	7547.3	40.56845	9276.0	81.69248	13756.5	43.63720	2387.0	7.15	4307.0	5.07
4040	7887.1	40.49673	9228.1	82.08641	13464.5	41.78335	2713.0	7.26	4370.0	5.13
4060	7858.4	42.88783	9068.4	84.01009	13653.5	41.88566	2688.0	7.43	4156.0	5.35
4080	7810.1	39.78861	9470.2	85.54030	13299.4	40.01480	2706.0	7.51	4697.0	5.14
4100	7697.1	39.77334	9536.2	85.99315	13346.4	39.60462	2753.0	7.52	4866.0	5.09
4120	7902.1	40.07400	9883.6	82.00095	12793.5	39.48747	2754.0	7.42	4723.0	5.20
4140	7783.4	43.09588	9798.8	82.94227	12997.4	39.73593	2895.0	7.57	4758.0	5.45
4160	7795.2	41.23142	9786.4	78.38895	12997.5	39.95273	2567.0	7.15	4329.0	5.21
4180	7895.5	44.78896	9682.6	79.76028	13001.6	42.04687	2677.0	7.33	4183.0	5.54
4200	7888.1	40.41834	9368.5	76.71081	13322.4	39.99961	2529.0	6.92	4190.0	5.02
4220	7858.3	42.56784	9567.9	82.33744	13153.5	41.83809	2357.0	7.42	4119.0	5.36
4240	8048.2	41.90942	9690.4	77.27077	12840.5	40.71576	2407.0	7.11	3864.0	5.26
4260	7951.4	43.41162	9732.6	80.81452	12895.4	38.57657	2438.0	7.39	4085.0	5.45
4280	8003.1	40.69389	9736.8	82.43938	12839.6	41.18368	2560.0	7.44	4395.0	5.24
4300	7817.4	42.55536	9474.8	80.08726	13287.6	42.49172	2714.0	7.22	4403.0	5.29
4320	8170.0	40.39081	8934.3	81.52279	13475.6	43.81479	2925.0	7.18	4325.0	5.10
4340	7896.2	41.28518	9061.1	80.18902	13622.6	44.75211	2884.0	7.08	4329.0	5.13
4360	7812.1	40.38083	8890.2	79.80085	13877.5	43.99867	2628.0	6.99	4086.0	5.01
4380	7581.4	42.17022	9086.4	84.00504	13912.5	43.72862	2599.0	7.31	4413.0	5.21
4400	7670.5	43.18982	8746.7	84.41899	14163.6	45.62227	2735.0	7.33	4218.0	5.28
4420	7493.5	41.71806	8886.9	76.25370	14199.7	47.45783	2676.0	6.70	4067.0	5.04
4440	7506.4	41.62828	8458.4	77.80024	14615.7	49.96171	2489.0	6.68	3844.0	4.94
4460	7484.6	42.96702	8267.8	80.70171	14828.5	46.16750	2459.0	6.86	3750.0	5.08
4480	7578.1	38.89173	8591.5	80.71706	14410.6	46.08571	2489.0	6.83	4224.0	4.78
4500	7591.9	37.45810	8594.8	83.48983	14393.6	46.69038	2170.0	7.00	3955.0	4.73
4520	7458.3	39.73162	8702.8	84.74992	14419.6	46.09424	2212.0	7.15	4108.0	4.93
4540	7645.3	41.20051	8575.1	86.61487	14360.5	44.81251	2296.0	7.35	4058.0	5.08
4560	7582.1	38.99140	8310.1	84.08357	14688.6	47.46261	2693.0	6.98	4363.0	4.82
4580	7443.4	41.11342	8620.9	84.94122	14516.5	45.28821	2679.0	7.17	4460.0	5.03
4600	7575.5	42.60973	8833.6	83.60157	14171.6	45.88776	2735.0	7.24	4348.0	5.20
4620	7337.6	42.49768	8891.4	81.85467	14351.6	46.25835	2694.0	7.03	4475.0	5.11
4640	7469.6	42.96717	8912.2	80.14081	14198.6	46.49787	2754.0	7.01	4398.0	5.16
4660	7645.5	42.82693	9049.3	82.27679	13885.5	43.12647	2768.0	7.19	4376.0	5.22
4680	8096.1	41.87934	9107.9	78.85271	13375.5	41.86794	2726.0	7.10	3906.0	5.23
4700	8193.4	44.69649	8990.1	79.41073	13396.6	42.75887	2815.0	7.21	3738.0	5.49
4720	7891.4	43.55666	9178.0	80.84189	13510.5	42.45639	2544.0	7.25	3930.0	5.37
4740	7911.2	42.00472	9050.1	80.12841	13618.5	43.06522	2547.0	7.12	3877.0	5.22
4760	8067.2	42.21075	8817.3	80.08292	13695.5	42.07443	2518.0	7.11	3675.0	5.22
4780	8015.3	43.31866	9052.5	74.10080	13511.5	42.36196	2627.0	6.75	3590.0	5.23
4800	7751.6	44.28046	9018.2	81.37731	13810.6	44.22667	2599.0	7.23	3905.0	5.39
4820	7859.3	42.62280	8799.5	71.63573	13920.6	45.49884	2562.0	6.44	3409.0	5.07
4840	7632.7	45.07532	8901.8	75.23415	14045.5	44.38940	2716.0	6.73	3736.0	5.32
4860	7689.4	41.84801	9153.8	77.26825	13736.6	44.53268	2305.0	6.89	3732.0	5.13
4880	8074.2	42.67152	8814.2	79.59881	13691.5	43.63787	2452.0	7.10	3480.0	5.27
4900	7915.5	44.70164	8911.0	77.59561	13753.6	44.19325	2474.0	6.99	3534.0	5.37
4920	7809.3	41.67280	9087.6	75.17195	13682.6	43.99038	2569.0	6.74	3890.0	5.07
4940	7600.5	42.94207	9047.0	78.69759	13932.5	43.89853	2543.0	7.01	3970.0	5.22
4960	7734.7	45.01281	8627.3	79.02571	14218.5	45.06067	2551.0	6.98	3656.0	5.35
4980	7988.6	46.17160	8531.3	77.70816	14060.5	44.27483	2795.0	6.91	3392.0	5.45
5000	8401.7	48.88184	8423.8	82.64204	13755.5	42.51860	2862.0	7.42	3175.0	5.84
5020	8540.2	45.06112	8544.8	72.47688	13494.6	44.07889	2860.0	6.66	3001.0	5.37
5040	8334.3	44.44053	8653.9	74.98104	13591.5	42.50112	2878.0	6.79	3278.0	5.36
5060	8427.2	44.51963	8673.1	77.37811	13479.5	42.80873	2925.0	7.00	3412.0	5.43
5080	8439.3	45.13323	8483.9	83.90859	13657.3	39.48119	2715.0	7.47	3404.0	5.57
5100	8265.3	44.47080	8592.5	81.07573	13722.4	41.83844	2646.0	7.19	3428.0	5.43
5120	8266.2	43.10389	8700.4	80.19302	13613.6	44.29478	2460.0	7.13	3368.0	5.30
5140	7993.4	43.77016	8561.5	80.37392	14025.4	42.73197	2445.0	7.10	3423.0	5.31
5160	8188.3	44.02950	8302.6	79.14558	14089.5	43.55476	2334.0	6.99	2999.0	5.30
5180	8256.2	43.14815	8640.1	77.22569	13683.5	43.54772	2212.0	6.91	3019.0	5.28
5200	7868.6	45.45148	8717.3	80.07867	13994.6	44.82322	2273.0	7.11	3230.0	5.47
5220	7787.8	47.10604	8569.8	72.96931	14222.6	45.87126	2513.0	6.59	3065.0	5.42
5240	7604.8	45.48841	8435.1	74.74266	14540.5	46.25336	2553.0	6.60	3278.0	5.27
5260	7853.4	43.07771	8323.3	76.15625	14403.7	48.38463	2674.0	6.63	3418.0	5.09
5280	8045.4	44.07029	8372.6	79.29488	14162.7	47.13316	2606.0	6.95	3383.0	5.27
5300	8026.4	43.81788	8346.4	76.83696	14207.6	46.68474	2620.0	6.79	3401.0	5.21
5320	7969.4	44.20688	8267.7	79.97107	14343.6	46.06820	2785.0	6.97	3562.0	5.28
5340	7903.4	43.21778	8233.5	76.72189	14443.6	46.24081	2573.0	6.71	3402.0	5.13
5360	8005.6	45.63037	8415.3	76.56673	14159.6	46.71526	2704.0	6.78	3268.0	5.36
5380	8381.5	46.98403	8456.1	75.02897	13742.4	41.92259	3052.0	6.87	3272.0	5.57
