Gen	theta:1:ajan	theta:2:alas	theta:3:R	tau:3:R	W:1->2:ajan->alas	W:2->1:alas->ajan	lnL
820	0.006934	0.007960	0.003238	0.000638	681.227995	582.309574	-538928.750
840	0.006355	0.007903	0.003475	0.000595	808.977231	608.367901	-538925.621
860	0.006754	0.008146	0.003147	0.000600	695.137349	624.458477	-538939.755
880	0.007320	0.008033	0.003376	0.000601	705.436899	598.933472	-538980.039
900	0.007259	0.007811	0.003364	0.000584	721.958365	640.340997	-538743.243
920	0.007126	0.008168	0.003452	0.000564	746.730914	679.098499	-538995.042
940	0.007016	0.008451	0.003512	0.000599	694.543396	682.126859	-538832.327
960	0.007552	0.008873	0.003506	0.000593	695.766266	641.836952	-538981.029
980	0.006983	0.008531	0.003390	0.000569	769.437848	678.685106	-539077.006
1000	0.007164	0.009463	0.003317	0.000593	738.521038	628.381056	-538975.000
1020	0.006892	0.009353	0.003273	0.000605	714.079291	588.031233	-539000.014
1040	0.007746	0.008411	0.003378	0.000615	721.775628	594.549003	-538840.920
1060	0.007251	0.008352	0.003411	0.000600	730.305309	558.136771	-538856.006
1080	0.006889	0.007795	0.003235	0.000600	680.092918	575.723529	-538965.753
1100	0.007230	0.007850	0.003235	0.000616	718.330888	617.662965	-538841.854
1120	0.007741	0.008224	0.003273	0.000620	738.273888	548.520014	-538887.058
1140	0.007335	0.008089	0.003258	0.000616	788.434694	549.158563	-538807.293
1160	0.007409	0.008182	0.003399	0.000631	806.386177	553.262153	-538861.265
1180	0.007040	0.008299	0.003303	0.000596	843.092847	580.591379	-539049.986
1200	0.007079	0.008230	0.003520	0.000582	930.429229	586.647618	-538793.502
1220	0.007411	0.008940	0.003295	0.000599	869.513733	560.949066	-538994.036
1240	0.007488	0.008370	0.003432	0.000591	807.629947	549.809361	-538985.302
1260	0.007261	0.008698	0.003500	0.000585	826.656672	529.431841	-538764.226
1280	0.006961	0.008236	0.003281	0.000569	880.250477	498.783135	-538900.982
1300	0.007042	0.007853	0.003589	0.000606	833.895160	455.330917	-538738.282
1320	0.007267	0.007952	0.003431	0.000635	742.550616	456.303957	-538875.966
1340	0.006541	0.008319	0.003261	0.000619	757.926758	435.273838	-538856.365
1360	0.006718	0.008464	0.003398	0.000618	686.621674	469.937593	-538776.552
1380	0.006513	0.008062	0.003236	0.000625	632.872480	483.493348	-538800.775
1400	0.006941	0.008725	0.003200	0.000642	628.530646	515.226153	-539015.967
1420	0.006851	0.008710	0.003187	0.000651	659.925245	565.586818	-539060.410
1440	0.006463	0.008580	0.003199	0.000621	679.453865	585.487558	-538835.941
1460	0.007275	0.008802	0.003280	0.000685	645.749079	526.222461	-538993.870
1480	0.007100	0.008044	0.003139	0.000634	635.529309	546.895941	-539023.662
1500	0.007527	0.007598	0.003088	0.000640	647.831527	550.976581	-539015.352
1520	0.007362	0.007583	0.003166	0.000633	642.232407	619.190168	-539076.994
1540	0.006744	0.007902	0.003295	0.000673	646.936555	588.733284	-538991.847
1560	0.007167	0.008023	0.003303	0.000653	655.115972	598.607816	-538901.918
1580	0.006755	0.008016	0.003265	0.000630	658.598576	602.931007	-538840.800
1600	0.006325	0.009090	0.003197	0.000630	666.353561	612.197090	-538781.459
1620	0.006174	0.009260	0.003318	0.000636	675.981842	648.175494	-538946.242
1640	0.006574	0.009023	0.003286	0.000636	686.560871	584.610354	-538830.532
1660	0.006415	0.009234	0.003401	0.000639	703.258614	642.983489	-539023.091
1680	0.006948	0.008467	0.003281	0.000625	651.029453	644.598147	-538987.332
1700	0.007453	0.008496	0.003277	0.000611	640.428395	661.226301	-538931.534
1720	0.006897	0.008301	0.003379	0.000613	604.717305	745.625883	-539001.996
1740	0.007044	0.008935	0.003222	0.000622	632.086903	630.174032	-538899.935
1760	0.006890	0.008548	0.003311	0.000635	629.974461	696.784163	-538894.293
1780	0.006386	0.008473	0.003269	0.000631	623.898274	609.171203	-538794.739
1800	0.006665	0.008941	0.003276	0.000625	582.259631	570.960373	-538959.568
1820	0.006435	0.009135	0.003333	0.000629	626.367112	548.378865	-538899.320
1840	0.006795	0.008606	0.003247	0.000641	628.600420	544.399156	-539025.127
1860	0.006871	0.008812	0.003252	0.000625	615.864348	628.992059	-538913.614
1880	0.006841	0.008494	0.003176	0.000639	602.693232	636.536607	-538906.742
1900	0.007317	0.008319	0.003334	0.000634	584.975271	595.783028	-538907.248
1920	0.007086	0.007992	0.003201	0.000617	629.657030	602.752718	-538906.103
1940	0.007062	0.008167	0.003422	0.000627	638.222697	664.196351	-538870.296
1960	0.007048	0.007956	0.003320	0.000626	636.708107	675.476140	-538947.443
1980	0.007117	0.008100	0.003256	0.000644	653.760981	632.738240	-539047.677
2000	0.006858	0.007543	0.003217	0.000640	731.763624	621.113803	-538973.904
2020	0.007023	0.008539	0.003194	0.000664	659.991343	619.066621	-538944.566
2040	0.006574	0.007448	0.003264	0.000627	709.986594	628.414974	-538937.952
2060	0.007209	0.007515	0.003343	0.000654	702.834159	665.694723	-538989.254
2080	0.006875	0.008255	0.003193	0.000640	667.639614	627.151292	-538915.832
2100	0.006853	0.008345	0.003311	0.000658	636.076325	641.839078	-539004.062
2120	0.006655	0.007727	0.003170	0.000641	671.122524	675.546175	-538975.131
2140	0.006892	0.007514	0.003190	0.000647	645.195378	649.436089	-538879.600
2160	0.006707	0.007624	0.003135	0.000656	692.290352	665.529151	-539015.536
2180	0.006907	0.007980	0.003361	0.000641	640.960491	633.197211	-538991.360
2200	0.006779	0.007821	0.003417	0.000620	667.117406	705.717065	-539000.410
2220	0.007182	0.007836	0.003385	0.000633	565.918214	668.994595	-538870.278
2240	0.007411	0.007762	0.003206	0.000623	564.986136	655.182411	-538909.982
2260	0.007616	0.008235	0.003306	0.000641	548.285515	700.228393	-538922.766
2280	0.007186	0.008188	0.003361	0.000614	567.957228	707.184591	-539032.600
2300	0.007004	0.008581	0.003345	0.000616	536.394939	693.501604	-538962.849
2320	0.006996	0.008906	0.003372	0.000616	550.916502	711.187366	-538830.279
2340	0.007330	0.008393	0.003128	0.000583	592.479187	774.685990	-538881.030
2360	0.007066	0.009136	0.003206	0.000588	601.793132	733.359924	-538938.611
2380	0.007518	0.008813	0.003343	0.000620	600.628666	741.302304	-538924.599
2400	0.007062	0.008505	0.003196	0.000616	597.246428	808.253723	-538955.641
2420	0.006959	0.008654	0.003154	0.000637	600.091714	754.316628	-538952.326
2440	0.007089	0.008708	0.003194	0.000638	562.887480	699.779122	-538875.599
2460	0.006414	0.009154	0.003154	0.000638	572.758643	752.824891	-538876.139
2480	0.006222	0.009264	0.003277	0.000633	596.435669	766.449500	-538923.505
2500	0.006527	0.008345	0.003219	0.000648	646.629649	768.076288	-539019.374
2520	0.006732	0.009157	0.003131	0.000658	634.215713	754.959273	-538995.154
2540	0.006765	0.008246	0.003223	0.000623	682.559227	784.824513	-538881.797
2560	0.006773	0.008096	0.003367	0.000623	663.405451	823.588543	-538839.534
2580	0.007022	0.008381	0.003338	0.000626	591.278779	828.471634	-538841.800
2600	0.006826	0.008495	0.003501	0.000639	551.000673	772.846239	-538980.038
2620	0.006624	0.008284	0.003258	0.000633	590.479682	717.996542	-538884.589
2640	0.006961	0.008314	0.003060	0.000633	627.585019	738.862543	-538949.471
2660	0.007580	0.008255	0.003222	0.000671	597.854327	676.047232	-538937.377
2680	0.007308	0.008238	0.003250	0.000650	606.565580	689.684327	-539003.341
2700	0.006779	0.007936	0.003098	0.000664	684.882938	696.094820	-538915.919
2720	0.007174	0.007974	0.003293	0.000673	654.453497	699.630308	-539041.117
2740	0.006445	0.007924	0.003142	0.000650	632.068998	723.382877	-538953.012
2760	0.006049	0.008138	0.003228	0.000641	671.091112	708.068223	-538945.447
2780	0.006356	0.008020	0.003228	0.000666	615.440523	762.513101	-538867.057
2800	0.006385	0.007880	0.003206	0.000695	585.197370	787.469851	-538880.765
2820	0.006429	0.008209	0.003065	0.000675	608.880871	809.877833	-538786.706
2840	0.006474	0.008136	0.003110	0.000679	644.928338	778.760466	-538883.601
2860	0.006504	0.008329	0.003080	0.000703	656.669912	848.988588	-538927.134
2880	0.005919	0.008624	0.003176	0.000690	636.159554	863.030561	-538944.868
2900	0.006039	0.008391	0.003168	0.000681	615.485843	807.303350	-538941.157
2920	0.006206	0.008453	0.003116	0.000669	640.090858	858.575908	-538769.365
2940	0.006163	0.008531	0.003191	0.000649	638.798741	893.897570	-538903.116
2960	0.006643	0.008451	0.003260	0.000612	625.122885	879.291815	-538966.969
2980	0.006326	0.008259	0.003289	0.000616	631.099690	884.053284	-538881.568
3000	0.006193	0.008149	0.003361	0.000624	659.734794	841.500675	-538711.513
3020	0.006438	0.008132	0.003431	0.000612	713.342671	802.632126	-538880.599
3040	0.006449	0.008151	0.003290	0.000633	633.413138	705.278297	-538959.074
3060	0.006485	0.008048	0.003344	0.000634	611.812216	707.327153	-538753.921
3080	0.007011	0.008516	0.003182	0.000650	593.116167	674.062164	-538920.826
3100	0.006748	0.008679	0.003195	0.000642	637.228978	705.404631	-538970.792
3120	0.006941	0.008961	0.003284	0.000633	665.274939	739.168294	-539027.541
3140	0.006274	0.008531	0.003230	0.000630	611.304301	747.788757	-538971.805
3160	0.006633	0.008918	0.003163	0.000653	610.474113	779.678598	-539011.892
3180	0.006273	0.008446	0.003390	0.000607	624.606253	797.032941	-538973.968
3200	0.006456	0.008342	0.003400	0.000600	649.533950	846.847788	-538966.991
3220	0.006583	0.008579	0.003194	0.000634	612.469182	824.577788	-538930.911
3240	0.006039	0.008448	0.003329	0.000647	636.136372	774.809978	-538974.937
3260	0.006687	0.008585	0.003168	0.000665	631.522852	810.804512	-538897.453
3280	0.007206	0.007882	0.003279	0.000667	626.602475	789.455996	-538950.157
3300	0.006986	0.007895	0.003178	0.000643	611.327444	804.506864	-538843.258
3320	0.006706	0.008275	0.003179	0.000658	647.041976	804.822039	-538774.928
3340	0.006782	0.007979	0.003094	0.000657	635.554353	776.679512	-538969.119
3360	0.006856	0.007642	0.003363	0.000659	617.678912	723.168075	-538869.554
3380	0.006567	0.007695	0.003090	0.000642	658.815551	697.319764	-538820.184
3400	0.006286	0.007982	0.003482	0.000647	601.033152	633.326586	-538837.476
3420	0.006625	0.007689	0.003340	0.000645	646.477901	608.563057	-538899.257
3440	0.006889	0.008514	0.003337	0.000643	599.323502	666.207253	-538954.326
3460	0.006850	0.008048	0.003523	0.000628	653.937444	692.088144	-538865.481
3480	0.006431	0.007881	0.003488	0.000584	692.586647	716.217731	-538893.129
3500	0.007459	0.007970	0.003304	0.000608	714.249968	693.280078	-539058.770
3520	0.006785	0.008220	0.003234	0.000622	629.455160	695.917359	-539009.763
3540	0.006683	0.008241	0.003281	0.000603	647.879371	709.472220	-538978.674
3560	0.007225	0.008245	0.003200	0.000611	704.531865	705.372975	-538824.799
3580	0.006964	0.008422	0.003418	0.000601	691.002899	680.979873	-539022.545
3600	0.007295	0.008549	0.003326	0.000619	670.868612	576.437830	-539034.587
3620	0.007232	0.008003	0.003247	0.000613	681.811265	608.338145	-538833.749
3640	0.006720	0.008267	0.003322	0.000587	683.887129	641.402053	-538909.637
3660	0.006930	0.008598	0.003394	0.000605	598.580399	574.058095	-538878.578
3680	0.007287	0.008362	0.003438	0.000605	646.795703	530.729207	-539106.655
3700	0.007259	0.008713	0.003440	0.000592	695.269428	526.339258	-539003.095
3720	0.006864	0.008409	0.003343	0.000586	687.497637	524.219401	-539021.615
3740	0.006692	0.009121	0.003344	0.000595	667.044781	532.294472	-538959.653
3760	0.006679	0.008328	0.003185	0.000591	705.965146	506.909201	-539078.294
3780	0.007216	0.008616	0.003174	0.000616	723.500625	498.665532	-539078.978
3800	0.007451	0.007829	0.003214	0.000604	773.485487	498.024678	-538978.907
3820	0.007726	0.008448	0.003219	0.000612	702.011517	506.418204	-538848.954
3840	0.007502	0.008412	0.003294	0.000609	656.499630	538.062351	-539041.380
3860	0.007513	0.007922	0.003410	0.000607	723.988432	515.281914	-538918.141
3880	0.007368	0.008213	0.003380	0.000599	711.212270	517.429628	-538933.415
3900	0.007875	0.008005	0.003221	0.000602	729.088977	480.453128	-538892.050
3920	0.007198	0.008072	0.003478	0.000585	743.118770	525.376100	-539091.628
3940	0.007047	0.007854	0.003445	0.000573	702.057757	554.556455	-538792.666
3960	0.007533	0.007859	0.003440	0.000575	676.764440	543.672794	-538800.048
3980	0.007895	0.007847	0.003488	0.000578	670.425171	555.847932	-538937.687
4000	0.007650	0.007795	0.003330	0.000580	730.533582	559.701496	-538774.547
4020	0.007698	0.007514	0.003231	0.000604	702.323746	466.448054	-538968.183
4040	0.007422	0.008230	0.003240	0.000615	696.718802	464.331785	-538984.021
4060	0.007351	0.008454	0.003337	0.000596	645.799320	530.224790	-538894.167
4080	0.007090	0.008400	0.003410	0.000582	666.720990	524.762709	-538755.588
4100	0.006950	0.007926	0.003482	0.000585	697.117896	565.185243	-538810.261
4120	0.007076	0.007959	0.003498	0.000586	732.304349	553.898925	-538953.611
4140	0.007523	0.008175	0.003338	0.000621	692.213862	600.306372	-538950.082
4160	0.007140	0.007618	0.003350	0.000613	720.497147	634.676856	-538885.475
4180	0.007104	0.007437	0.003259	0.000605	705.750632	619.461061	-538932.829
4200	0.007127	0.007335	0.003257	0.000633	694.536442	593.152578	-538966.145
4220	0.007726	0.007715	0.003156	0.000632	769.450915	576.808161	-538944.405
4240	0.007589	0.007652	0.003336	0.000663	834.183730	557.825681	-538886.628
4260	0.007102	0.007401	0.003201	0.000657	753.900375	562.609174	-538809.543
4280	0.007006	0.007286	0.003264	0.000651	817.287846	555.535706	-538801.010
4300	0.006378	0.007285	0.003222	0.000642	806.354272	606.832552	-538983.349
4320	0.006966	0.007874	0.003091	0.000650	804.264742	591.883737	-539072.654
4340	0.006942	0.007776	0.003253	0.000643	749.564418	618.765945	-538877.855
4360	0.007444	0.007682	0.003276	0.000638	722.717172	561.105316	-538838.797
4380	0.006953	0.007632	0.003369	0.000617	732.610371	588.243537	-538879.708
4400	0.007173	0.008135	0.003241	0.000646	680.674242	533.824923	-538945.592
4420	0.006922	0.007749	0.003195	0.000626	684.984004	523.662775	-538945.720
4440	0.007219	0.008104	0.003204	0.000651	659.963683	523.356193	-538840.212
4460	0.007569	0.007895	0.003339	0.000620	737.686917	574.826789	-538857.415
4480	0.006899	0.007906	0.003379	0.000605	719.540140	626.370496	-538841.235
4500	0.007225	0.007889	0.003266	0.000604	749.815791	604.639159	-538952.162
4520	0.007170	0.007772	0.003339	0.000636	731.386672	566.861106	-538866.630
4540	0.007090	0.007777	0.003290	0.000613	751.144440	556.723714	-538868.901
4560	0.007483	0.008273	0.003321	0.000630	667.479920	560.647715	-538864.923
4580	0.007277	0.008183	0.003315	0.000606	674.203553	549.349974	-538911.252
4600	0.007245	0.008980	0.003462	0.000595	720.979420	581.825804	-539005.477
4620	0.007200	0.008426	0.003354	0.000580	800.676798	560.010256	-538902.296
4640	0.007084	0.008400	0.003240	0.000596	737.066007	530.580431	-538914.125
4660	0.006999	0.008789	0.003329	0.000586	726.118674	554.309705	-538903.208
4680	0.007405	0.008704	0.003228	0.000581	742.048018	561.769846	-538995.107
4700	0.007098	0.008204	0.003240	0.000575	774.142656	556.572853	-538938.680
4720	0.007193	0.008043	0.003441	0.000575	744.803649	580.774450	-538803.593
4740	0.007698	0.008380	0.003341	0.000595	721.634615	515.403862	-538955.507
4760	0.007253	0.008107	0.003461	0.000584	755.849611	511.407008	-538880.201
4780	0.007489	0.008302	0.003303	0.000605	787.377785	488.154409	-538947.836
4800	0.007762	0.008115	0.003420	0.000579	751.150794	444.632818	-538859.065
4820	0.007665	0.008497	0.003441	0.000612	762.547020	496.812976	-538921.784
4840	0.007235	0.007982	0.003504	0.000615	734.971772	508.731572	-538848.743
4860	0.007255	0.008009	0.003373	0.000604	756.638817	457.216034	-538850.792
4880	0.007226	0.008054	0.003390	0.000607	703.686630	431.109903	-538879.047
4900	0.007762	0.008037	0.003216	0.000616	701.090855	421.846430	-538952.166
4920	0.007474	0.008562	0.003338	0.000609	726.879712	411.908784	-539014.756
4940	0.007485	0.008095	0.003507	0.000599	715.631380	399.529032	-538950.335
4960	0.007678	0.008098	0.003407	0.000561	794.185123	418.797034	-538919.183
4980	0.007564	0.008667	0.003446	0.000598	734.902570	423.017549	-538810.911
5000	0.007795	0.008779	0.003401	0.000593	770.411263	443.725055	-538929.506
5020	0.007799	0.008177	0.003486	0.000563	809.233495	408.175369	-538887.026
5040	0.007559	0.008441	0.003609	0.000563	811.167705	427.911907	-538947.163
5060	0.007821	0.008508	0.003523	0.000561	740.558015	422.715677	-538958.112
5080	0.007425	0.009011	0.003427	0.000569	764.584571	451.633519	-538982.940
5100	0.007160	0.009118	0.003461	0.000591	703.316305	449.175019	-538900.684
5120	0.007632	0.008957	0.003373	0.000579	658.176634	424.364618	-538917.765
5140	0.007610	0.008787	0.003433	0.000553	668.265635	411.119172	-538832.821
5160	0.007962	0.008637	0.003292	0.000549	683.976808	445.903092	-538934.029
5180	0.008431	0.008976	0.003335	0.000562	648.176439	426.643700	-538908.481
5200	0.008349	0.008460	0.003477	0.000534	640.853200	410.405445	-539034.724
5220	0.007884	0.008900	0.003372	0.000563	626.777185	380.534828	-538819.749
5240	0.008402	0.008508	0.003411	0.000571	696.786078	346.936178	-539082.422
5260	0.007977	0.008507	0.003297	0.000542	817.604114	398.653685	-539044.665
5280	0.008350	0.008554	0.003460	0.000548	759.079350	372.201995	-538964.852
5300	0.007914	0.008726	0.003405	0.000541	764.595239	375.057389	-538975.813
5320	0.008454	0.009263	0.003213	0.000555	787.671534	404.544665	-539015.211
5340	0.008266	0.008309	0.003474	0.000554	759.636531	362.536678	-539001.514
5360	0.008049	0.008289	0.003413	0.000571	656.625923	364.488148	-538979.130
5380	0.008364	0.008552	0.003249	0.000589	619.029818	337.686331	-539073.052
5400	0.008181	0.009388	0.003236	0.000598	630.107253	364.472158	-539110.469
5420	0.007660	0.008685	0.003323	0.000578	652.617720	417.834216	-538970.293
5440	0.007653	0.008159	0.003331	0.000577	671.330471	392.148072	-538883.547
5460	0.007855	0.007720	0.003386	0.000582	740.406836	413.917761	-538944.409
5480	0.008201	0.007980	0.003164	0.000578	667.086570	462.519037	-538995.835
5500	0.007804	0.008519	0.003262	0.000594	673.410843	450.508472	-539130.264
5520	0.007655	0.008634	0.003242	0.000609	660.953381	456.414052	-539010.812
5540	0.006990	0.008091	0.003302	0.000601	669.648330	498.316960	-538911.538
5560	0.007116	0.008198	0.003360	0.000614	682.215521	456.656860	-538773.487
5580	0.007372	0.007952	0.003444	0.000634	693.970228	416.595375	-538873.584
5600	0.007702	0.007904	0.003381	0.000614	721.161844	416.063970	-539010.001
5620	0.007470	0.008336	0.003279	0.000610	714.831206	449.015939	-538996.493
5640	0.007516	0.008006	0.003254	0.000600	711.121430	453.885620	-538946.592
5660	0.007494	0.007740	0.003302	0.000582	820.776762	426.614740	-538908.757
5680	0.007810	0.007627	0.003361	0.000600	784.962301	412.792580	-538855.465
5700	0.008567	0.007881	0.003258	0.000586	746.087668	395.666553	-538921.909
5720	0.007718	0.008392	0.003212	0.000579	807.166012	437.574657	-538974.816
5740	0.007649	0.007552	0.003437	0.000544	781.014499	441.246819	-538798.406
5760	0.007778	0.007744	0.003378	0.000557	777.305889	443.714112	-538951.041
5780	0.008365	0.007706	0.003450	0.000587	720.161840	398.181767	-539018.274
5800	0.007643	0.007627	0.003458	0.000577	743.196503	433.227704	-538884.843
5820	0.008347	0.008216	0.003360	0.000561	750.371954	430.711744	-538975.404
5840	0.007729	0.008505	0.003525	0.000583	675.326479	464.134307	-538992.455
5860	0.007168	0.008200	0.003495	0.000575	698.747707	497.216005	-538815.707
5880	0.007530	0.008555	0.003495	0.000597	694.723785	442.592421	-538897.055
5900	0.007650	0.008509	0.003344	0.000607	711.776258	413.362755	-538988.535
5920	0.007650	0.007734	0.003360	0.000582	722.754513	468.883209	-538913.892
5940	0.007655	0.007834	0.003391	0.000607	718.913703	391.642821	-539017.685
5960	0.007556	0.007917	0.003276	0.000610	753.563118	420.978074	-538943.412
5980	0.007985	0.008211	0.003389	0.000616	816.238152	391.175457	-538846.813
6000	0.007921	0.008183	0.003403	0.000618	831.463949	366.789352	-538966.383
6020	0.007817	0.008266	0.003318	0.000609	846.983474	360.383068	-538909.984
6040	0.008330	0.007706	0.003427	0.000612	918.345631	366.329593	-538688.926
6060	0.008380	0.007385	0.003326	0.000582	1013.621030	368.628712	-539005.905
6080	0.008904	0.008321	0.003235	0.000615	947.461579	350.550589	-538898.805
6100	0.007739	0.008051	0.003405	0.000601	956.476730	377.343005	-538825.097
6120	0.007686	0.008121	0.003440	0.000601	915.600676	407.354425	-538943.433
6140	0.007357	0.008016	0.003386	0.000600	945.029143	408.804729	-538906.133
6160	0.007555	0.008181	0.003337	0.000610	889.311570	405.663549	-538955.158
6180	0.007479	0.007641	0.003184	0.000610	891.440858	436.880958	-538980.759
6200	0.008613	0.007727	0.003341	0.000624	876.314743	389.979124	-539013.591
6220	0.008364	0.007255	0.003275	0.000625	795.304578	373.245615	-539128.177
6240	0.008546	0.007383	0.003262	0.000610	877.847016	386.527303	-539042.349
6260	0.007840	0.006931	0.003399	0.000616	916.934716	388.308053	-538876.348
6280	0.008027	0.006937	0.003342	0.000610	941.234760	331.470574	-538814.007
6300	0.008258	0.007399	0.003321	0.000615	905.213919	288.900729	-538864.901
6320	0.007590	0.007336	0.003293	0.000596	931.619071	325.006958	-538707.426
6340	0.007883	0.007136	0.003275	0.000630	897.344221	333.790236	-538923.239
6360	0.007859	0.007306	0.003363	0.000638	866.573475	343.728394	-538904.225
6380	0.008537	0.007978	0.003223	0.000659	810.848868	391.117346	-538908.713
6400	0.007979	0.008055	0.003191	0.000649	897.788017	388.065597	-538987.391
6420	0.007733	0.007681	0.003382	0.000643	902.316082	392.520245	-538959.975
6440	0.007553	0.007347	0.003285	0.000641	869.653294	425.372606	-538887.146
6460	0.007819	0.006723	0.003395	0.000654	822.689273	416.595426	-538893.693
6480	0.007918	0.006671	0.003204	0.000625	854.393128	358.747704	-538952.395
6500	0.008125	0.007194	0.003208	0.000634	801.815029	362.351028	-538846.341
6520	0.007584	0.007955	0.003364	0.000619	808.625910	369.323944	-538861.458
6540	0.008006	0.008160	0.003309	0.000619	786.405782	383.748235	-538910.723
6560	0.007836	0.007858	0.003327	0.000604	781.344244	338.562729	-538904.143
6580	0.007950	0.007905	0.003322	0.000594	876.206493	348.993036	-538990.288
6600	0.008390	0.007722	0.003276	0.000611	813.949004	365.083438	-539021.419
6620	0.008568	0.007911	0.003198	0.000631	750.593609	379.283880	-539090.559
6640	0.008269	0.007991	0.003175	0.000614	791.638363	402.793227	-538886.077
6660	0.008022	0.007995	0.003364	0.000597	767.369890	436.595742	-538896.729
6680	0.008371	0.007652	0.003286	0.000589	823.386043	456.906279	-538900.576
6700	0.007941	0.008263	0.003447	0.000546	886.764372	490.408040	-538964.054
6720	0.007805	0.008516	0.003286	0.000524	873.522133	500.439077	-538978.217
6740	0.008176	0.008627	0.003272	0.000554	800.394514	488.406869	-539053.849
6760	0.007444	0.008506	0.003237	0.000560	755.183760	491.131957	-539008.950
6780	0.007532	0.008559	0.003368	0.000571	664.875494	473.386486	-538803.629
6800	0.007074	0.008386	0.003374	0.000578	640.797553	433.506405	-538959.285
6820	0.007358	0.008643	0.003453	0.000568	632.638048	465.129332	-538859.169
6840	0.007600	0.008808	0.003387	0.000582	621.145179	493.165002	-539013.324
6860	0.007762	0.008944	0.003341	0.000569	704.107668	475.452864	-539036.964
6880	0.008447	0.008642	0.003385	0.000605	712.561016	418.576193	-539063.437
6900	0.007246	0.008599	0.003346	0.000596	655.401066	427.125068	-538939.521
6920	0.007247	0.008216	0.003291	0.000583	671.588717	475.772440	-539061.766
6940	0.007718	0.008641	0.003301	0.000583	633.297588	482.712962	-539073.228
6960	0.007361	0.009080	0.003177	0.000594	619.232761	468.784512	-539079.872
6980	0.007473	0.009369	0.003382	0.000610	627.129171	427.937797	-539046.920
7000	0.006889	0.008380	0.003399	0.000572	659.338793	436.666432	-538898.813
7020	0.007677	0.008600	0.003462	0.000563	653.774768	458.495500	-538977.198
7040	0.008357	0.008294	0.003220	0.000571	611.487939	446.425832	-539029.279
7060	0.007699	0.008160	0.003372	0.000557	622.013345	445.037809	-539009.348
7080	0.008180	0.007939	0.003301	0.000548	665.155605	446.632319	-538898.961
7100	0.007993	0.008809	0.003373	0.000564	683.558884	450.997589	-538978.955
7120	0.008135	0.008434	0.003352	0.000582	739.999430	464.379945	-538978.458
