Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
860	9323.4	63.21967	9191.5	75.26027	15911.5	50.50870	5321.0	7.48	4460.0	7.15
880	8978.9	66.01509	9357.5	75.69153	16090.7	53.92860	5342.0	7.49	4501.0	7.30
900	8775.8	63.86291	9461.2	73.65841	16189.7	55.59722	5226.0	7.29	4522.0	7.10
920	8795.8	64.19814	9095.7	76.38190	16535.9	59.20982	5398.0	7.43	4709.0	7.09
940	8935.6	62.75856	9268.8	78.32330	16222.8	55.95414	5321.0	7.62	4862.0	7.07
960	8815.9	64.70203	8960.1	78.99968	16651.8	57.44173	5342.0	7.57	4558.0	7.17
980	8998.6	62.88819	8830.9	75.72955	16597.7	56.25882	5594.0	7.30	4684.0	6.93
1000	9187.7	64.91496	8492.5	79.34254	16747.6	55.34421	5740.0	7.59	4579.0	7.17
1020	9463.5	64.93173	8700.4	80.15746	16263.6	53.40514	5571.0	7.72	4392.0	7.29
1040	9019.1	68.81428	9205.7	76.65889	16202.7	54.52804	5505.0	7.63	4453.0	7.55
1060	9225.8	66.43250	8956.7	75.15727	16244.7	55.18115	5405.0	7.44	4123.0	7.35
1080	9171.7	65.48688	9407.4	75.75277	15847.6	52.11388	5085.0	7.54	4131.0	7.36
1100	9228.9	68.15025	9504.4	76.51444	15693.7	52.36323	5451.0	7.73	4511.0	7.65
1120	9071.2	69.93121	9204.5	74.97907	16151.6	52.27928	5499.0	7.56	4242.0	7.65
1140	9447.9	69.22107	9007.5	73.72030	15971.6	52.25525	5806.0	7.46	4254.0	7.59
1160	9652.9	71.24280	8965.6	74.21257	15808.7	54.02663	6180.0	7.54	4331.0	7.82
1180	9632.6	66.92290	8738.6	71.66161	16055.6	53.07279	6040.0	7.24	4305.0	7.36
1200	9537.8	69.04546	8570.5	69.89933	16318.8	57.34805	6553.0	7.03	4417.0	7.39
1220	9612.9	71.46883	8366.0	72.80478	16448.6	54.03759	6466.0	7.27	4199.0	7.63
1240	9324.7	66.93240	8734.5	71.09976	16367.6	53.95629	5847.0	7.07	4146.0	7.23
1260	9491.8	68.76579	8388.0	73.13060	16547.8	57.80770	5913.0	7.21	3858.0	7.40
1280	9720.6	67.91527	8283.6	68.09121	16422.6	53.67831	6066.0	6.85	3569.0	7.26
1300	10012.4	67.87214	8735.1	66.18528	15678.8	54.23137	5830.0	6.84	3420.0	7.38
1320	9860.8	72.01768	9030.4	72.12673	15535.7	52.73540	5639.0	7.46	3502.0	7.88
1340	10330.3	68.78623	8719.8	73.74897	15376.7	51.86546	5496.0	7.55	3271.0	7.70
1360	9834.4	66.05303	8916.7	74.99574	15675.7	52.65356	5117.0	7.54	3481.0	7.44
1380	9764.3	64.45838	9283.5	75.77230	15378.6	50.10065	4777.0	7.61	3504.0	7.39
1400	9615.5	66.34335	9178.0	79.92057	15633.6	50.12172	4961.0	7.92	3827.0	7.59
1420	9599.5	66.50724	9245.1	81.73908	15582.6	50.29052	5335.0	8.08	4315.0	7.65
1440	9687.2	62.54038	9212.8	78.23815	15526.6	49.70443	5264.0	7.73	4265.0	7.26
1460	9521.9	69.91763	9448.1	83.53775	15457.6	51.00730	5341.0	8.38	4348.0	8.04
1480	9256.7	65.98359	9678.4	77.50612	15491.5	48.72838	4944.0	7.79	4212.0	7.50
1500	9136.1	70.24128	9893.2	76.93970	15397.5	48.97697	4906.0	7.90	4197.0	7.87
1520	8919.9	65.34178	10003.1	76.05781	15503.5	48.59374	4938.0	7.74	4602.0	7.45
1540	9674.5	66.17161	9894.4	78.59441	14857.6	48.55786	5301.0	8.10	4559.0	7.75
1560	9275.7	66.40841	9811.4	78.48369	15339.7	51.24384	5138.0	7.98	4560.0	7.62
1580	9450.3	62.90526	9604.5	77.96686	15371.6	50.23353	5097.0	7.80	4408.0	7.30
1600	9773.0	61.40673	9066.2	81.88283	15587.6	50.13063	5285.0	8.00	4399.0	7.22
1620	9774.0	60.78932	9018.3	82.00429	15634.6	50.61196	5456.0	7.97	4699.0	7.16
1640	9762.1	62.10900	9014.1	79.86549	15650.6	50.09146	5474.0	7.81	4411.0	7.22
1660	9741.2	62.95763	8930.5	83.75132	15755.7	52.85398	5731.0	8.13	4673.0	7.39
1680	9200.5	62.85860	9420.6	78.31116	15805.6	51.26837	5279.0	7.73	4678.0	7.19
1700	8660.9	63.91883	9498.8	80.84245	16267.6	52.57519	5063.0	7.83	4851.0	7.24
1720	8673.5	59.76986	9933.6	82.00819	15819.7	52.97786	4825.0	7.92	5222.0	7.00
1740	8952.7	63.58806	9290.2	83.51326	16184.6	52.72158	5044.0	8.04	4746.0	7.29
1760	9020.5	62.31773	9729.8	82.20689	15676.6	51.50737	5074.0	8.08	4944.0	7.28
1780	9482.1	60.84277	9536.8	81.04809	15407.6	50.69363	4953.0	7.96	4482.0	7.20
1800	9362.3	61.85517	9260.2	82.81802	15804.6	51.53947	4709.0	8.00	4212.0	7.23
1820	9631.2	62.23865	9041.3	82.37481	15754.7	52.36872	4901.0	8.00	4034.0	7.27
1840	9585.5	65.36144	9278.9	79.56133	15562.6	51.38846	5128.0	7.91	4117.0	7.53
1860	9092.5	63.09520	9388.0	82.12211	15946.6	51.20205	5020.0	7.98	4584.0	7.28
1880	9173.5	62.59162	9667.8	81.75655	15585.5	49.07544	4881.0	8.05	4536.0	7.34
1900	8993.6	63.06334	9773.4	78.77526	15659.6	51.04022	4677.0	7.76	4441.0	7.24
1920	9042.8	65.38953	9714.4	78.27767	15669.6	51.12609	4799.0	7.84	4357.0	7.46
1940	8996.6	63.29623	9754.5	79.71096	15675.7	53.05043	4901.0	7.89	4787.0	7.26
1960	8850.8	63.68479	9924.3	78.74078	15651.7	52.00463	4976.0	7.84	4887.0	7.31
1980	9171.7	65.17197	9887.4	78.85906	15367.6	50.11930	5110.0	7.93	4658.0	7.52
2000	9492.5	65.32619	9882.0	73.90714	15051.6	49.01301	5537.0	7.65	4664.0	7.50
2020	9439.6	66.00851	9612.8	82.29106	15374.6	49.41564	5441.0	8.22	4775.0	7.68
2040	9515.3	62.77760	9833.1	74.39924	15077.6	49.06852	5278.0	7.58	4572.0	7.28
2060	9166.8	66.87773	10182.0	75.99146	15077.6	49.68707	5493.0	7.83	4975.0	7.66
2080	9310.4	63.06277	9701.6	79.77794	15414.6	49.40226	5236.0	7.94	4659.0	7.40
2100	9303.5	63.99747	9828.7	82.03414	15294.6	49.90632	5190.0	8.19	4838.0	7.52
2120	9317.4	62.53731	10048.2	77.81071	15060.5	47.27803	5285.0	7.86	4957.0	7.33
2140	9206.6	64.26749	10134.1	77.24516	15085.5	47.59261	5131.0	7.88	4766.0	7.47
2160	9506.4	63.98942	10101.1	77.46189	14818.5	46.87016	5487.0	7.95	5007.0	7.49
2180	9188.5	62.67537	9930.1	75.77281	15307.6	50.33954	5116.0	7.64	4651.0	7.24
2200	8952.3	59.06337	10067.0	75.02841	15406.6	50.75090	5161.0	7.47	5059.0	6.90
2220	8673.7	62.28316	10251.3	80.60966	15501.7	52.47541	4630.0	7.98	4961.0	7.26
2240	8548.8	61.68921	10225.1	78.02492	15652.5	48.74074	4435.0	7.74	4812.0	7.08
2260	8386.1	63.82132	10212.6	83.97187	15828.7	52.60336	4465.0	8.19	5009.0	7.40
2280	8461.8	60.86365	9965.6	82.52025	15999.7	53.15729	4453.0	7.97	4984.0	7.07
2300	8596.6	59.97586	9750.0	85.02683	16080.7	54.26886	4361.0	8.10	4831.0	7.02
2320	8649.5	59.41630	9718.1	85.89339	16059.7	54.42914	4564.0	8.12	5005.0	7.01
2340	8190.8	59.77883	9773.7	81.69252	16462.5	51.40782	4609.0	7.72	5237.0	6.80
2360	8540.6	59.69731	9287.1	82.99297	16599.6	53.63007	4712.0	7.81	4917.0	6.86
2380	8412.8	60.81747	9715.8	82.02127	16298.6	52.75364	4869.0	7.87	5271.0	6.98
2400	8405.7	59.94612	10057.8	84.93269	15963.6	51.61309	4789.0	8.12	5670.0	6.99
2420	8702.5	59.36880	9855.9	84.57719	15868.5	48.94121	4940.0	8.12	5388.0	7.01
2440	8702.6	61.37053	9803.1	86.49043	15921.5	50.18875	4699.0	8.31	5123.0	7.24
2460	9017.2	58.15641	9666.3	88.51954	15743.5	49.56913	4962.0	8.41	5344.0	7.05
2480	9136.0	57.44542	9616.3	87.61284	15674.6	51.14381	5023.0	8.32	5331.0	6.99
2500	9089.2	59.59654	10059.7	83.91211	15277.6	49.44747	5332.0	8.25	5514.0	7.19
2520	9122.4	61.40904	9622.4	88.55785	15682.5	49.05027	5329.0	8.53	5486.0	7.35
2540	8945.3	59.54989	9908.6	81.56078	15572.6	49.95419	5371.0	7.96	5615.0	7.05
2560	8814.4	59.83138	10070.5	81.53911	15541.7	51.54237	5376.0	7.96	5747.0	7.06
2580	8426.6	58.54244	10179.7	85.85175	15820.7	52.97828	4945.0	8.24	5891.0	6.96
2600	8633.3	56.94930	10240.6	84.38615	15552.7	52.66234	4634.0	8.11	5525.0	6.85
2620	8984.3	59.47306	9976.6	82.94290	15465.7	51.52866	4791.0	8.11	5112.0	7.09
2640	8825.5	60.50163	10053.6	83.02988	15547.5	48.38589	4908.0	8.11	5296.0	7.17
2660	8754.9	64.67816	10199.4	81.50288	15472.5	48.78860	5147.0	8.10	5223.0	7.48
2680	8826.7	62.70357	10075.5	81.38147	15524.5	49.43584	4897.0	8.03	5074.0	7.29
2700	9331.5	64.07758	10136.3	79.64390	14958.5	46.18205	5510.0	8.11	5233.0	7.56
2720	9033.5	62.46293	10283.3	80.94215	15109.5	47.90218	5296.0	8.13	5428.0	7.39
2740	9324.2	60.13737	10229.4	81.36447	14872.5	47.09298	5153.0	8.10	5199.0	7.24
2760	9825.8	59.36315	9713.6	79.86192	14886.6	49.07549	5455.0	7.97	4960.0	7.15
2780	9389.1	59.36044	10346.4	82.83248	14690.6	47.34609	5153.0	8.32	5536.0	7.25
2800	9303.1	59.50153	10675.5	87.01810	14447.6	46.20654	5116.0	8.72	5775.0	7.40
2820	9225.1	58.95071	10485.5	85.67931	14715.5	45.54669	5282.0	8.52	5866.0	7.27
2840	9361.1	59.89295	10285.7	85.54350	14779.5	45.49829	5402.0	8.53	5695.0	7.36
2860	9298.3	61.09544	10493.7	88.04426	14634.5	45.52683	5798.0	8.82	6322.0	7.54
2880	9608.7	56.67261	10395.8	88.90305	14421.5	45.58795	5692.0	8.76	6183.0	7.22
2900	9548.8	56.77855	10313.8	87.11891	14563.5	46.40741	5273.0	8.66	5834.0	7.16
2920	9408.0	59.20006	10215.1	90.59090	14803.6	47.48339	5445.0	8.89	6045.0	7.38
2940	8999.9	55.52160	10340.7	86.99091	15085.6	48.30276	5349.0	8.44	6214.0	6.90
2960	8610.4	57.91311	10060.0	88.55125	15756.7	53.28042	5110.0	8.39	6017.0	6.97
2980	8790.1	55.99835	10140.6	83.55581	15495.6	51.13810	5234.0	8.05	6063.0	6.77
3000	9099.0	57.08864	10052.6	83.16854	15274.7	51.74506	5339.0	8.12	5867.0	6.91
3020	9123.1	58.55706	9843.5	80.07246	15459.7	52.21008	5531.0	7.83	5620.0	6.91
3040	9247.0	57.74264	9953.4	79.71252	15225.6	49.29673	5129.0	7.83	5172.0	6.92
3060	9207.2	59.30399	9974.5	80.86994	15244.7	50.89150	4870.0	8.01	4897.0	7.10
3080	9161.5	63.08034	9873.8	83.77008	15391.6	49.50494	5060.0	8.22	4981.0	7.41
3100	9093.5	62.88043	9635.9	83.56494	15697.6	50.30554	5255.0	8.19	5143.0	7.36
3120	9014.6	62.62158	9480.1	84.20910	15932.6	51.55787	5429.0	8.15	5350.0	7.29
3140	9115.0	57.46412	9873.8	83.44552	15437.6	49.99407	4928.0	8.11	5238.0	6.97
3160	9028.3	60.09650	9842.2	88.77296	15556.5	49.21304	5233.0	8.50	5612.0	7.25
3180	8900.1	56.65922	9789.8	82.97040	15736.7	53.56300	4863.0	7.94	5277.0	6.77
3200	8816.1	56.71000	9820.7	82.50690	15789.7	53.65337	5010.0	7.89	5625.0	6.71
3220	8955.1	56.96394	9996.8	85.38762	15474.5	48.31418	5069.0	8.16	5647.0	6.87
3240	9511.8	57.07137	10022.7	84.16992	14891.7	49.87292	5202.0	8.24	5328.0	7.03
3260	9038.3	60.30836	10213.8	86.30651	15174.5	48.10023	5346.0	8.49	5875.0	7.31
3280	8764.7	62.90439	10438.5	84.75215	15223.6	49.87925	5288.0	8.42	5859.0	7.47
3300	8464.6	59.71211	10585.3	83.75632	15376.6	49.42752	5005.0	8.24	5923.0	7.14
3320	9122.3	60.01815	10248.6	84.43679	15055.5	47.67770	5299.0	8.36	5714.0	7.24
3340	9095.5	62.63994	10228.6	84.76535	15102.5	47.81562	5257.0	8.45	5608.0	7.49
3360	9107.4	61.31855	10540.0	79.01685	14778.6	48.82607	5159.0	7.98	5434.0	7.26
3380	9219.4	62.37026	10251.3	80.78571	14955.6	48.01083	5094.0	8.14	5007.0	7.45
3400	9492.0	59.33458	10046.3	78.74309	14887.7	50.83144	4966.0	7.86	4652.0	7.13
3420	9508.3	63.41909	9959.1	76.26126	14958.7	50.33893	5130.0	7.81	4530.0	7.43
3440	9131.5	63.04755	9774.8	82.77902	15520.6	51.26000	4958.0	8.14	4881.0	7.38
3460	9072.3	60.08840	9913.2	77.28762	15440.7	52.13219	5090.0	7.68	4985.0	7.03
3480	9017.2	58.80297	9591.3	75.85248	15817.7	54.36741	5124.0	7.42	4827.0	6.78
3500	8695.0	64.82428	9644.5	78.26977	16087.7	53.32134	5430.0	7.69	5082.0	7.28
3520	8946.7	63.62937	9832.7	82.88280	15647.7	52.38001	5048.0	8.13	4983.0	7.40
3540	8966.3	59.84753	9599.6	79.66924	15860.6	51.70821	5029.0	7.73	4884.0	6.95
3560	8992.7	63.55347	9474.6	78.30439	15959.6	51.65420	5385.0	7.72	5000.0	7.23
3580	8951.6	62.90586	9298.7	78.21464	16176.8	55.71526	5245.0	7.64	4761.0	7.11
3600	8984.7	64.41258	9294.7	77.44594	16147.6	52.44934	5191.0	7.57	4373.0	7.25
3620	9083.7	64.79218	9428.4	74.94010	15914.6	51.09713	5282.0	7.47	4513.0	7.26
3640	9282.3	61.64659	9124.9	78.62553	16019.7	54.66637	5021.0	7.61	4281.0	7.06
3660	9057.5	62.30825	9337.8	79.62273	16031.7	54.16597	4708.0	7.71	4256.0	7.12
3680	9099.7	65.41039	9085.8	77.09031	16241.7	55.01393	4926.0	7.54	3965.0	7.28
3700	9250.7	66.24585	8769.9	75.15520	16406.7	56.39418	5178.0	7.39	3832.0	7.28
3720	9425.6	66.50344	8874.9	76.14432	16126.7	53.97806	5139.0	7.46	3702.0	7.37
3740	9467.4	63.36235	8701.2	78.14541	16258.7	54.54911	5002.0	7.56	3746.0	7.15
3760	9610.3	63.67057	8886.6	73.78647	15929.6	51.13659	5177.0	7.32	3770.0	7.14
3780	9432.9	69.49481	8766.0	76.57239	16228.6	51.82203	5492.0	7.56	3702.0	7.64
3800	9475.9	69.79275	9014.4	71.72978	15936.6	52.29430	5534.0	7.30	3728.0	7.59
3820	9095.2	70.13806	9000.8	76.09389	16331.6	53.27949	5275.0	7.54	3833.0	7.62
3840	8993.1	68.39953	9213.6	76.10603	16220.6	53.49651	5142.0	7.55	4080.0	7.49
3860	9250.0	69.02959	9176.3	72.46361	16000.7	54.68491	5302.0	7.34	3804.0	7.52
3880	9150.9	68.00474	9007.6	74.68939	16268.7	55.31310	5273.0	7.40	3865.0	7.43
3900	9200.3	72.28520	9000.5	73.61236	16226.6	53.21384	5271.0	7.40	3665.0	7.72
3920	9215.9	67.50544	8844.5	72.05419	16366.8	56.71772	5453.0	7.18	3820.0	7.32
3940	9085.6	63.17088	9113.2	70.34748	16227.7	54.77055	4977.0	6.97	3838.0	6.93
3960	8761.9	64.80421	9207.4	74.04059	16457.7	56.00001	4762.0	7.25	3961.0	7.08
3980	8477.3	66.79128	9274.3	73.44796	16675.8	58.30448	4878.0	7.24	4044.0	7.21
4000	8905.2	69.29579	9192.5	74.16903	16329.8	56.78455	5252.0	7.37	4015.0	7.49
4020	9002.3	70.59893	9319.0	70.10512	16105.6	51.72882	5037.0	7.14	3597.0	7.55
4040	9435.9	69.41742	8940.6	73.94564	16050.6	52.30874	5281.0	7.47	3627.0	7.61
4060	8922.8	64.58048	9154.7	76.63748	16349.7	54.77952	4842.0	7.48	3964.0	7.23
4080	9020.6	63.69701	9034.7	76.00247	16371.7	55.82205	4863.0	7.38	3821.0	7.10
4100	9119.6	63.40002	9211.4	73.48586	16095.8	55.98180	5046.0	7.28	4058.0	7.07
4120	9190.7	65.62455	9030.4	72.35688	16205.8	56.57982	5350.0	7.21	4042.0	7.21
4140	8991.0	67.50021	9413.6	77.60809	16022.7	53.16634	5320.0	7.72	4532.0	7.50
4160	9152.6	63.56689	9684.9	72.05132	15588.6	51.23561	5434.0	7.29	4600.0	7.15
4180	9133.6	63.80397	9728.0	72.39427	15564.6	50.83227	5253.0	7.35	4496.0	7.22
4200	9330.7	66.48584	9811.0	73.12799	15284.6	49.73197	5372.0	7.57	4500.0	7.52
4220	9132.2	71.14095	9488.2	74.11518	15806.5	49.42005	5667.0	7.57	4397.0	7.81
4240	9769.8	70.70258	9570.8	69.89226	15085.6	48.35862	6280.0	7.38	4518.0	7.84
4260	9745.6	68.73536	9764.0	72.89767	14916.6	48.18311	5759.0	7.64	4379.0	7.82
4280	9897.6	69.31735	9643.9	70.74064	14884.6	48.08006	6067.0	7.48	4398.0	7.84
4300	10083.2	64.95388	9685.9	71.36945	14656.6	47.32392	5942.0	7.50	4542.0	7.51
4320	9929.7	71.12169	9341.6	77.12419	15155.6	48.94262	6096.0	7.99	4577.0	8.05
4340	9646.4	65.47671	9594.3	75.78458	15185.6	49.48466	5735.0	7.73	4684.0	7.56
4360	9348.9	69.42980	9598.2	74.62377	15479.6	50.27959	5507.0	7.64	4401.0	7.72
4380	9419.5	65.22928	9541.1	72.82925	15465.7	52.53191	5428.0	7.43	4339.0	7.39
4400	9510.7	68.37326	9468.5	76.58360	15447.6	49.73176	5286.0	7.80	4096.0	7.72
4420	9518.7	68.42363	9486.4	75.97721	15421.7	51.13387	5124.0	7.77	3937.0	7.75
4440	9450.8	68.64023	9539.4	76.87814	15436.6	49.68416	5234.0	7.84	4072.0	7.78
4460	9089.9	66.68409	9451.1	71.50661	15885.6	51.38308	5453.0	7.26	4334.0	7.37
4480	9158.6	64.02314	9482.4	75.39451	15785.7	53.83147	5436.0	7.49	4649.0	7.23
4500	9157.9	67.29375	9346.5	75.85470	15922.7	53.50283	5531.0	7.59	4431.0	7.54
4520	9542.7	67.99791	9432.3	74.07196	15451.7	51.84080	5576.0	7.61	4277.0	7.66
4540	9478.7	66.99925	9378.2	72.32634	15569.7	51.95525	5559.0	7.37	4195.0	7.45
4560	9178.8	66.61956	9393.5	75.91402	15854.6	52.32396	5142.0	7.58	4117.0	7.47
4580	9090.9	66.82484	9243.6	75.85167	16092.7	53.54177	5137.0	7.54	4118.0	7.40
4600	9141.8	65.79816	8749.1	78.00517	16536.7	56.07957	5413.0	7.56	4256.0	7.27
4620	9295.7	66.49885	8520.9	73.13107	16610.7	56.09115	5771.0	7.19	4066.0	7.25
4640	9398.7	66.65856	8783.8	74.97276	16244.6	52.68360	5446.0	7.39	3921.0	7.35
4660	9423.5	65.04386	8575.1	75.95244	16428.6	54.13761	5485.0	7.38	3980.0	7.18
4680	9109.0	68.54986	8586.2	77.38788	16732.6	55.35108	5529.0	7.54	4167.0	7.44
4700	9316.7	66.29468	8688.8	73.90457	16421.6	54.38974	5479.0	7.29	3983.0	7.26
4720	8995.0	67.25868	9013.6	74.77394	16418.8	58.39478	5287.0	7.37	4099.0	7.32
4740	9047.1	69.01550	8880.7	74.39884	16499.7	55.32529	5372.0	7.34	3887.0	7.46
4760	9399.8	67.97523	8754.6	72.46085	16272.8	56.85994	5461.0	7.23	3806.0	7.37
4780	9449.0	70.31696	8756.6	71.99627	16221.7	53.88111	5709.0	7.31	3775.0	7.60
4800	9231.0	69.81652	8728.2	68.02090	16467.7	55.77835	5411.0	6.86	3325.0	7.35
4820	9368.8	67.77376	8776.5	71.06879	16281.7	53.98093	5693.0	7.14	3935.0	7.36
4840	9501.6	66.76208	9104.2	70.33274	15820.7	53.40267	5462.0	7.18	3867.0	7.39
4860	9546.9	69.96303	8868.5	71.91487	16011.7	53.69870	5407.0	7.26	3447.0	7.57
4880	9533.8	68.97543	8960.4	72.20014	15932.7	54.02840	5217.0	7.29	3301.0	7.55
4900	9334.4	74.21163	8919.7	74.36651	16173.6	53.55922	5203.0	7.56	3322.0	7.98
4920	9595.0	71.63538	8536.9	73.20672	16295.7	54.82276	5354.0	7.36	3215.0	7.72
4940	9466.0	70.61697	8772.5	71.07643	16188.8	56.63905	5074.0	7.19	3073.0	7.58
4960	9227.2	71.91731	8357.6	69.22195	16842.8	58.79360	5388.0	6.94	3092.0	7.48
4980	9344.1	70.97035	8615.8	73.28438	16467.7	56.17979	5381.0	7.29	3369.0	7.61
5000	9387.0	70.35158	8351.8	71.09454	16688.7	55.69648	5599.0	7.05	3288.0	7.46
5020	9274.1	70.24990	8175.6	67.16019	16977.7	57.96960	5572.0	6.68	2987.0	7.28
5040	9322.0	70.42916	8029.0	69.79089	17076.9	61.82875	5583.0	6.89	3081.0	7.35
5060	9088.2	70.59813	8273.8	70.14555	17065.8	60.37791	5213.0	6.92	3033.0	7.33
5080	9157.1	69.42865	8183.1	72.89821	17087.8	59.54865	5449.0	7.09	3289.0	7.34
5100	9391.8	68.40366	8333.2	75.19531	16702.8	57.80730	5209.0	7.35	3321.0	7.42
5120	8998.1	68.63490	8445.2	76.02860	16984.7	58.05069	4836.0	7.32	3226.0	7.35
5140	8966.1	68.70161	8330.1	73.94385	17131.8	60.77364	4653.0	7.14	2920.0	7.26
5160	8669.5	70.03591	8387.1	74.88303	17371.7	59.14072	4813.0	7.20	3224.0	7.33
5180	8343.9	71.74208	8384.2	75.18617	17700.7	59.27819	4600.0	7.19	3114.0	7.37
5200	8202.7	68.58178	8334.8	71.03376	17890.8	61.90698	4367.0	6.82	2939.0	7.04
5220	8711.3	68.95461	8326.1	74.25412	17390.7	58.43819	4468.0	7.15	2786.0	7.26
5240	8743.8	74.08527	8304.9	71.35364	17379.8	60.06804	4814.0	7.01	2588.0	7.59
5260	8991.4	71.90767	7865.9	67.62958	17570.6	57.86232	5409.0	6.66	2809.0	7.27
5280	8801.6	72.52316	8016.9	68.84344	17609.8	60.77994	5162.0	6.75	2755.0	7.35
5300	8987.3	70.92563	7824.1	69.24411	17616.7	59.91318	5144.0	6.73	2647.0	7.24
5320	8850.9	76.25175	7765.6	74.21861	17812.6	58.75153	5391.0	7.19	2967.0	7.72
5340	8898.7	74.00788	8110.7	67.80022	17418.8	59.98431	5187.0	6.75	2739.0	7.46
5360	8899.5	71.79553	8554.6	70.87294	16973.7	58.29319	4655.0	7.00	2673.0	7.47
5380	8794.8	74.34880	8561.8	72.68355	17071.6	56.24310	4589.0	7.22	2658.0	7.71
