Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
3460	7905.1	60.36979	6798.9	50.20598	11599.7	38.53184	3626.0	5.46	1065.0	6.38
3480	8022.0	60.15282	6828.6	47.79964	11452.7	38.21598	3737.0	5.31	1059.0	6.36
3500	8185.0	61.46645	6835.6	47.68237	11282.7	38.72327	3760.0	5.39	1009.0	6.52
3520	8185.8	59.20208	6871.8	50.11864	11245.8	38.99179	3701.0	5.52	1195.0	6.39
3540	8052.5	55.41017	7345.4	49.46815	10904.7	37.33959	3415.0	5.52	1398.0	6.19
3560	7887.6	55.44733	7217.7	51.02360	11197.6	36.35588	3276.0	5.56	1357.0	6.11
3580	7874.7	56.45666	7363.3	48.58155	11064.9	39.80737	3429.0	5.43	1452.0	6.20
3600	7798.7	55.15951	6954.6	48.76419	11549.8	40.75381	3439.0	5.27	1212.0	5.95
3620	7677.9	56.58949	7069.7	50.18979	11555.8	40.10599	3185.0	5.47	1243.0	6.11
3640	7754.2	59.72875	6615.3	51.81280	11934.6	38.72031	3395.0	5.58	963.0	6.34
3660	7793.0	58.65041	6704.8	48.98230	11805.6	38.62319	3523.0	5.29	974.0	6.17
3680	7719.4	62.11610	6620.8	47.78671	11963.8	41.32029	3722.0	5.27	1026.0	6.37
3700	7715.2	59.47429	6672.8	48.13010	11915.8	41.71916	3598.0	5.21	1066.0	6.14
3720	7875.9	58.53076	6170.6	51.15669	12257.8	42.91312	3900.0	5.37	1217.0	6.09
3740	7545.2	58.50239	6461.1	49.35445	12297.7	41.27726	3563.0	5.22	1173.0	5.97
3760	7239.0	54.59426	6543.0	49.39597	12521.8	44.22411	3247.0	5.13	1268.0	5.66
3780	7390.1	56.72697	6652.9	49.33137	12260.8	42.99608	3162.0	5.20	973.0	5.90
3800	7120.4	56.94676	6411.0	48.05817	12772.7	42.54379	3130.0	5.02	863.0	5.75
3820	6866.8	58.78481	6567.1	50.30356	12870.8	45.24252	3015.0	5.20	974.0	5.92
3840	7428.9	54.54989	6281.3	49.35777	12593.9	45.47906	3166.0	5.08	885.0	5.63
3860	7247.1	55.31385	6728.7	48.11736	12327.9	44.06479	3139.0	5.06	1032.0	5.74
3880	7495.0	56.65836	6514.3	51.30927	12294.7	41.87037	3174.0	5.36	929.0	5.95
3900	7421.0	55.94640	6572.0	49.17650	12310.8	42.51471	3156.0	5.15	978.0	5.79
3920	7085.5	57.39551	6764.7	48.55966	12453.7	41.81479	3110.0	5.12	989.0	5.87
3940	7457.3	58.74470	6682.8	48.77303	12163.8	42.00199	3421.0	5.22	1102.0	6.06
3960	7377.1	56.59261	6493.8	46.91708	12433.0	46.28126	3567.0	4.95	1102.0	5.76
3980	7700.2	59.51744	6402.1	48.57248	12201.7	41.94924	3422.0	5.20	801.0	6.08
4000	7639.1	58.43051	6608.9	49.10383	12055.9	42.98200	3464.0	5.26	1050.0	6.05
4020	7531.3	59.44786	6721.6	46.91329	12050.9	43.40557	3603.0	5.12	1161.0	6.08
4040	7749.4	61.94660	6967.2	44.91061	11586.8	40.11011	3570.0	5.10	916.0	6.37
4060	8108.9	59.69010	6987.0	43.43100	11206.7	38.51712	3759.0	4.95	935.0	6.21
4080	7915.1	60.04298	6962.1	44.45820	11425.8	39.57786	3803.0	5.00	1015.0	6.24
4100	7933.3	62.48333	6646.6	46.68187	11723.9	41.81758	4121.0	5.17	1164.0	6.41
4120	7664.5	61.97921	6763.4	45.41877	11875.8	41.30849	4067.0	5.06	1294.0	6.27
4140	7975.1	61.27052	6611.6	46.55296	11716.6	38.61949	4127.0	5.17	1233.0	6.30
4160	7671.3	60.20411	6624.7	47.28106	12007.6	39.72782	3976.0	5.15	1326.0	6.17
4180	7552.4	60.21743	6778.8	49.17091	11972.7	39.89307	3619.0	5.31	1201.0	6.23
4200	7195.5	58.66587	6782.8	49.19482	12325.7	41.90188	3265.0	5.25	1206.0	6.04
4220	7549.5	61.03730	6620.9	48.67403	12133.6	39.24055	3600.0	5.25	1015.0	6.22
4240	7792.4	61.88433	6731.6	47.14918	11779.7	40.30238	3832.0	5.19	1100.0	6.34
4260	7442.8	63.53083	6705.8	48.24231	12155.8	42.77494	3655.0	5.30	1070.0	6.43
4280	7597.2	58.91753	6721.4	44.98013	11984.9	43.23644	3506.0	4.92	847.0	5.99
4300	7457.6	61.94947	6634.9	49.33189	12211.7	41.44928	3393.0	5.31	904.0	6.30
4320	7489.1	57.41707	6665.8	48.28747	12148.8	42.88798	3222.0	5.17	863.0	5.93
4340	7096.2	55.18589	6312.4	50.86846	12895.8	45.65585	2850.0	5.18	698.0	5.68
4360	7162.0	53.63241	6485.2	50.28822	12656.7	42.56141	2595.0	5.11	612.0	5.55
4380	7252.1	55.41365	6560.1	49.98508	12491.8	44.35763	2695.0	5.18	538.0	5.74
4400	7068.6	58.62001	6368.5	51.56213	12867.7	43.49271	2648.0	5.30	469.0	5.95
4420	6840.7	57.32375	6526.0	49.10233	12937.8	44.63062	2466.0	5.06	430.0	5.74
4440	6906.6	56.58719	6461.0	48.83516	12937.0	48.03225	2580.0	5.01	461.0	5.70
4460	7128.0	53.76849	6277.2	48.91376	12898.9	46.06415	2519.0	4.99	387.0	5.48
4480	7066.2	54.68004	6456.0	48.38733	12781.9	46.87638	2508.0	4.96	372.0	5.56
4500	7296.6	50.70533	6455.8	46.62838	12550.9	45.81155	2448.0	4.78	368.0	5.25
4520	7296.7	51.92871	6290.0	47.29566	12717.0	47.02199	2631.0	4.83	326.0	5.35
4540	7223.6	59.32379	6586.0	49.10564	12494.9	45.04551	2732.0	5.17	402.0	6.00
4560	7439.3	58.65779	6571.9	48.41489	12292.8	43.24947	2826.0	5.16	329.0	6.01
4580	7058.6	57.92271	6473.0	48.72833	12772.8	45.33932	2696.0	5.07	407.0	5.84
4600	7126.3	56.28986	6410.8	46.76597	12766.8	45.04051	2683.0	4.88	293.0	5.64
4620	6717.9	57.87378	6477.7	46.50407	13109.0	49.49599	2773.0	4.82	534.0	5.66
4640	6835.5	55.54044	6277.3	49.23055	13191.9	48.60794	2716.0	4.99	590.0	5.57
4660	6931.5	56.02265	6380.2	49.32191	12992.9	47.08803	2687.0	5.04	516.0	5.66
4680	6811.9	59.07212	6422.1	48.97792	13070.8	46.53466	2734.0	5.09	533.0	5.87
4700	7168.2	55.74127	6523.0	49.34570	12612.8	44.32557	2512.0	5.10	377.0	5.72
4720	7322.2	56.59476	6618.0	49.41508	12363.8	43.38462	2606.0	5.19	467.0	5.85
4740	7380.4	58.79683	6490.6	53.25029	12433.7	41.84268	2653.0	5.53	457.0	6.13
4760	7243.3	57.47214	6643.2	51.70484	12417.7	42.07844	2559.0	5.36	479.0	5.96
4780	7144.4	56.75149	6614.9	49.06893	12544.8	43.99279	2655.0	5.12	541.0	5.80
4800	7277.0	54.55482	6567.3	51.90767	12459.8	43.17235	2559.0	5.35	635.0	5.75
4820	7305.4	58.09071	6774.0	50.57972	12224.9	43.60772	2780.0	5.36	635.0	6.05
4840	7446.6	61.89679	6692.6	47.04593	12164.7	41.42694	3108.0	5.15	636.0	6.22
4860	7731.9	56.97728	6391.1	48.91771	12180.9	44.49926	3234.0	5.17	689.0	5.90
4880	7855.9	57.95038	6427.3	50.27729	12020.8	42.53933	3212.0	5.35	673.0	6.09
4900	7869.0	59.33804	6443.5	52.09686	11991.7	40.57697	3316.0	5.51	747.0	6.25
4920	7467.2	57.88676	6622.0	49.91260	12214.7	41.47183	3090.0	5.31	863.0	6.00
4940	7288.1	55.74474	6544.9	48.16323	12470.9	45.68587	3016.0	5.07	760.0	5.75
4960	7676.0	57.67936	6421.6	53.33149	12206.7	41.73884	3120.0	5.55	799.0	6.09
4980	7689.0	57.73673	6676.0	50.13999	11938.7	39.87938	2970.0	5.34	653.0	6.08
5000	7414.4	59.71297	6899.8	50.02534	11989.8	41.96034	2813.0	5.38	617.0	6.19
5020	7325.5	59.86972	6720.8	49.03847	12257.7	41.52425	3066.0	5.24	760.0	6.12
5040	7211.5	58.76761	6893.3	46.10056	12198.7	41.84963	3154.0	4.99	831.0	5.97
5060	7168.9	62.29302	6586.6	45.92531	12548.7	42.83382	3424.0	4.99	844.0	6.16
5080	7466.6	61.61123	6326.1	48.39875	12511.8	44.46005	3486.0	5.16	707.0	6.19
5100	7919.0	59.31128	6161.1	47.22295	12223.8	42.87975	3762.0	5.06	737.0	6.02
5120	7833.0	58.35477	6565.0	49.44678	11905.9	42.91427	3451.0	5.28	850.0	6.10
5140	7906.8	57.61753	6477.3	51.23749	11919.8	41.09951	3311.0	5.39	829.0	6.07
5160	7877.6	55.32129	6688.9	48.96478	11736.8	41.07476	3071.0	5.22	648.0	5.89
5180	7608.6	53.74821	6764.6	46.98877	11929.9	43.75339	2820.0	5.04	636.0	5.69
5200	7783.8	56.73343	7015.2	45.54350	11503.8	39.82196	3211.0	5.06	791.0	5.99
5220	8035.8	58.29074	7033.2	45.64686	11233.7	38.21353	3365.0	5.15	896.0	6.18
5240	7880.0	58.93606	7239.2	47.43247	11183.7	38.14918	3317.0	5.33	1008.0	6.30
5260	7473.0	56.38603	6990.3	46.70625	11839.8	41.36336	3446.0	5.08	1254.0	5.91
5280	7722.8	56.12378	7032.3	46.66881	11547.9	41.98400	3354.0	5.15	1113.0	5.96
5300	7976.2	61.44003	6809.8	49.04419	11517.7	38.94162	3776.0	5.43	1154.0	6.45
5320	7902.9	58.44146	6572.8	47.45179	11827.9	43.14606	3874.0	5.18	1197.0	6.09
5340	8161.4	55.03708	6917.1	43.83914	11223.9	40.58540	3800.0	4.91	1120.0	5.86
5360	7782.0	58.37307	6809.4	46.37029	11711.9	42.89020	3716.0	5.09	1044.0	6.09
5380	7688.1	58.75829	6639.5	45.97514	11975.9	43.85883	3746.0	5.02	1065.0	6.01
5400	7666.2	59.36868	6531.4	44.18643	12105.9	44.08133	3787.0	4.84	894.0	5.97
