Gen	theta:1_a1:ajan_a1	theta:1_b1:ajan_b1	theta:2_a1:alas_a1	theta:2_b1:alas_b1	theta:3_a1:R_a1	theta:3_b1:R_b1	W:1->2_a1:ajan->alas_a1	W:1->2_b1:ajan->alas_b1	W:2->1_a1:alas->ajan_a1	W:2->1_b1:alas->ajan_b1
560	7369.2	48.18171	8378.7	70.55894	14440.7	48.65849	3951.0	6.44	4313.0	5.44
580	7254.4	48.59774	8403.8	71.34660	14530.7	48.45310	4276.0	6.52	4748.0	5.47
600	7643.9	46.47700	8377.6	68.71472	14166.6	46.75758	4372.0	6.32	4600.0	5.33
620	7552.1	48.41622	8481.6	69.94399	14154.6	46.67817	4403.0	6.46	4622.0	5.50
640	7689.0	48.37203	8526.3	67.09415	13972.7	47.88221	4547.0	6.28	4638.0	5.48
660	7781.8	46.34476	8558.2	66.36394	13847.8	47.96285	4345.0	6.19	4464.0	5.32
680	7815.1	49.39955	8853.8	64.30771	13518.8	46.53263	4374.0	6.27	4385.0	5.64
700	7623.0	47.74081	8762.0	65.83650	13802.8	48.08163	4433.0	6.23	4609.0	5.44
720	7798.8	46.69842	8566.9	63.29367	13821.7	46.30738	4517.0	6.03	4505.0	5.30
740	7766.2	50.46639	8390.6	68.91636	14031.7	47.55986	4701.0	6.44	4503.0	5.68
760	7646.2	49.62582	8397.6	69.81488	14144.7	48.47101	4524.0	6.49	4593.0	5.61
780	8179.6	47.53362	8463.5	68.51020	13544.7	45.42075	5036.0	6.48	4900.0	5.55
800	8538.4	46.79548	8270.4	66.53201	13378.7	45.48144	5143.0	6.33	4579.0	5.48
820	7949.9	48.89976	8653.4	69.44466	13584.7	46.09552	4636.0	6.57	4690.0	5.66
840	8038.9	49.61491	8538.6	70.64575	13610.7	46.40447	4877.0	6.66	4765.0	5.75
860	8162.0	50.55055	8570.4	69.12471	13455.6	44.09630	5010.0	6.64	4747.0	5.87
880	7843.1	49.77354	9006.5	73.29476	13338.6	43.72064	4743.0	7.00	5141.0	5.90
900	7752.1	49.79680	8871.5	72.04215	13564.5	42.29910	4994.0	6.87	5383.0	5.81
920	7624.4	51.54546	8786.4	70.45618	13777.6	44.72891	4854.0	6.68	5070.0	5.85
940	7578.3	49.90120	8754.7	73.47154	13855.6	45.02307	4645.0	6.87	5094.0	5.77
960	7420.3	48.78121	9261.1	70.82403	13506.6	44.10545	4404.0	6.71	5140.0	5.69
980	7690.1	48.59905	8865.2	68.46477	13632.5	43.18761	4776.0	6.52	5085.0	5.60
1000	7657.2	49.40404	8993.2	69.89662	13537.6	44.38183	4535.0	6.65	4985.0	5.70
1020	7723.1	49.55863	9008.3	71.40869	13456.7	45.34517	4780.0	6.79	5219.0	5.77
1040	7660.9	46.84911	8924.5	72.28656	13602.5	42.32489	4543.0	6.78	5226.0	5.54
1060	8170.9	49.61676	8785.9	75.47291	13231.6	43.05277	5020.0	7.11	5191.0	5.93
1080	8009.7	47.49586	8971.5	73.14424	13206.7	44.58288	4896.0	6.92	5385.0	5.65
1100	8197.3	44.04102	8869.5	72.41615	13120.5	41.39660	4963.0	6.72	5395.0	5.35
1120	8017.5	45.05740	9080.6	75.47737	13089.6	42.05705	4893.0	7.05	5639.0	5.53
1140	7791.8	46.72542	9096.4	72.82503	13299.6	42.71157	4637.0	6.87	5393.0	5.58
1160	7779.8	47.16699	8859.0	77.80682	13549.6	43.57152	4601.0	7.15	5375.0	5.63
1180	7958.7	46.49860	8980.9	77.89208	13248.5	42.00537	4621.0	7.27	5312.0	5.70
1200	7871.8	47.28510	8956.6	74.03310	13359.6	43.69838	4875.0	6.99	5489.0	5.69
1220	7779.6	45.11792	9008.7	75.37619	13399.6	43.26658	4747.0	6.97	5617.0	5.46
1240	7723.6	44.44979	9432.2	72.55042	13031.7	44.75188	4556.0	6.87	5552.0	5.45
1260	7754.8	46.31756	9093.6	74.82075	13339.6	43.83244	4702.0	7.02	5537.0	5.60
1280	7778.7	45.59007	8949.6	74.39286	13459.7	45.08854	4728.0	6.91	5561.0	5.49
1300	7902.6	45.45116	9025.3	71.21383	13259.8	45.94845	4823.0	6.72	5372.0	5.49
1320	8207.3	43.78653	8698.5	70.96853	13281.6	43.38279	5043.0	6.65	5389.0	5.33
1340	8071.5	45.44610	8859.2	69.22569	13256.7	45.21005	4827.0	6.58	5205.0	5.44
1360	7933.6	45.55566	8687.2	67.54257	13566.7	45.75218	4831.0	6.36	5134.0	5.32
1380	7973.8	47.55753	8554.4	68.52331	13659.8	47.40996	4541.0	6.44	4539.0	5.48
1400	7564.0	47.66556	8253.9	71.36885	14370.7	47.74932	4391.0	6.49	4575.0	5.44
1420	7774.0	48.76560	8410.8	72.00516	14003.7	46.51673	4245.0	6.67	4415.0	5.62
1440	8024.9	49.32227	8279.7	69.32563	13883.6	45.01632	4515.0	6.53	4281.0	5.66
1460	8089.8	48.91128	8194.8	70.12780	13903.6	46.03123	4737.0	6.55	4507.0	5.61
1480	8095.0	50.53049	8239.0	72.42894	13854.7	46.98579	4746.0	6.77	4447.0	5.80
1500	7841.0	48.78000	8371.9	72.42947	13975.6	45.68471	4613.0	6.69	4749.0	5.62
1520	7793.1	49.82637	8384.7	69.92358	14010.5	43.47644	4475.0	6.60	4464.0	5.70
1540	7493.2	48.35124	8490.6	70.27935	14204.6	46.12639	4250.0	6.50	4596.0	5.50
1560	7258.4	48.67103	8411.5	68.72307	14518.6	47.94949	4218.0	6.27	4524.0	5.43
1580	7393.4	49.96993	8254.8	70.33511	14540.7	48.54672	4248.0	6.43	4404.0	5.54
1600	7658.1	48.79228	8176.6	67.36746	14353.7	48.96180	4231.0	6.22	4136.0	5.45
1620	7605.9	47.05333	8117.6	67.38688	14464.7	48.70235	4135.0	6.18	4221.0	5.29
1640	7720.3	50.70071	8185.7	68.08713	14282.7	47.53913	4474.0	6.31	4242.0	5.61
1660	7625.6	53.05216	8108.6	67.17413	14454.7	48.20312	4528.0	6.33	4158.0	5.80
1680	7575.5	51.91664	8367.6	69.48215	14245.6	46.26965	4243.0	6.49	4207.0	5.77
1700	7777.3	51.30946	8431.7	70.16880	13979.6	46.16442	4338.0	6.61	4233.0	5.82
1720	8190.9	50.51146	8431.6	70.03529	13565.7	46.46153	4716.0	6.68	4419.0	5.83
1740	8173.2	52.83151	8490.7	71.20791	13524.5	43.12315	4624.0	6.80	4326.0	6.02
1760	7939.4	54.10251	8393.6	69.56087	13855.5	44.00745	4487.0	6.67	4101.0	6.07
1780	7884.3	52.43891	8611.3	67.73849	13692.7	45.78163	4582.0	6.54	4321.0	5.92
1800	8094.1	51.62576	8587.2	66.71666	13506.5	42.77706	4678.0	6.46	4267.0	5.85
1820	8258.0	51.93923	8227.0	71.86937	13703.6	43.98447	4791.0	6.81	4303.0	5.95
1840	8300.8	50.29669	8400.3	66.61995	13486.5	42.92650	4897.0	6.43	4276.0	5.76
1860	8455.3	55.53305	8119.7	67.73594	13613.6	44.30116	5072.0	6.61	3962.0	6.23
1880	8610.2	56.47891	8022.7	67.61349	13555.7	45.03717	4985.0	6.61	3671.0	6.28
1900	8369.2	54.47402	7926.6	65.12611	13892.6	45.00921	4978.0	6.31	3774.0	5.99
1920	8149.4	54.60270	8080.4	64.79567	13958.7	47.85225	5065.0	6.26	3994.0	5.96
1940	8159.3	53.76469	8104.0	70.77801	13925.6	44.73731	4793.0	6.74	4145.0	6.07
1960	8122.0	50.44204	8433.2	65.35495	13632.6	44.16066	4802.0	6.29	4354.0	5.68
1980	7972.1	50.94357	8398.2	65.31220	13817.8	48.69868	4680.0	6.24	4240.0	5.71
2000	7732.0	47.96083	8471.3	66.86509	13984.7	46.96544	4220.0	6.25	4232.0	5.44
2020	7504.3	49.44536	8551.2	65.97634	14132.8	50.27857	4205.0	6.19	4214.0	5.49
2040	7847.1	49.80352	8188.7	68.18101	14152.8	49.20328	4330.0	6.34	4056.0	5.58
2060	7929.0	49.40826	7784.7	65.59034	14474.8	50.28252	4164.0	6.08	3525.0	5.47
2080	7901.2	51.03484	7934.6	65.96151	14352.7	48.78564	4334.0	6.19	3641.0	5.64
2100	7682.3	51.36263	7826.5	63.84576	14679.7	49.98335	4492.0	5.98	3748.0	5.54
2120	7525.5	52.03514	7457.7	62.67379	15205.8	52.46683	4460.0	5.80	3480.0	5.48
2140	7939.4	53.20734	7488.5	60.94706	14760.8	51.17623	4427.0	5.79	3093.0	5.60
2160	7948.0	49.92528	7515.9	65.10863	14724.7	48.80735	4205.0	5.99	3229.0	5.45
2180	7982.0	49.63777	7506.8	63.41097	14699.8	51.26766	4047.0	5.89	3001.0	5.41
2200	7982.1	50.46467	7314.6	69.85406	14892.8	51.50591	3990.0	6.34	3184.0	5.58
2220	7564.6	52.81028	7692.0	67.51026	14932.7	50.68256	4004.0	6.20	3342.0	5.68
2240	7545.6	52.45514	7796.7	65.48525	14846.7	50.10833	4019.0	6.10	3385.0	5.63
2260	7311.6	51.22217	7818.8	66.25663	15058.7	50.46881	3929.0	6.06	3486.0	5.51
2280	7301.7	51.98370	7919.5	64.13341	14967.8	52.53772	3949.0	5.95	3423.0	5.54
2300	7249.6	51.10269	7954.7	66.89946	14984.8	52.24523	3759.0	6.13	3557.0	5.51
2320	7712.3	50.98387	7828.5	63.70879	14647.8	51.34969	3856.0	5.95	3142.0	5.51
2340	7680.2	50.15270	8185.6	67.33277	14322.8	49.33508	3731.0	6.29	3445.0	5.60
2360	7462.6	52.12228	8133.3	64.47796	14592.8	51.02731	3835.0	6.06	3391.0	5.62
2380	7477.5	51.36985	8172.5	66.38565	14538.7	48.70525	3716.0	6.20	3422.0	5.63
2400	7652.5	52.39982	8247.6	67.68965	14288.6	46.21605	3744.0	6.36	3359.0	5.79
2420	7767.5	53.85463	8190.9	70.58993	14230.6	47.14964	3942.0	6.63	3488.0	5.98
2440	7996.3	53.28127	8183.1	62.92174	14008.6	45.34657	4135.0	6.06	3231.0	5.81
2460	7358.0	55.56800	8319.2	64.65371	14511.7	49.36751	3901.0	6.14	3420.0	5.89
2480	7634.3	50.82067	7551.2	68.18242	15003.6	48.87106	4232.0	6.18	3584.0	5.52
2500	7552.2	49.47132	7637.8	64.48507	14998.7	50.42193	3879.0	5.90	3354.0	5.32
2520	7304.6	51.06185	7972.7	67.07808	14911.7	50.27226	3852.0	6.16	3665.0	5.54
2540	7179.9	52.90360	8040.4	64.58112	14968.8	51.63114	3717.0	6.02	3370.0	5.62
2560	7108.2	55.36681	8090.6	66.45704	14990.7	50.17366	3753.0	6.19	3356.0	5.84
2580	7383.7	52.67090	7805.7	64.96455	14999.7	50.54878	4137.0	6.03	3547.0	5.62
2600	7513.4	50.95971	7791.4	62.31524	14883.7	49.89187	4220.0	5.81	3457.0	5.43
2620	8140.1	52.24252	7539.0	65.68449	14509.8	50.77529	4225.0	6.14	3069.0	5.71
2640	7924.3	52.58013	7627.2	68.51323	14637.7	49.00738	4205.0	6.33	3362.0	5.76
2660	7628.4	51.90302	7804.7	65.79388	14755.8	51.28243	4311.0	6.11	3584.0	5.63
2680	7680.2	50.32113	7900.6	65.40035	14607.7	49.19538	4251.0	6.06	3721.0	5.50
2700	7682.2	49.69769	7780.1	69.08494	14726.6	48.36091	4429.0	6.26	4025.0	5.49
2720	7530.4	50.66116	7683.2	69.28766	14975.8	51.79184	4423.0	6.26	4069.0	5.52
2740	7794.0	48.71303	7605.9	65.45008	14788.8	51.45972	4605.0	6.00	4016.0	5.34
2760	7484.2	48.39662	7471.4	69.33953	15233.8	53.26116	4322.0	6.18	4029.0	5.32
2780	7311.2	47.82891	7533.1	67.21458	15344.7	51.65975	4313.0	5.98	4167.0	5.18
2800	7271.3	47.75213	7858.0	68.54643	15059.7	51.42994	4145.0	6.17	4160.0	5.28
2820	7416.9	45.63261	8078.6	66.55273	14692.7	49.88837	3913.0	6.01	4075.0	5.09
2840	7164.4	48.26983	8212.8	69.74801	14811.8	51.92456	3617.0	6.30	3985.0	5.35
2860	7120.4	48.41156	8214.0	71.45106	14854.7	49.52605	3330.0	6.41	3777.0	5.41
2880	7296.6	51.46018	8270.4	66.26679	14621.7	49.33051	3688.0	6.17	3549.0	5.63
2900	7076.6	49.67476	8292.4	66.50057	14819.8	51.72971	3759.0	6.12	3911.0	5.42
2920	7134.0	53.86608	8276.4	66.55281	14778.7	49.59938	3692.0	6.22	3491.0	5.76
2940	7752.6	54.03730	8217.3	64.29126	14218.7	47.67275	4236.0	6.15	3554.0	5.84
2960	7630.6	53.04411	8522.3	66.66071	14035.6	46.07656	4278.0	6.33	3936.0	5.85
2980	7577.8	54.84064	8467.1	64.21704	14143.6	45.44286	4287.0	6.19	3724.0	5.91
3000	7881.5	54.17988	8175.8	69.43062	14131.6	46.49804	4326.0	6.59	3715.0	6.01
3020	7870.2	50.84415	8169.5	66.08220	14148.6	45.51281	4330.0	6.22	3836.0	5.63
3040	7828.1	50.20848	8363.3	66.21118	13996.6	46.13913	4250.0	6.27	4035.0	5.61
3060	7503.5	51.76110	8410.4	67.69916	14274.7	47.74797	4143.0	6.34	4038.0	5.70
3080	7711.0	48.31124	8599.3	67.31070	13877.7	47.02093	4125.0	6.34	4274.0	5.51
3100	7692.7	44.99204	8563.5	69.13650	13931.7	46.69797	4109.0	6.34	4453.0	5.25
3120	7582.9	46.11564	8525.6	70.48514	14079.6	45.89478	3731.0	6.44	4251.0	5.32
3140	7786.9	47.45906	8670.8	74.24437	13730.6	45.13377	3841.0	6.85	4312.0	5.59
3160	7866.8	47.44027	8585.6	70.50615	13735.7	46.02252	4341.0	6.59	4576.0	5.54
3180	7571.8	45.44971	8634.5	70.59692	13981.7	47.19036	4174.0	6.46	4646.0	5.29
3200	7344.2	47.44088	8671.5	70.99093	14172.6	45.79674	4162.0	6.53	4730.0	5.45
3220	7294.0	45.70074	8804.4	70.96779	14089.8	48.46206	4114.0	6.48	4902.0	5.31
3240	7302.4	49.14292	8837.4	70.41868	14048.8	49.24575	4111.0	6.51	4529.0	5.57
3260	7545.0	47.63884	8864.4	70.50698	13778.7	46.32902	3914.0	6.58	4407.0	5.51
3280	7678.2	49.54772	8435.6	69.53464	14074.7	46.90789	4227.0	6.48	4267.0	5.60
3300	7283.4	49.61925	8359.5	67.92970	14545.6	47.99179	4223.0	6.26	4341.0	5.49
3320	7495.7	53.20328	8143.8	69.43128	14549.6	46.80131	4402.0	6.45	4124.0	5.82
3340	7559.4	51.22526	8120.0	70.73402	14509.7	48.95709	4228.0	6.52	4082.0	5.70
3360	7642.3	50.75869	8397.7	70.47249	14148.7	47.22841	3647.0	6.55	3723.0	5.70
3380	7312.3	48.66510	8728.3	68.37164	14147.6	46.38921	3664.0	6.41	4045.0	5.53
3400	7536.9	46.58465	8693.6	72.22151	13957.7	47.41226	3582.0	6.67	4273.0	5.44
3420	7211.2	46.93641	8558.7	71.52815	14418.7	47.95316	3790.0	6.48	4517.0	5.35
3440	7458.9	45.31980	8437.8	71.25507	14291.6	46.45146	3665.0	6.47	4282.0	5.26
3460	7580.2	49.31301	8308.8	71.05549	14299.7	47.72418	3918.0	6.52	4069.0	5.58
3480	7471.2	48.93978	8452.5	68.29527	14264.6	45.61923	3690.0	6.35	3900.0	5.49
3500	7705.1	49.42948	8541.1	75.33634	13942.5	44.03947	3949.0	6.93	4316.0	5.76
3520	7615.2	49.29206	8614.3	78.38073	13959.6	45.02035	3821.0	7.12	4434.0	5.76
3540	7594.2	49.02092	8504.2	76.93013	14090.6	46.49623	4251.0	7.01	4790.0	5.71
3560	7556.3	50.17363	8748.5	70.58935	13883.6	44.89667	4641.0	6.65	4923.0	5.74
3580	7512.4	50.41355	8638.4	68.90942	14037.6	45.29051	4520.0	6.47	4671.0	5.70
3600	7336.1	47.23988	8464.0	74.24236	14388.6	46.01659	4129.0	6.69	4810.0	5.43
3620	7707.9	47.17445	8151.2	73.66240	14329.6	46.97131	4484.0	6.66	4846.0	5.41
3640	7719.9	46.99337	8651.8	73.16062	13816.5	43.85557	4289.0	6.76	4841.0	5.50
3660	7762.1	49.04605	8646.8	73.39980	13779.6	44.30209	4592.0	6.86	5029.0	5.70
3680	7935.9	48.70769	8797.6	73.15847	13454.6	43.45708	4640.0	6.91	4912.0	5.77
3700	8012.3	42.78794	9184.3	72.41134	12990.8	44.97783	4328.0	6.80	5193.0	5.30
3720	7676.7	44.83022	9233.3	72.47200	13277.4	40.31374	4329.0	6.82	5288.0	5.44
3740	7794.4	43.17354	9433.4	75.13959	12959.5	41.16472	4125.0	7.05	5401.0	5.40
3760	7849.5	44.04126	9489.5	77.10285	12848.7	42.66621	4296.0	7.21	5508.0	5.51
3780	7774.4	43.13737	9450.6	78.34052	12962.7	43.04657	4327.0	7.25	5700.0	5.41
3800	7790.3	42.05351	9732.8	83.17844	12664.5	39.26513	3952.0	7.67	5654.0	5.47
3820	7308.7	42.54879	9667.8	82.37585	13211.6	43.16463	3892.0	7.48	5837.0	5.38
3840	7137.7	41.89087	9572.9	82.00482	13477.6	43.35261	3878.0	7.33	5981.0	5.24
3860	7155.9	44.29920	9866.5	80.04246	13165.6	42.58316	4066.0	7.37	6082.0	5.49
3880	7456.2	38.86171	9975.4	80.24492	12755.6	42.11768	3953.0	7.29	6125.0	5.09
3900	7486.3	40.19312	9684.9	83.11847	13016.5	40.75441	3852.0	7.50	5887.0	5.21
3920	7699.2	40.46173	9469.9	82.22403	13018.6	41.95882	3844.0	7.45	5543.0	5.24
3940	7588.0	38.04613	9486.8	81.04227	13112.6	42.82780	3822.0	7.24	5769.0	4.98
3960	7289.5	40.96978	9569.9	82.66681	13328.6	43.22417	3964.0	7.42	6045.0	5.22
3980	7597.4	41.42877	9521.7	79.90592	13068.7	44.29168	4117.0	7.32	5801.0	5.27
4000	8027.3	43.50814	9400.7	78.99042	12759.5	40.15612	4313.0	7.40	5518.0	5.56
4020	7979.3	43.24726	9453.2	73.04062	12754.6	41.90730	4234.0	6.93	5306.0	5.38
4040	7526.8	44.83654	9448.3	74.69205	13212.6	42.60149	4299.0	6.99	5563.0	5.46
4060	7588.7	44.50430	9566.4	76.94450	13032.6	42.52360	3963.0	7.16	5290.0	5.49
4080	7565.6	43.81985	9243.6	76.81988	13378.5	41.95657	4223.0	7.04	5525.0	5.37
4100	7618.5	42.46181	9384.6	77.78645	13184.7	43.71869	3972.0	7.10	5351.0	5.32
4120	7847.8	46.65800	9041.7	76.24066	13298.5	41.66293	4086.0	7.11	4966.0	5.66
4140	7588.8	45.64319	9426.9	81.24917	13172.5	41.70297	3894.0	7.49	5226.0	5.69
4160	7781.3	42.02270	9168.4	73.82213	13237.6	43.12618	4058.0	6.82	5159.0	5.20
4180	7809.9	48.01622	9160.9	78.76506	13217.5	41.92776	4073.0	7.40	4969.0	5.85
4200	7876.7	46.79413	8977.6	73.66178	13333.6	43.10112	4032.0	6.90	4607.0	5.60
4220	7623.9	46.77508	9574.7	68.48142	12988.7	43.75881	3950.0	6.63	4753.0	5.57
4240	8333.5	46.38546	9057.4	72.00622	12796.6	41.12565	4355.0	6.93	4680.0	5.68
4260	7999.5	45.29438	9496.2	73.39022	12691.6	41.27346	4103.0	7.03	4963.0	5.59
4280	7895.9	47.97116	9139.5	73.78262	13152.6	42.13800	4251.0	7.02	4827.0	5.76
4300	8032.8	48.53292	9514.9	70.62203	12639.6	41.85267	4415.0	6.90	4930.0	5.83
4320	7838.2	51.43168	9506.7	67.30727	12842.6	41.00322	4730.0	6.72	4937.0	6.01
4340	8115.1	51.31377	9189.1	70.53801	12883.6	41.57901	4947.0	6.96	5109.0	6.07
4360	8222.8	49.06604	9412.0	70.45479	12552.3	36.73663	4827.0	6.94	5092.0	5.93
4380	8056.0	50.73416	9311.1	70.67403	12820.5	39.79680	4870.0	6.93	5225.0	6.02
4400	8344.9	50.64813	9244.0	68.97911	12598.6	40.52566	5040.0	6.86	5010.0	6.03
4420	8267.4	45.61116	9541.0	71.07523	12378.6	40.39362	4831.0	6.93	5546.0	5.63
4440	8322.4	45.33028	9388.2	72.70690	12476.6	40.97660	4987.0	7.03	5516.0	5.65
4460	8158.7	48.39286	9273.0	69.40045	12755.5	39.67763	5062.0	6.81	5351.0	5.82
4480	8362.7	49.18804	9082.2	70.27850	12742.6	41.13056	5163.0	6.88	5132.0	5.90
4500	8115.0	51.17577	8946.0	67.67705	13126.5	41.72182	5267.0	6.65	5112.0	5.93
4520	8131.1	51.85162	8606.6	71.32106	13450.5	41.84223	5450.0	6.85	5215.0	5.98
4540	8088.8	48.98412	8895.5	72.50044	13203.6	42.73705	4810.0	6.95	4991.0	5.86
4560	7937.0	49.22206	8830.7	73.87969	13420.5	42.00512	4837.0	7.02	5186.0	5.81
4580	8008.1	51.17922	8853.3	70.15589	13326.5	42.32278	4964.0	6.78	4897.0	5.94
4600	7945.2	51.45247	9100.9	66.75075	13141.6	43.24708	4963.0	6.59	4920.0	5.93
4620	7960.9	48.41883	8884.1	67.66309	13342.6	43.08401	4481.0	6.51	4596.0	5.65
4640	7874.9	48.01457	8874.4	70.95374	13438.7	44.85402	4488.0	6.71	4793.0	5.65
4660	7768.0	48.84616	8889.5	72.76095	13530.6	44.40804	4681.0	6.89	5141.0	5.74
4680	7987.6	45.61769	8931.6	73.82708	13268.7	44.33500	4559.0	6.91	5082.0	5.55
4700	7874.7	46.09203	9106.6	74.68326	13206.6	43.24526	4333.0	7.03	5125.0	5.58
4720	7542.0	46.90708	9142.3	72.28027	13503.6	44.32607	4023.0	6.75	4884.0	5.53
4740	7427.3	49.07788	9407.1	71.63921	13353.6	43.66057	4134.0	6.84	5043.0	5.74
4760	7434.1	47.70728	9441.9	70.23840	13311.7	44.41440	3950.0	6.74	4885.0	5.63
4780	7664.3	50.99155	8838.4	70.45724	13685.6	44.73129	4375.0	6.71	4742.0	5.83
4800	7768.0	48.89524	8486.0	73.95266	13934.6	45.07268	4480.0	6.83	4733.0	5.68
4820	7711.0	48.10308	8627.6	71.61005	13849.6	45.73603	4901.0	6.65	5211.0	5.57
4840	7755.0	48.21551	8728.2	67.63665	13704.7	45.50460	4775.0	6.41	4980.0	5.52
4860	7945.6	45.65689	9049.1	69.04108	13192.6	43.41321	4492.0	6.57	4954.0	5.44
4880	8001.6	45.93471	8979.6	74.40040	13206.5	41.57441	4555.0	7.00	5116.0	5.60
4900	7803.8	47.21742	9158.3	72.32774	13225.6	43.20980	4346.0	6.88	5042.0	5.63
4920	7536.1	48.00662	9014.5	73.00717	13637.6	43.90371	4690.0	6.86	5322.0	5.66
4940	7566.3	50.43060	8872.5	72.20782	13749.6	44.04862	4530.0	6.84	5043.0	5.81
4960	7407.5	50.97538	9234.8	66.91690	13545.7	45.55237	4512.0	6.46	4878.0	5.78
4980	7735.9	47.80825	8997.1	68.67500	13454.6	44.26775	4643.0	6.54	5036.0	5.57
5000	7844.8	46.85041	8954.5	72.84974	13388.8	46.57530	4361.0	6.83	4865.0	5.61
5020	7753.7	45.40642	8723.4	70.20282	13710.6	44.50101	4312.0	6.53	4907.0	5.33
5040	7287.4	49.30190	8612.9	73.82544	14288.6	46.26281	4364.0	6.75	5053.0	5.63
5060	7574.3	50.08129	8376.7	69.76106	14237.7	47.38496	4456.0	6.50	4514.0	5.65
5080	7488.5	51.76731	8398.6	69.06240	14301.5	45.55848	4622.0	6.46	4621.0	5.77
5100	7994.0	49.85493	8618.2	66.52672	13575.6	43.62239	4606.0	6.40	4440.0	5.68
5120	7806.3	51.52873	8525.4	68.01427	13856.5	43.99689	4567.0	6.49	4426.0	5.79
5140	7454.1	47.60452	8737.6	71.87768	13996.6	46.06110	4084.0	6.62	4667.0	5.49
5160	7254.2	47.35326	8892.6	72.92919	14041.7	47.46036	4057.0	6.68	4861.0	5.48
5180	7159.1	45.94495	8790.8	75.13827	14238.6	46.68439	4235.0	6.77	5311.0	5.36
5200	7179.1	45.83891	8697.9	74.81111	14311.6	46.77623	4029.0	6.71	5087.0	5.33
5220	7381.0	46.55488	8860.7	74.55294	13946.7	47.17049	3971.0	6.81	4932.0	5.48
5240	7557.0	47.69244	8701.5	70.50741	13929.7	46.19364	4241.0	6.53	4748.0	5.47
5260	7518.1	48.27642	8509.5	68.98131	14160.7	48.18107	4141.0	6.41	4393.0	5.51
5280	7394.4	49.66155	8618.6	70.90519	14175.6	46.93660	4396.0	6.62	4872.0	5.64
5300	7531.0	47.12241	8953.2	69.62207	13703.6	45.36994	4248.0	6.53	4901.0	5.47
5320	7543.3	50.12918	9032.5	73.54262	13612.7	45.12177	4082.0	6.95	4736.0	5.81
5340	7426.0	46.68307	8708.6	72.04956	14053.6	46.08608	4029.0	6.59	4815.0	5.39
5360	7446.0	47.02444	8918.6	73.43356	13823.6	44.82597	3909.0	6.75	4751.0	5.48
5380	7532.9	45.88979	8783.6	72.98044	13871.7	46.84405	3895.0	6.69	4653.0	5.41
